node;MTTR;object_size;Mean_gekko;std_gekko;delay_gekko;th_perfModel;th_performabilitymodel
32;1d;1MiB;8978.11;89.42197560000001;0.000111382016927839;;8770.660367768618
32;1d;64KiB;8166.83;376.4091947;0.000122446530661224;;7978.190687182852
32;1d;8KiB;6045.56;1345.3184668000001;0.000165410648475906;;5906.043609943448
64;10m;64MiB;18557.67;117.65562779999999;0.0000538860751376655;;18542.353807428986
64;10m;1MiB;17799.81;62.47733310000001;0.0000561803749590586;;17785.254084120228
64;10m;64KiB;15358.32;682.677324;0.0000651112882138151;;15346.135320705378
64;10m;8KiB;11213.3;2311.733928;0.000089179813257471;;11204.867898467823
64;1h;64MiB;18557.67;117.65562779999999;0.0000538860751376655;;18482.995942346803
64;1h;1MiB;17799.81;62.47733310000001;0.0000561803749590586;;17728.319869293435
64;1h;64KiB;15358.32;682.677324;0.0000651112882138151;;15297.009274584905
64;1h;8KiB;11213.3;2311.733928;0.000089179813257471;;11168.999334774402
64;1d;64MiB;18557.67;117.65562779999999;0.0000538860751376655;;16847.314811167747
64;1d;1MiB;17799.81;62.47733310000001;0.0000561803749590586;;16159.424957930989
64;1d;64KiB;15358.32;682.677324;0.0000651112882138151;;13943.27618452386
64;1d;8KiB;11213.3;2311.733928;0.000089179813257471;;10180.58118023933
128;10m;64MiB;38732.05;209.5403905;0.0000258184113673302;;38617.95796762513
128;10m;1MiB;37416.26;299.33008;0.0000267263483843655;;37306.53462337143
128;10m;64KiB;32730.87;290.6501256;0.0000305521973598624;;32636.41362611411
128;10m;8KiB;17176.56;959.310876;0.0000582188750250341;;17129.654475906544
128;1h;64MiB;38732.05;209.5403905;0.0000258184113673302;;38122.55057246122
128;1h;1MiB;37416.26;299.33008;0.0000267263483843655;;36827.950704037525
128;1h;64KiB;32730.87;290.6501256;0.0000305521973598624;;32217.738447813746
128;1h;8KiB;17176.56;959.310876;0.0000582188750250341;;16909.907228730714
128;1d;64MiB;38732.05;209.5403905;0.0000258184113673302;;24511.418107812275
128;1d;1MiB;37416.26;299.33008;0.0000267263483843655;;23679.037854034064
128;1d;64KiB;32730.87;290.6501256;0.0000305521973598624;;20714.838465718414
128;1d;8KiB;17176.56;959.310876;0.0000582188750250341;;10872.45834823372
256;10m;64MiB;74786.43;145.83353849999997;0.0000133714097597652;;73965.48023885583
256;10m;1MiB;73472.87;434.95939039999996;0.000013610466012829;;72667.29344216558
256;10m;64KiB;65202.68;3007.1476016;0.0000153367929048315;;64493.10684306469
256;10m;8KiB;32986.79;464.7838711;0.0000303151655556664;;32638.317029789403
256;1h;64MiB;74786.43;145.83353849999997;0.0000133714097597652;;70141.18598659996
256;1h;1MiB;73472.87;434.95939039999996;0.000013610466012829;;68910.12042869511
256;1h;64KiB;65202.68;3007.1476016;0.0000153367929048315;;61158.5739707395
256;1h;8KiB;32986.79;464.7838711;0.0000303151655556664;;30950.7952166799
256;1d;64MiB;74786.43;145.83353849999997;0.0000133714097597652;;9.316097902129171E-9
256;1d;1MiB;73472.87;434.95939039999996;0.000013610466012829;;9.316090411458433E-9
256;1d;64KiB;65202.68;3007.1476016;0.0000153367929048315;;9.31604324916202E-9
256;1d;8KiB;32986.79;464.7838711;0.0000303151655556664;;9.315859497115954E-9
512;10m;64MiB;141109.55;1775.1581389999997;0.00000708669257325248;;135140.62839018714
512;10m;1MiB;137138.78;1073.7966474;0.00000729188344828501;;131343.03031312375
512;10m;64KiB;125049.02;6803.9171782;0.00000799686394983343;;119778.67003686988
512;10m;8KiB;65171.17;6042.019170699999;0.0000153442081828514;;62461.80016707205
512;1h;64MiB;141109.55;1775.1581389999997;0.00000708669257325248;;106309.42428909297
512;1h;1MiB;137138.78;1073.7966474;0.00000729188344828501;;103322.01510259518
512;1h;64KiB;125049.02;6803.9171782;0.00000799686394983343;;94224.82352769296
512;1h;8KiB;65171.17;6042.019170699999;0.0000153442081828514;;49136.06228792285
512;1d;64MiB;141109.55;1775.1581389999997;0.00000708669257325248;;1.703417295355473E-9
512;1d;1MiB;137138.78;1073.7966474;0.00000729188344828501;;1.7034060693513968E-9
512;1d;64KiB;125049.02;6803.9171782;0.00000799686394983343;;1.7033718891899489E-9
512;1d;8KiB;65171.17;6042.019170699999;0.0000153442081828514;;1.7032025799739916E-9
