,timestamp,app,n_b_written,r_sectors,w_r_d,disk_id,cum_sum,AFR_SSDs,mttf_SDDs,MTTFMes_SSDs,MTTFDia_SSDs
721,2018-03-22,WSM,449609047098.4142,13.313551456085392,218.9014966933519,1.0,5.0,0.0012797761244966212,6844947.200000001,9376.640000000001,285206.13333333336
730,2018-03-23,WSM,449686144364.70544,13.422970797884572,218.94527477581053,0.0,5.0,0.0012636465047186666,6932318.466666667,9496.326666666668,288846.60277777776
739,2018-03-24,WSM,450636376846.73334,13.32166062906101,219.43028002990053,0.0,5.0,0.0012478509234096834,7020069.333333333,9616.533333333333,292502.8888888889
748,2018-03-25,WSM,450582675750.45166,13.305391646419068,219.00208261020478,1.0,6.0,0.0014789344277448097,5923183.500000001,8113.950000000001,246799.31250000003
757,2018-03-26,WSM,450480611927.42706,13.471289523699822,219.3429706847895,0.0,6.0,0.0014609796680329534,5995976.666666666,8213.666666666666,249832.36111111107
766,2018-03-27,WSM,452398491649.36694,13.465388159410274,220.26123013130615,0.0,6.0,0.0014433775033578574,6069098.333333333,8313.833333333334,252879.09722222222
775,2018-03-28,WSM,453879040385.7379,13.450445274346452,221.00970985349036,0.0,6.0,0.0014261944378416924,6142220.0,8414.0,255925.83333333334
784,2018-03-29,WSM,454940401235.1571,13.480202578268877,221.44759712230217,0.0,6.0,0.0014094156797494373,6215341.666666666,8514.166666666666,258972.56944444444
793,2018-03-30,WSM,455917521827.7472,13.46947574154978,222.14474591860198,0.0,6.0,0.0013930271253337462,6288463.333333333,8614.333333333332,262019.30555555553
802,2018-03-31,WSM,456577918214.39703,13.472065754684447,222.46970916197265,0.0,6.0,0.0013770153192954272,6361585.0,8714.5,265066.0416666666
811,2018-04-01,WSM,457257464281.2717,13.374424758398527,222.68595754472761,0.0,6.0,0.0013613674179397974,6434706.666666666,8814.666666666666,268112.77777777775
820,2018-04-02,WSM,458113638810.1012,13.487577639751553,223.29382332643203,0.0,6.0,0.0013460711548168784,6507828.333333332,8914.833333333332,271159.5138888889
829,2018-04-03,WSM,459137273047.70123,13.484022988505748,223.77057471264368,0.0,6.0,0.0013311148086522463,6580950.0,9015.0,274206.25
838,2018-04-04,WSM,460912030972.5609,13.533706245314573,224.4728677700248,0.0,6.0,0.0013164871733923316,6654071.666666666,9115.166666666666,277252.98611111107
847,2018-04-05,WSM,461396052959.0887,13.481680536292187,224.96445908460473,0.0,6.0,0.0013021775302032843,6727193.333333334,9215.333333333334,280299.72222222225
856,2018-04-06,WSM,464522666274.80884,13.238495469718647,228.1454458750596,1.0,7.0,0.0015028715581557617,5828841.428571429,7984.714285714287,242868.3928571429
