,timestamp,app,n_b_written,r_sectors,w_r_d,disk_id,cum_sum,AFR_SSDs,mttf_SDDs,MTTFMes_SSDs,MTTFDia_SSDs,MTTFTest_SSDs
623,2018-03-11,none,332453195924.1011,8.066909714775896,182.99185073986703,0.0,3.0,0.0010579771476936098,8279952.0,11342.4,344998.0,22.666666666666668
632,2018-03-12,none,332912413921.18054,8.180816822830986,183.33910306845004,0.0,3.0,0.0010426441455531226,8401716.0,11509.2,350071.50000000006,23.0
641,2018-03-13,none,334159347102.93726,8.163075381201232,184.1157563175603,0.0,3.0,0.001027749229188078,8523480.000000002,11676.000000000002,355145.00000000006,23.333333333333332
650,2018-03-14,none,333962153990.90045,8.180921052631579,183.97325514874143,1.0,4.0,0.0013510318505758775,6483932.999999999,8882.099999999999,270163.875,17.75
659,2018-03-15,none,335176178764.0063,8.17258375598257,184.83248803485964,0.0,4.0,0.0013323562720671507,6574818.0,9006.6,273950.75,18.0
668,2018-03-16,none,335952256526.82605,8.18463409399814,185.3807139280349,0.0,4.0,0.001314104816285409,6666134.916666666,9131.691666666666,277755.62152777775,18.25
677,2018-03-17,none,336811634969.5698,8.183606322866748,185.85108361347542,0.0,4.0,0.0012963466430923629,6757451.833333333,9256.783333333333,281560.49305555556,18.5
686,2018-03-18,none,338334294437.1892,7.982556887517048,186.96073505132438,0.0,4.0,0.0012790620211844646,6848768.750000001,9381.875,285365.3645833334,18.75
695,2018-03-19,none,339162072168.68896,8.202322081272845,187.38493513939653,0.0,4.0,0.0012622322577478273,6940085.666666665,9506.966666666665,289170.23611111107,19.0
704,2018-03-20,none,339013968735.6335,8.179161009075967,187.38376331022656,0.0,4.0,0.0012458396310238292,7031402.583333334,9632.058333333334,292975.1076388889,19.25
713,2018-03-21,none,340217495852.0475,8.193700787401575,188.09778095919827,0.0,4.0,0.0012298673280619853,7122719.5,9757.15,296779.9791666667,19.5
722,2018-03-22,none,337259918173.6659,8.200896191187454,188.23069454817028,0.0,4.0,0.0012142993872004413,7214036.416666666,9882.241666666667,300584.85069444444,19.75
731,2018-03-23,none,342073340580.1254,8.056204745859919,189.37823499892465,0.0,4.0,0.0011991206448604358,7305353.333333333,10007.333333333332,304389.7222222222,20.0
740,2018-03-24,none,344144320683.85925,8.234409839602963,190.52916636697117,1.0,5.0,0.0014803958578523894,5917336.200000001,8105.940000000001,246555.67500000005,16.2
749,2018-03-25,none,344077464204.41095,8.230935251798561,190.47273381294963,0.0,5.0,0.0014624396743634326,5989990.666666666,8205.466666666667,249582.94444444444,16.4
758,2018-03-26,none,344461994249.054,8.205804371193121,190.9946972411322,0.0,5.0,0.00144481991925062,6063039.333333333,8305.533333333333,252626.6388888889,16.6
767,2018-03-27,none,345202320296.23535,8.209820788530466,191.41498207885306,0.0,5.0,0.001427619682116684,6136088.0,8405.6,255670.33333333334,16.8
776,2018-03-28,none,346784440595.1086,8.109909130246647,192.59287311548727,0.0,5.0,0.0014108241564447233,6209136.666666666,8505.666666666666,258714.02777777775,17.0
785,2018-03-29,none,346973635558.2852,8.194663041923022,192.4890542280727,0.0,5.0,0.0013944192243930404,6282185.333333333,8605.733333333332,261757.7222222222,17.2
794,2018-03-30,none,347940406307.0177,8.198325221872317,193.09740910392213,0.0,5.0,0.001378391417216109,6355233.999999999,8705.8,264801.4166666666,17.4
803,2018-03-31,none,348446799866.468,8.252706287189046,193.44648361889742,0.0,5.0,0.0013627278783841076,6428282.666666666,8805.866666666667,267845.1111111111,17.6
812,2018-04-01,none,350069347851.7441,8.23480880981419,194.28088678433062,0.0,5.0,0.0013474163291887806,6501331.333333333,8905.933333333332,270888.80555555556,17.8
821,2018-04-02,none,350430856222.7656,8.247940396876567,194.58170356042697,0.0,5.0,0.0013324450366422385,6574380.0,9006.0,273932.5,18.0
830,2018-04-03,none,353325861575.14594,8.33111432706223,196.55991316931983,0.0,5.0,0.0013178027834923238,6647428.666666666,9106.066666666666,276976.19444444444,18.2
839,2018-04-04,none,352051776987.7749,8.259844223279966,195.8318188374441,0.0,5.0,0.001303478840193494,6720477.333333334,9206.133333333335,280019.88888888893,18.4
848,2018-04-05,none,353437904424.6718,8.277256994519758,196.7376694548601,0.0,5.0,0.0012894629386860372,6793526.0,9306.2,283063.5833333334,18.6
857,2018-04-06,none,353547589954.26953,8.272916666666667,196.63670977011495,0.0,5.0,0.0012757452478489519,6866574.666666666,9406.266666666666,286107.27777777775,18.8
866,2018-04-07,none,353469559112.1364,8.273347701149426,196.57205459770114,0.0,5.0,0.0012623163505031734,6939623.333333333,9506.333333333332,289150.9722222222,19.0
875,2018-04-08,none,354824204030.59015,8.23219814241486,197.65397076823385,0.0,5.0,0.0012491672218520986,7012672.0,9606.4,292194.6666666667,19.2
884,2018-04-09,none,356151474530.8194,8.272733802614567,198.208231575923,1.0,6.0,0.0014835470511068223,5904767.222222222,8088.722222222222,246031.96759259258,16.166666666666668
893,2018-04-10,none,356725920441.3069,8.25996844520941,198.68043602983363,1.0,7.0,0.0017132577596299364,5113066.0,7004.2,213044.41666666666,14.0
902,2018-04-11,none,357241959418.7304,8.263667671114938,199.01750609843594,1.0,8.0,0.0019383601473153714,4519284.0,6190.799999999999,188303.49999999997,12.375
911,2018-04-12,none,359077838356.7087,8.123375224416517,200.10326750448834,0.0,8.0,0.0019191044179382956,4564629.166666666,6252.916666666666,190192.88194444444,12.5
920,2018-04-13,none,360126425291.1477,8.283546670501941,200.74147849848987,1.0,9.0,0.0021376163071094873,4098022.62962963,5613.72962962963,170750.94290123458,11.222222222222221
929,2018-04-14,none,360595524291.72864,8.269040269901659,201.1046586748977,0.0,9.0,0.002116800338688054,4138321.3333333335,5668.933333333333,172430.05555555556,11.333333333333334
938,2018-04-15,none,361714781606.0871,8.218098115379082,201.78945475471156,0.0,9.0,0.002096248879089141,4178893.111111111,5724.511111111111,174120.5462962963,11.444444444444445
947,2018-04-16,none,361932962844.6725,8.291747468218057,202.07771313653666,0.0,9.0,0.00207609263986713,4219464.888888889,5780.0888888888885,175811.03703703705,11.555555555555555
956,2018-04-17,none,362807577825.5481,8.322872531418312,202.57852782764812,1.0,10.0,0.0022848003655680585,3834033.0,5252.1,159751.375,10.5
965,2018-04-18,none,363787817176.7689,8.352522639068564,203.19570217047578,4.0,14.0,0.003168755069065029,2764492.619047619,3786.97619047619,115187.19246031746,7.571428571428571
972,2018-04-19,none,0.0,28.838709677419356,0.0,0.0,14.0,0.003139977584048914,2789828.8333333335,3821.6833333333334,116242.86805555556,7.642857142857143
981,2018-04-20,none,365175723827.41315,8.34170673939568,204.1408885380033,0.0,14.0,0.003110903717529942,2815902.0000000005,3857.4000000000005,117329.25000000001,7.714285714285714
990,2018-04-21,none,366569153313.79254,8.356773080241588,204.97195858498705,0.0,14.0,0.0030823633164516863,2841975.1666666665,3893.1166666666663,118415.63194444444,7.785714285714286
999,2018-04-22,none,367346977132.2201,8.35924913693901,205.44886363636363,0.0,14.0,0.003054341831756671,2868048.3333333335,3928.833333333333,119502.01388888889,7.857142857142857
1008,2018-04-23,none,368318982433.8114,8.358190709046454,206.1064288796203,1.0,15.0,0.0032430270414404803,2701180.066666667,3700.246666666667,112549.16944444446,7.4
1017,2018-04-24,none,368608203811.7634,8.361484785267248,206.2629307244083,0.0,15.0,0.0032142857142857147,2725333.333333333,3733.333333333333,113555.55555555555,7.466666666666667
1026,2018-04-25,none,370155540318.7562,8.392274368231046,207.2937694029312,0.0,15.0,0.003185840707964602,2749666.6666666665,3766.6666666666665,114569.44444444444,7.533333333333333
1035,2018-04-26,none,371461934712.8534,8.242671480144404,208.06223826714802,0.0,15.0,0.003157894736842105,2774000.0,3800.0,115583.33333333334,7.6
1044,2018-04-27,none,371502328245.593,8.173941227312014,208.31345433592625,0.0,15.0,0.0031304347826086954,2798333.3333333335,3833.3333333333335,116597.22222222223,7.666666666666667
1053,2018-04-28,none,372108790660.7411,8.325219298245614,209.19963450292397,0.0,15.0,0.003103448275862069,2822666.666666667,3866.666666666667,117611.11111111111,7.733333333333333
1062,2018-04-29,none,374068757555.2854,8.45051837888784,210.00949757123178,2.0,17.0,0.0034871794871794877,2512058.8235294116,3441.1764705882347,104669.11764705881,6.882352941176471
1071,2018-04-30,none,373658922834.9004,8.300420472669277,209.6821806582572,0.0,17.0,0.0034580881970703438,2533191.6078431373,3470.1254901960783,105549.65032679739,6.9411764705882355
1080,2018-05-01,none,375531545091.22296,8.435880735272832,210.91684759009988,0.0,17.0,0.00342902863238908,2554659.3333333335,3499.5333333333338,106444.1388888889,7.0
1089,2018-05-02,none,376204396628.62024,8.429997107318485,211.31125253109633,0.0,17.0,0.0034004533937858376,2576127.0588235296,3528.9411764705887,107338.6274509804,7.0588235294117645
1098,2018-05-03,none,377995055010.38416,8.481197517342096,212.27900693683827,1.0,18.0,0.0035707240304216873,2453283.9629629627,3360.662962962963,102220.16512345678,6.722222222222222
1107,2018-05-04,none,378920834381.94434,8.424361493123772,212.84304736956997,0.0,18.0,0.0035416919449463664,2473394.111111111,3388.211111111111,103058.08796296296,6.777777777777778
1116,2018-05-05,none,379561519780.96027,8.408828620888633,213.35191863819966,0.0,18.0,0.003512897701491518,2493667.833333333,3415.983333333333,103902.82638888888,6.833333333333333
1125,2018-05-06,none,382020728317.3035,8.56157743996475,215.08166862514688,0.0,18.0,0.0034845678813181986,2513941.555555556,3443.755555555556,104747.56481481483,6.888888888888889
1134,2018-05-07,none,380684562767.9281,8.615844315047502,210.44235924932977,1.0,19.0,0.00364872974594919,2400835.5263157897,3288.815789473684,100034.81359649122,6.578947368421052
1143,2018-05-08,none,381966210298.0957,8.255568328782871,214.81060497197873,1.0,20.0,0.003810539953511413,2298886.8,3149.16,95786.94999999998,6.3
1152,2018-05-09,none,384884409877.6848,7.987448604198225,216.44276130707638,1.0,21.0,0.003969827212745456,2206645.1587301586,3022.801587301587,91943.54828042327,6.0476190476190474
1161,2018-05-10,none,385123619242.08386,8.185511220145754,216.49433581066455,1.0,22.0,0.0041266506602641055,2122786.909090909,2907.927272727273,88449.45454545454,5.818181818181818
1170,2018-05-11,none,386317057853.66095,8.375559082383495,217.50923254472013,1.0,23.0,0.004281067598988055,2046218.5652173914,2803.0391304347827,85259.10688405797,5.608695652173913
1179,2018-05-12,none,386326851673.57495,8.377057428304463,217.48594839358873,0.0,23.0,0.004248419669977834,2061943.1884057971,2824.5797101449275,85914.29951690821,5.6521739130434785
1188,2018-05-13,none,387084279487.6808,8.406472491909385,218.01747447145118,0.0,23.0,0.004215988985474187,2077804.2898550723,2846.3072463768112,86575.17874396135,5.695652173913044
1197,2018-05-14,none,386739408904.008,8.519863461398794,217.7917060062459,0.0,23.0,0.004184049674978169,2093665.3913043484,2868.0347826086963,87236.05797101451,5.739130434782608
1206,2018-05-15,none,389569244928.7314,8.467190088597565,219.58049412951092,3.0,26.0,0.004694232914195842,1866119.5897435897,2556.328205128205,77754.9829059829,5.115384615384615
1215,2018-05-16,none,389779377362.1301,8.484933679354095,219.88192041522493,1.0,27.0,0.004839369766684623,1810153.061728395,2479.661728395062,75423.04423868313,4.962962962962963
1224,2018-05-17,none,390951790434.2162,8.46668583339323,220.62933946668582,0.0,27.0,0.004803843074459567,1823540.0000000002,2498.0,75980.83333333334,5.0
1233,2018-05-18,none,391020458945.89966,8.499891845122216,221.07441055591607,2.0,29.0,0.0051217444543870385,1710354.7586206899,2342.9517241379313,71264.78160919542,4.689655172413793
1242,2018-05-19,none,391542996375.9758,8.516798846431147,221.51485219899064,0.0,29.0,0.005085038006275444,1722700.988505747,2359.864367816092,71779.20785440612,4.724137931034483
1251,2018-05-20,none,392610041481.8047,8.33398310591293,222.2558660024547,0.0,29.0,0.005048189904780694,1735275.448275862,2377.089655172414,72303.14367816092,4.758620689655173
1260,2018-05-21,none,393161273275.3283,8.553682535088988,222.71863695557806,0.0,29.0,0.00501187199179666,1747849.9080459771,2394.3149425287356,72827.07950191571,4.793103448275862
1269,2018-05-22,none,394088022953.3098,8.563313096270598,223.42476149176062,1.0,30.0,0.005147661627042381,1701743.555555556,2331.155555555556,70905.9814814815,4.666666666666667
1278,2018-05-23,none,394072540898.2614,8.435531745457178,223.66393976688627,0.0,30.0,0.0051114944731966,1713784.5000000002,2347.65,71407.68750000001,4.7
1287,2018-05-24,none,394829205828.2358,8.545210644623305,223.8062504531941,5.0,35.0,0.005921414372118597,1479376.285714286,2026.5428571428572,61640.67857142857,4.057142857142857
1296,2018-05-25,none,396282005137.2121,8.646437613019891,225.08593128390598,0.0,35.0,0.005881968498790928,1489297.3333333335,2040.1333333333334,62054.05555555556,4.085714285714285
1305,2018-05-26,none,397681149902.6514,8.77733918128655,226.20210510927564,0.0,35.0,0.005841121495327103,1499712.0,2054.4,62488.0,4.114285714285714
1314,2018-05-27,none,397803866286.8164,8.700318194966734,226.1896875903963,1.0,36.0,0.005966576124487823,1468178.7037037036,2011.2037037037037,61174.11265432098,4.027777777777778
1323,2018-05-28,none,398769868316.7506,8.71884267631103,226.7636889692586,0.0,36.0,0.005926104765850273,1478205.3888888888,2024.9388888888889,61591.8912037037,4.055555555555555
1332,2018-05-29,none,399450161252.2181,8.717639410574979,227.18332851776944,0.0,36.0,0.005885791127987345,1488330.0833333335,2038.8083333333334,62013.753472222226,4.083333333333333
1341,2018-05-30,none,400260707264.1326,8.647526051154996,227.4958828244553,2.0,38.0,0.006170801283959706,1419588.7368421054,1944.6421052631579,59149.53070175439,3.8947368421052633
1350,2018-05-31,none,400782719785.496,8.718091250360958,228.14689958853677,0.0,38.0,0.006130205016819974,1428989.7280701755,1957.5201754385967,59541.238669590646,3.9210526315789473
1359,2018-06-01,none,401362138415.44055,8.729819494584838,228.58953068592058,0.0,38.0,0.006089336983374507,1438580.2631578948,1970.6578947368423,59940.844298245625,3.9473684210526314
1368,2018-06-02,none,402419349325.9794,8.742219654848725,229.32377789010036,0.0,38.0,0.006049010248385273,1448170.798245614,1983.7956140350875,60340.44992690058,3.973684210526316
1377,2018-06-03,none,402877906598.6329,8.751913357400722,229.63046931407942,0.0,38.0,0.006009214128330107,1457761.3333333333,1996.9333333333332,60740.05555555555,4.0
1386,2018-06-04,none,404044684922.6843,8.759760409901133,230.5104279425561,0.0,38.0,0.005969938218994615,1467351.8684210526,2010.071052631579,61139.66118421053,4.026315789473684
1395,2018-06-05,none,404967705208.55176,8.775723878980433,231.1714326978625,0.0,38.0,0.005931172386403741,1476942.403508772,2023.2087719298247,61539.2668128655,4.052631578947368
1404,2018-06-06,none,405854593549.21564,8.78201241518695,231.7803680981595,0.0,38.0,0.005892906758104361,1486532.9385964915,2036.3464912280706,61938.87244152048,4.078947368421052
1413,2018-06-07,none,406690898435.228,8.792319353208692,232.4253952212517,0.0,38.0,0.005855131714783179,1496123.4736842108,2049.484210526316,62338.47807017545,4.105263157894737
1422,2018-06-08,none,407692992234.13995,8.956735995361983,233.30973258931806,0.0,38.0,0.005817837882204943,1505714.00877193,2062.6219298245614,62738.083698830415,4.131578947368421
1431,2018-06-09,none,408491323977.81824,8.972869060573087,233.95741748277112,1.0,39.0,0.0059331481267056755,1476450.581196581,2022.5350427350425,61518.7742165242,4.051282051282051
1440,2018-06-10,none,409093555537.6664,8.977450696055685,234.32874129930394,0.0,39.0,0.005896226415094339,1485696.0,2035.2,61904.00000000001,4.076923076923077
1449,2018-06-11,none,409795583376.1483,8.989625652930934,234.9802669762043,1.0,40.0,0.006009615384615385,1457664.0,1996.8,60736.0,4.0
1458,2018-06-12,none,410768819465.24585,9.041986947063089,235.6553299492386,0.0,40.0,0.005972687398251745,1466676.4583333333,2009.1458333333333,61111.51909722222,4.025
1467,2018-06-13,none,411634591084.65814,9.076604705198955,236.288266047052,0.0,40.0,0.005935818957521794,1475786.2500000002,2021.6250000000005,61491.093750000015,4.05
1476,2018-06-14,none,409945367234.6334,9.01389588883289,235.32464540283678,1.0,41.0,0.006046887962555178,1448679.0650406505,1984.4918699186994,60361.62771002711,3.975609756097561
1485,2018-06-15,none,410930305495.31,9.018324231100891,235.98088531187122,0.0,41.0,0.006010418057967144,1457469.333333333,1996.533333333333,60727.888888888876,4.0
1494,2018-06-16,none,411078962318.75287,9.034663790003595,236.27306724199929,0.0,41.0,0.005973991281858251,1466356.3414634147,2008.7073170731708,61098.18089430895,4.024390243902439
1503,2018-06-17,none,413206181856.84717,9.048847262247838,237.5435878962536,1.0,42.0,0.006082832733364337,1440118.5079365082,1972.7650793650796,60004.937830687835,3.9523809523809526
1512,2018-06-18,none,413654626323.3792,9.079988470130433,238.0989406932334,0.0,42.0,0.006046812406043454,1448697.1666666665,1984.5166666666664,60362.38194444444,3.9761904761904763
1521,2018-06-19,none,413602511317.924,9.093702770780856,237.78783735156532,0.0,42.0,0.006010819475055099,1457372.0,1996.4,60723.833333333336,4.0
1530,2018-06-20,none,415144370455.3613,9.098891607888298,239.15632647185836,0.0,42.0,0.005975252495912761,1466046.8333333335,2008.2833333333335,61085.284722222226,4.023809523809524
1539,2018-06-21,none,415526672734.50006,9.10108640909418,239.46312684365782,1.0,43.0,0.006081534998291041,1440425.8139534884,1973.1860465116279,60017.742248062015,3.953488372093023
1548,2018-06-22,none,420659162275.44525,9.187869498576747,242.97284671532847,0.0,43.0,0.006046374284629554,1448802.139534884,1984.6604651162793,60366.755813953496,3.9767441860465116
1557,2018-06-23,none,425566682680.9843,9.175207705315785,245.64524667303874,0.0,43.0,0.00601122094576543,1457274.6666666665,1996.2666666666664,60719.77777777777,4.0
1566,2018-06-24,none,422118107138.9592,9.210155455469998,243.75497602789483,0.0,43.0,0.005976474003882392,1465747.1937984496,2007.8728682170542,61072.799741602066,4.023255813953488
1575,2018-06-25,none,419688263342.3764,9.138380636795851,242.46030831292322,0.0,43.0,0.005942126452135941,1474219.7209302324,2019.4790697674418,61425.82170542635,4.046511627906977
1584,2018-06-26,none,421246669620.2043,9.160146963475254,243.83099200345796,1.0,44.0,0.006045570779741232,1448994.6969696968,1984.9242424242423,60374.779040404035,3.977272727272727
1593,2018-06-27,none,421809584977.4871,9.158542695583709,243.82313363395605,1.0,45.0,0.0061482502535204426,1424795.6148148149,1951.7748148148148,59366.48395061729,3.911111111111111
1602,2018-06-28,none,423126516131.57874,9.172053027588678,244.73457542099607,1.0,46.0,0.00624978771101525,1401647.6086956523,1920.0652173913047,58401.98369565218,3.847826086956522
1611,2018-06-29,none,424260863802.87604,8.947239968415763,245.57992965329123,0.0,46.0,0.0062150917138866025,1409472.3623188403,1930.7840579710141,58728.01509661835,3.869565217391304
1620,2018-06-30,none,425118279159.48517,8.947647733792312,246.13934308663224,0.0,46.0,0.006180370531127459,1417390.7463768115,1941.6311594202898,59057.94776570048,3.891304347826087
1629,2018-07-01,none,425618824190.7549,8.946689595872742,246.49405273717397,2.0,48.0,0.006413254058387334,1365921.25,1871.125,56913.385416666664,3.75
1638,2018-07-02,none,426415996304.5606,8.750214899713468,247.09777936962752,0.0,48.0,0.006378673966704651,1373326.1875,1881.26875,57221.924479166664,3.7708333333333335
1647,2018-07-03,none,427340700031.24115,8.74765485141425,247.73412101682777,1.0,49.0,0.006475785188954161,1352731.7142857143,1853.0571428571427,56363.82142857143,3.7142857142857144
1656,2018-07-04,none,427883359043.13324,8.741718537597482,248.16155111969664,0.0,49.0,0.006440828719961969,1360073.4285714284,1863.1142857142854,56669.72619047618,3.7346938775510203
1665,2018-07-05,none,429150392352.6332,8.603454454239232,249.03841467784704,0.0,49.0,0.006405824216049131,1367505.523809524,1873.2952380952383,56979.396825396834,3.7551020408163267
1674,2018-07-06,none,430260566773.1994,8.680151797221825,249.72454532435916,0.0,49.0,0.0063711981392056225,1374937.6190476192,1883.4761904761906,57289.06746031746,3.7755102040816326
1683,2018-07-07,none,431639480896.94696,8.69098989319762,250.6356533581822,0.0,49.0,0.006336944385769034,1382369.7142857143,1893.6571428571428,57598.73809523809,3.795918367346939
1692,2018-07-08,none,431843864749.12726,8.682107825588888,250.82809479487364,0.0,49.0,0.0063030569826365785,1389801.8095238095,1903.8380952380953,57908.408730158735,3.816326530612245
1701,2018-07-09,none,432661978789.1444,8.687965616045846,251.43280802292264,1.0,50.0,0.006397479677339559,1369289.2266666666,1875.7386666666666,57053.717777777776,3.76
1710,2018-07-10,none,443704309687.6565,8.740770642201834,257.84264220183485,0.0,50.0,0.006364055812769479,1376480.6999999997,1885.5899999999997,57353.362499999996,3.78
1719,2018-07-11,none,444684476894.15204,8.764441827949076,258.4977555375672,0.0,50.0,0.006330560782175955,1383763.6666666665,1895.5666666666666,57656.81944444444,3.8
1728,2018-07-12,none,445407859955.152,8.765913606593568,259.0395172566046,0.0,50.0,0.006297416484887076,1391046.633333333,1905.543333333333,57960.27638888888,3.82
1737,2018-07-13,none,446132058343.3082,8.753692409434933,259.6250275552943,0.0,50.0,0.006264617440694955,1398329.6,1915.52,58263.73333333334,3.84
1746,2018-07-14,none,446974464328.08044,8.753343130051432,260.25341660543717,1.0,51.0,0.00635680144863057,1378051.5359477124,1887.7418300653594,57418.81399782135,3.784313725490196
1755,2018-07-15,none,448862420814.84894,8.780766396462786,261.55136330140016,2.0,53.0,0.006572474970857894,1332831.2452830188,1825.7962264150942,55534.63522012578,3.660377358490566
1764,2018-07-16,none,447943135484.6733,8.788406224647835,261.5290213142562,0.0,53.0,0.006539644021264126,1339522.4528301887,1834.9622641509434,55813.43553459119,3.6792452830188678
1773,2018-07-17,none,449505064794.36017,8.770181764662595,262.1846346309515,0.0,53.0,0.00650627849054339,1346391.7987421385,1844.3723270440253,56099.658280922435,3.69811320754717
1782,2018-07-18,none,452276414478.1666,8.68794696066746,263.82844159713943,0.0,53.0,0.00647325169617515,1353261.144654088,1853.782389937107,56385.881027253665,3.7169811320754715
1791,2018-07-19,none,452321576244.8656,8.786140803538519,264.52782897161813,3.0,56.0,0.006805118421212527,1287266.357142857,1763.3785714285711,53636.0982142857,3.5357142857142856
1800,2018-07-20,none,453660429876.5632,8.733899919408016,265.1183969521577,0.0,56.0,0.006772279742183072,1293508.2916666667,1771.9291666666668,53896.17881944445,3.5535714285714284
1809,2018-07-21,none,454524162631.8283,8.762110663246611,265.7494320263833,0.0,56.0,0.006738418343472157,1300008.3333333333,1780.8333333333333,54167.01388888889,3.5714285714285716
1818,2018-07-22,none,454846656680.9291,8.777418881221553,266.3835706944648,0.0,56.0,0.0067048938741016495,1306508.375,1789.7375,54437.84895833333,3.5892857142857144
1827,2018-07-23,none,475297760351.1496,8.880037125841133,279.1045711191894,0.0,56.0,0.006671701330170453,1313008.4166666665,1798.6416666666667,54708.684027777774,3.607142857142857
1836,2018-07-24,none,455810956830.9449,8.774851441567016,267.1627173354853,2.0,58.0,0.006875937085175672,1274008.1666666665,1745.2166666666665,53083.6736111111,3.5
1845,2018-07-25,none,457544579793.698,8.769095440551238,268.20019058789035,0.0,58.0,0.006843146431535107,1280112.896551724,1753.5793103448275,53338.03735632184,3.5172413793103448
1854,2018-07-26,none,459273979295.2916,8.788568909785484,269.43204525418747,0.0,58.0,0.006809765229430057,1286387.9597701149,1762.1752873563219,53599.49832375479,3.5344827586206895
1863,2018-07-27,none,461452520257.43085,8.170804195804196,273.8777972027972,0.0,58.0,0.006776708116665834,1292663.0229885057,1770.771264367816,53860.95929118773,3.5517241379310347
1872,2018-07-28,none,458121871150.95483,8.807322614470465,263.91427822439704,0.0,58.0,0.006743970396295467,1298938.0862068967,1779.3672413793104,54122.42025862069,3.5689655172413794
1881,2018-07-29,none,468132672194.5074,8.958113308869596,280.0906649959724,2.0,60.0,0.006942980132790923,1261706.0444444446,1728.3644444444446,52571.08518518519,3.466666666666667
1890,2018-07-30,none,463004461439.1361,8.633308823529411,272.0513235294118,0.0,60.0,0.006910684205727229,1267602.4166666667,1736.4416666666668,52816.76736111112,3.4833333333333334
1899,2018-07-31,none,463483857487.4786,8.617368999633566,272.6200073286918,0.0,60.0,0.006877776185699957,1273667.5,1744.75,53069.47916666667,3.5
1908,2018-08-01,none,464334787038.68787,8.620363583052338,273.33558129306556,0.0,60.0,0.006845180090033133,1279732.5833333333,1753.0583333333332,53322.19097222222,3.5166666666666666
1917,2018-08-02,none,465236922305.4121,8.636103781882145,274.0151715039578,1.0,61.0,0.006926439696447835,1264719.0163934424,1732.4918032786884,52696.625683060105,3.4754098360655736
1926,2018-08-03,none,465953156406.6776,8.719231052515283,274.71495912204466,0.0,61.0,0.00689438220872648,1270599.7049180327,1740.5475409836065,52941.6543715847,3.4918032786885247
1935,2018-08-04,none,467292241994.05084,8.726357557498714,275.7111470350503,0.0,61.0,0.0068621654694333645,1276564.961748634,1748.7191256830602,53190.20673952642,3.5081967213114753
1944,2018-08-05,none,467805449255.7453,8.716274639114824,276.0331941085953,1.0,62.0,0.0069422197063242,1261844.247311828,1728.5537634408604,52576.84363799283,3.467741935483871
1953,2018-08-06,none,468892890556.3722,8.649402098158609,276.86229917100724,1.0,63.0,0.007022002273791211,1247507.4285714289,1708.914285714286,51979.4761904762,3.4285714285714284
1962,2018-08-07,none,475097988217.8989,8.359034966174912,282.52734534191865,0.0,63.0,0.006990110288406772,1253199.1111111112,1716.7111111111112,52216.629629629635,3.4444444444444446
1971,2018-08-08,none,472988603979.229,8.962868322286992,280.09486544757647,0.0,63.0,0.006958045562313163,1258974.2222222222,1724.6222222222223,52457.25925925926,3.4603174603174605
1980,2018-08-09,none,471496181020.236,8.752895469872453,279.01385427356695,0.0,63.0,0.006926273664768355,1264749.3333333333,1732.5333333333333,52697.88888888888,3.4761904761904763
1989,2018-08-10,none,472479285577.2017,8.760340275740687,279.7439131710179,0.0,63.0,0.006894790602655771,1270524.4444444445,1740.4444444444443,52938.51851851852,3.492063492063492
1998,2018-08-11,none,473114404273.6315,8.758410906692076,280.30587114271054,0.0,63.0,0.006863592455132441,1276299.5555555557,1748.3555555555558,53179.14814814815,3.507936507936508
2007,2018-08-12,none,473957812598.1246,8.759308120785693,280.9668718850777,1.0,64.0,0.006941130536636153,1262042.2500000002,1728.8250000000003,52585.09375000001,3.46875
2016,2018-08-13,none,474796937191.1287,8.763321850032984,281.6374697647145,2.0,66.0,0.007126418647702075,1229228.9343434344,1683.8752525252526,51217.872264309764,3.378787878787879
2025,2018-08-14,none,475517880136.2485,8.764274719636443,282.22385105915123,0.0,66.0,0.007095553453169348,1234576.0,1691.1999999999998,51440.666666666664,3.393939393939394
2034,2018-08-15,none,476405206080.5109,8.777484221341552,282.88140319976515,0.0,66.0,0.00706401766004415,1240087.5,1698.75,51670.3125,3.409090909090909
2043,2018-08-16,none,474937454052.8252,8.632417216090081,283.49981480109636,0.0,66.0,0.00703276094473422,1245599.0,1706.3,51899.95833333333,3.4242424242424243
2052,2018-08-17,none,478774797552.9948,8.793549335096612,284.5977079047899,1.0,67.0,0.007107867188971137,1232437.2089552237,1688.2701492537312,51351.55037313433,3.388059701492537
2061,2018-08-18,none,480152101289.9507,8.655408388520971,285.552391464312,0.0,67.0,0.007077165753559709,1237783.6417910447,1695.5940298507462,51574.31840796019,3.4029850746268657
2070,2018-08-19,none,480337632028.29407,8.65598824393828,285.85415135929463,0.0,67.0,0.007046261099614033,1243212.5174129354,1703.0308457711444,51800.52155887231,3.417910447761194
2079,2018-08-20,none,480369579004.2963,8.648095133230566,286.03369301915876,1.0,68.0,0.007120336005398424,1230279.0196078434,1685.3137254901962,51261.62581699347,3.3823529411764706
2088,2018-08-21,none,480072520275.19073,8.443301997649824,286.23288777908346,0.0,68.0,0.007089986350038535,1235545.3970588234,1692.5279411764704,51481.05821078431,3.3970588235294117
2097,2018-08-22,none,477847442377.06866,8.157280061467537,284.0179024202843,0.0,68.0,0.00705942606404699,1240894.0784313725,1699.8549019607842,51703.919934640515,3.411764705882353
