,timestamp,app,n_b_written,r_sectors,w_r_d,disk_id,cum_sum,AFR_SSDs,mttf_SDDs,MTTFMes_SSDs,MTTFDia_SSDs,MTTFTest_SSDs
308,2018-02-04,none,307187984085.3877,8.117295373665481,165.8437722419929,0.0,1.0,0.0007265945723385446,12056242.0,16515.4,502343.4166666667,33.0
317,2018-02-05,none,307742914549.18774,8.17761696639679,166.57465252901562,0.0,1.0,0.0007052241437403521,12421582.666666666,17015.866666666665,517565.94444444444,34.0
326,2018-02-06,none,307452478825.69354,8.202656627361842,166.29528342094048,0.0,1.0,0.0006850748824906278,12786923.333333334,17516.333333333332,532788.4722222222,35.0
335,2018-02-07,none,308324702819.8906,7.986977139217212,166.62941467902894,0.0,1.0,0.000666045024643666,13152263.999999998,18016.8,548010.9999999999,36.0
344,2018-02-08,none,308728352409.04944,8.03158568684641,167.144056342036,0.0,1.0,0.0006480438077614047,13517604.666666666,18517.266666666666,563233.5277777778,37.0
353,2018-02-09,none,313484863323.5105,8.04101014461472,169.7451798561151,0.0,1.0,0.0006309900233466309,13882945.333333332,19017.73333333333,578456.0555555555,38.0
362,2018-02-10,none,313868570632.523,7.9862826773915545,170.11016949152543,1.0,2.0,0.001229621583957537,7124143.0,9759.1,296839.2916666667,19.5
371,2018-02-11,none,313401470144.7415,8.084598853868195,169.9509312320917,0.0,2.0,0.001198960900552854,7306326.666666667,10008.666666666668,304430.2777777778,20.0
380,2018-02-12,none,314036420090.9026,8.090180360721442,170.4341229514063,0.0,2.0,0.0011697179517588822,7488984.833333333,10258.883333333333,312041.0347222222,20.5
389,2018-02-13,none,314730950581.9027,8.08799542137645,170.95092287880956,0.0,2.0,0.0011418675243360515,7671643.000000001,10509.1,319651.7916666667,21.0
398,2018-02-14,none,315328415585.9037,8.08500142979697,171.3676008006863,0.0,2.0,0.0011153124656305621,7854301.166666666,10759.316666666666,327262.54861111107,21.5
407,2018-02-15,none,315767625660.1602,8.099277073938874,171.6710328537685,0.0,2.0,0.001089964455048049,8036959.333333335,11009.533333333335,334873.3055555556,22.0
416,2018-02-16,none,316601311407.0177,8.155692484058179,172.18119939815148,0.0,2.0,0.001065743022713648,8219617.500000001,11259.75,342484.0625,22.5
425,2018-02-17,none,317232923946.71265,8.17960120499211,172.55300530770333,0.0,2.0,0.0010425746961329166,8402275.666666668,11509.966666666667,350094.8194444445,23.0
434,2018-02-18,none,317702169902.63806,8.112106659020858,172.96602394093614,0.0,2.0,0.001020392255789663,8584933.833333334,11760.183333333334,357705.57638888893,23.5
443,2018-02-19,none,318600354093.6913,8.17962870045158,173.4469930470934,0.0,2.0,0.000999134083794045,8767592.0,12010.400000000001,365316.3333333334,24.0
452,2018-02-20,none,318627181834.5647,8.203205865439909,173.76466359977,0.0,2.0,0.0009787435922880441,8950250.166666668,12260.616666666669,372927.0902777778,24.5
461,2018-02-21,none,320127794957.5426,8.177174380283708,174.45715718584324,0.0,2.0,0.0009591687204422832,9132908.333333334,12510.833333333334,380537.84722222225,25.0
470,2018-02-22,none,320463037635.7189,8.167489446948558,174.73098662087716,0.0,2.0,0.0009403614906296895,9315566.500000002,12761.050000000001,388148.6041666667,25.5
479,2018-02-23,none,321083291682.11725,8.170017889087656,175.14821441351177,1.0,3.0,0.0013834164237148316,6332149.777777779,8674.177777777779,263839.5740740741,17.333333333333332
488,2018-02-24,none,321799881309.5312,8.172332355256566,175.61208130546808,0.0,3.0,0.0013574046423238768,6453492.0,8840.4,268895.5,17.666666666666668
497,2018-02-25,none,318897705063.49695,8.203289993534947,170.65886071402917,0.0,3.0,0.0013322675193178789,6575256.000000001,9007.2,273969.0,18.0
506,2018-02-26,none,323385749924.5468,8.209270571325908,176.68441857122323,0.0,3.0,0.0013080444735120995,6697020.0,9174.0,279042.5,18.333333333333332
515,2018-02-27,none,323385595409.8446,8.181303724928366,176.92735869331614,0.0,3.0,0.0012846865364850976,6818784.0,9340.800000000001,284116.0,18.666666666666668
524,2018-02-28,none,324579765274.96765,8.189803527893302,177.49655815287537,0.0,3.0,0.0012621481761958854,6940548.0,9507.6,289189.5,19.0
533,2018-03-01,none,325432587881.998,8.178993341447699,178.1084699649173,0.0,3.0,0.001240387000744232,7062312.000000001,9674.400000000001,294263.00000000006,19.333333333333332
542,2018-03-02,none,326151907287.95807,8.15912012569633,178.5946293386659,0.0,3.0,0.001219363492257042,7184075.999999999,9841.199999999999,299336.49999999994,19.666666666666668
551,2018-03-03,none,326793018928.329,8.165654255699279,178.99256771242764,0.0,3.0,0.001199040767386091,7305840.000000001,10008.0,304410.0,20.0
560,2018-03-04,none,327815488979.08966,8.171481693363845,179.67634439359267,0.0,3.0,0.0011793843613633684,7427604.0,10174.8,309483.5,20.333333333333332
569,2018-03-05,none,328542375627.02704,8.169275859603975,180.1398241475445,0.0,3.0,0.0011603620329542815,7549368.000000002,10341.600000000002,314557.00000000006,20.666666666666668
578,2018-03-06,none,329392272231.1882,8.173340961098399,180.70680778032036,0.0,3.0,0.0011419435879867536,7671131.999999999,10508.4,319630.5,21.0
587,2018-03-07,none,328977336404.8534,8.188741484403012,180.94722122624597,0.0,3.0,0.0011241007194244604,7792896.0,10675.2,324704.0,21.333333333333332
596,2018-03-08,none,330569243215.8188,8.168417291889961,181.61078956770274,0.0,3.0,0.0011068068622025458,7914659.999999999,10841.999999999998,329777.49999999994,21.666666666666668
605,2018-03-09,none,331444550573.3268,8.145998997062827,182.25768321513002,0.0,3.0,0.0010900370612600828,8036424.0,11008.800000000001,334851.0,22.0
614,2018-03-10,none,331651370989.40765,8.171657257200028,182.46473236618309,0.0,3.0,0.0010737678513905293,8158188.000000001,11175.6,339924.50000000006,22.333333333333332
