,timestamp,app,n_b_written,r_sectors,w_r_d,disk_id,cum_sum,AFR_SSDs,mttf_SDDs,MTTFMes_SSDs,MTTFDia_SSDs
258,2018-01-30,RM,438981898744.5774,9.688701923076923,248.42863581730768,1.0,1.0,0.0016041351038231888,5460886.666666666,7480.666666666666,227536.94444444444
267,2018-01-31,RM,440961331500.3695,9.936032510535822,249.77347983142684,0.0,1.0,0.0015490133645430842,5655212.666666666,7746.866666666666,235633.8611111111
276,2018-02-01,RM,441303030457.8703,9.910824200570485,250.12550668067857,0.0,1.0,0.0014973795857249814,5850220.0,8013.999999999999,243759.16666666666
285,2018-02-02,RM,440136275838.5385,9.702678437827323,249.59000448900196,0.0,1.0,0.0014490770184435301,6045227.333333334,8281.133333333335,251884.47222222225
294,2018-02-03,RM,441323832187.7501,9.866985502914362,250.36182932297115,0.0,1.0,0.00140379336161717,6240234.666666667,8548.266666666666,260009.77777777778
303,2018-02-04,RM,442488281984.8165,9.736936936936937,251.29834834834836,0.0,1.0,0.0013612541688408921,6435242.0,8815.4,268135.0833333333
312,2018-02-05,RM,442839233337.5944,10.229632945389437,251.65085049239033,0.0,1.0,0.0013212172815220424,6630249.333333333,9082.533333333333,276260.3888888889
321,2018-02-06,RM,445124515723.32355,10.325751907825827,253.11641478377973,0.0,1.0,0.0012834682163356981,6825256.666666667,9349.666666666668,284385.6944444445
330,2018-02-07,RM,445735449703.9108,10.174510682802929,253.4056476916181,0.0,1.0,0.0012478163214374844,7020264.0,9616.8,292511.0
339,2018-02-08,RM,446560015328.97906,10.319133034379671,254.41629297458894,0.0,1.0,0.001214091555993228,7215271.333333333,9883.933333333332,300636.30555555556
348,2018-02-09,RM,455497164648.55023,10.499006571908911,259.43282897753323,0.0,1.0,0.0011821417782039328,7410278.666666665,10151.066666666666,308761.61111111107
357,2018-02-10,RM,455608978089.4524,10.253606681852695,259.84601366742595,0.0,1.0,0.001151830450557678,7605286.0,10418.2,316886.9166666667
366,2018-02-11,RM,456582064775.49963,10.169796915559628,260.6946098641014,0.0,1.0,0.001123034689293736,7800293.333333333,10685.333333333334,325012.2222222222
375,2018-02-12,RM,456216265103.0269,10.705719557195572,261.4820851914501,0.0,1.0,0.001095643599310962,7995300.666666666,10952.466666666665,333137.52777777775
384,2018-02-13,RM,457191062488.0985,10.585892368501064,261.3087564609304,0.0,1.0,0.0010695568469464153,8190307.999999999,11219.599999999999,341262.8333333333
393,2018-02-14,RM,457736164075.0067,10.579914919477362,261.71133394105135,0.0,1.0,0.0010446834319011499,8385315.333333332,11486.733333333332,349388.1388888889
402,2018-02-15,RM,458300533635.5221,10.615150129553422,262.0731484303566,0.0,1.0,0.0010209406266306691,8580322.666666666,11753.866666666665,357513.44444444444
411,2018-02-16,RM,459117470025.7913,10.622235778557267,262.7590361445783,0.0,1.0,0.0009982530571499876,8775330.0,12021.0,365638.75
420,2018-02-17,RM,459764147785.8931,10.6159122085048,263.3196159122085,0.0,1.0,0.0009765519037336835,8970337.333333334,12288.133333333333,373764.05555555556
429,2018-02-18,RM,460711708659.7801,10.49527583053947,263.9868942395611,0.0,1.0,0.0009557742036542435,9165344.666666666,12555.266666666665,381889.36111111107
438,2018-02-19,RM,462023375416.0243,10.53265025233216,264.8790334913595,0.0,1.0,0.0009358622410781134,9360351.999999998,12822.399999999998,390014.6666666666
447,2018-02-20,RM,463311513062.8935,10.339608203244566,265.56360018368287,0.0,1.0,0.000916763011668356,9555359.333333332,13089.533333333333,398139.9722222222
456,2018-02-21,RM,463717592619.6593,10.62452341009608,266.01448833307916,0.0,1.0,0.0008984277514349887,9750366.666666668,13356.666666666668,406265.2777777778
465,2018-02-22,RM,465280054622.8538,10.716151836483787,267.133394805594,0.0,1.0,0.0008808115210146949,9945374.0,13623.8,414390.5833333333
474,2018-02-23,RM,465867351027.33417,10.792498856533008,267.26193017228235,0.0,1.0,0.0008638728379182584,10140381.333333334,13890.933333333332,422515.8888888889
483,2018-02-24,RM,467525035712.6428,10.8792182012521,268.40342036952205,0.0,1.0,0.0008475733504103669,10335388.666666666,14158.066666666666,430641.1944444444
492,2018-02-25,RM,468072496684.862,11.026242667489965,269.6949675825872,0.0,1.0,0.0008318775476249896,10530396.0,14425.2,438766.5
501,2018-02-26,RM,468727762267.1273,10.904558621741119,269.3720079280378,0.0,1.0,0.0008167525013045353,10725403.333333332,14692.333333333332,446891.8055555555
510,2018-02-27,RM,469385072472.9533,10.881861030865137,269.87608332066293,0.0,1.0,0.0008021676352098115,10920410.666666666,14959.466666666665,455017.11111111107
519,2018-02-28,RM,469755493428.3496,10.894984802431612,269.9962006079027,1.0,2.0,0.0015761890376052435,5557709.0,7613.299999999999,231571.2083333333
528,2018-03-01,RM,471837786463.4911,10.949160305343511,271.1949618320611,0.0,2.0,0.0015492066770807784,5654506.999999999,7745.899999999999,235604.4583333333
537,2018-03-02,RM,472674241821.535,10.899422667882103,272.23488301428137,0.0,2.0,0.0015229489367912738,5751998.499999999,7879.449999999999,239666.60416666663
546,2018-03-03,RM,473523590474.57355,10.8958238420653,272.75535307517083,0.0,2.0,0.001497566454511419,5849490.0,8012.999999999999,243728.74999999997
555,2018-03-04,RM,474827331525.54083,10.899453219927096,273.6482381530984,0.0,2.0,0.0014730161847653304,5946981.499999999,8146.549999999998,247790.89583333328
564,2018-03-05,RM,477284013992.08344,10.907916729980245,275.14587448716003,0.0,2.0,0.001449257859204599,6044473.0,8280.1,251853.04166666666
573,2018-03-06,RM,479545524154.87976,10.998774322046883,276.8670139420867,0.0,2.0,0.0014262537662013514,6141964.5,8413.65,255915.1875
582,2018-03-07,RM,479832128111.0981,10.70382214100807,276.86689003959793,0.0,2.0,0.0014039685511044553,6239456.0,8547.2,259977.33333333334
591,2018-03-08,RM,480410222326.2527,10.720756443495501,277.2421839255757,0.0,2.0,0.0013823690349336177,6336947.499999999,8680.749999999998,264039.4791666666
600,2018-03-09,RM,480671991416.5234,10.702694474044756,277.6765108844573,0.0,2.0,0.0013614240495558353,6434439.0,8814.300000000001,268101.625
609,2018-03-10,RM,482367480188.51733,10.680676107811786,278.75985990558854,0.0,2.0,0.0013411042876221662,6531930.5,8947.85,272163.7708333333
618,2018-03-11,RM,482918174606.3933,10.727120705381575,279.34356947400425,0.0,2.0,0.0013213821657453698,6629421.999999999,9081.4,276225.9166666666
627,2018-03-12,RM,483181263895.3153,10.783251982916413,279.6906650396583,0.0,2.0,0.001302231699575147,6726913.5,9214.949999999999,280288.0625
636,2018-03-13,RM,485929612106.064,10.789850655288022,281.5272782688205,0.0,2.0,0.0012836283895812162,6824405.0,9348.5,284350.2083333333
645,2018-03-14,RM,485450358883.8214,10.868593155893537,281.6360456273764,0.0,2.0,0.0012655491164885232,6921896.499999999,9482.05,288412.3541666666
654,2018-03-15,RM,487085698467.41223,10.864975698663427,282.326397326853,0.0,2.0,0.0012479720454261825,7019388.0,9615.599999999999,292474.5
663,2018-03-16,RM,489227650393.89197,11.00799139388351,284.51590594744124,1.0,3.0,0.0018463148069318865,4744586.333333333,6499.4333333333325,197691.09722222222
672,2018-03-17,RM,490293440356.0257,11.025984009840098,285.32349323493236,0.0,3.0,0.0018215919364196946,4808980.444444445,6587.644444444445,200374.1851851852
681,2018-03-18,RM,491945529429.66205,11.05946695424434,286.289631797874,1.0,4.0,0.002396405391912132,3655474.9999999995,5007.5,152311.4583333333
690,2018-03-19,RM,494565924050.99194,11.003551026709896,288.18743245329625,1.0,5.0,0.0029564611816646847,2963001.8666666667,4058.9066666666668,123458.41111111111
