app,node_id,failure_time
DAE,97125.0,5185.852222222223
DAE,97129.0,7810.3
DAE,97494.0,3808.102037037037
DAE,97502.0,5928.6073611111115
DAE,97600.0,4315.046388888889
DAE,97699.0,6060.573888888889
DAE,97872.0,6383.954444444445
DAE,97893.0,3951.2400000000002
DAE,98124.0,7809.873055555556
DAE,98262.0,4620.0650000000005
DAE,98270.0,8699.487777777778
DAE,98299.0,6944.136944444444
DAE,98585.0,5980.595833333334
DAE,98977.0,4340.559444444445
DAE,99016.0,5753.133055555556
DAE,99292.0,6068.232222222223
DAE,99295.0,9897.261111111111
DAE,99538.0,6203.828888888889
DAE,99556.0,6453.139444444444
DAE,99868.0,3354.052638888889
DAE,99881.0,12668.633333333333
DAE,100015.0,5553.773888888889
DAE,100018.0,7810.2266666666665
DAE,100094.0,5383.365000000001
DAE,100168.0,13563.064166666667
DAE,100352.0,5650.569166666667
DAE,100647.0,3643.929722222222
DAE,101156.0,6825.898888888889
DAE,101351.0,8314.417777777779
DAE,101621.0,4359.396388888888
DAE,101783.0,5672.913888888888
DAE,101794.0,2282.0630555555554
DAE,102126.0,5490.674444444445
DAE,102511.0,6495.288888888888
DAE,102518.0,4335.226944444445
DAE,102528.0,7307.759444444444
DAE,103015.0,5124.4686111111105
DAE,103151.0,13106.844444444443
DAE,103245.0,14321.834444444445
DAE,103424.0,10461.687222222223
DAE,103801.0,15044.734722222223
DAE,103803.0,7857.948055555556
DAE,104413.0,7845.681388888889
DAE,104710.0,7810.41
DAE,104762.0,13438.891388888887
DAE,105436.0,5478.589722222223
DAE,106082.0,6766.075416666667
DAE,106102.0,12346.845
DAE,106116.0,13875.534722222223
DAE,106812.0,3060.7783333333336
DAE,106988.0,7810.163194444443
DAE,106994.0,7166.928333333333
DAE,107087.0,4452.511388888889
DAE,107133.0,6236.673055555556
DAE,107491.0,6262.919722222223
DAE,107555.0,7810.458611111111
DAE,107712.0,3922.7225000000003
DAE,107820.0,11042.414166666666
DAE,108034.0,7810.189722222222
DAE,108278.0,12576.793888888888
DAE,108494.0,4124.604166666667
DAE,108675.0,10898.893055555556
DAE,108782.0,7810.25375
DAE,108793.0,6412.293333333333
DAE,109177.0,10615.50888888889
DAE,109376.0,14385.068888888889
DAE,110084.0,7810.252222222222
DAE,110508.0,7222.723472222222
DAE,111112.0,4603.570000000001
DAE,111487.0,7810.123194444444
DAE,111738.0,12617.503888888888
DAE,111739.0,6089.130833333333
DAE,111893.0,13888.935277777779
DAE,112400.0,12657.222222222223
DAE,112616.0,2634.4555555555557
DAE,112918.0,10434.073055555555
DAE,112975.0,7810.3125
DAE,113160.0,12365.158333333333
DAE,113633.0,6551.878888888889
DAE,113668.0,4067.208055555556
DAE,113687.0,5243.222916666667
DAE,113689.0,5692.934166666667
DAE,113758.0,5855.7138888888885
DAE,114046.0,4957.523055555556
DAE,114633.0,7810.105
DAE,114841.0,15873.867777777778
DAE,115401.0,4299.003333333333
DAE,115501.0,3580.947777777778
DAE,115791.0,11231.240277777779
DAE,116263.0,12130.743055555557
DAE,116576.0,6803.115555555556
DAE,116637.0,6825.906944444445
DAE,116648.0,2686.5886111111113
DAE,116650.0,6089.898055555556
DAE,116932.0,15038.267777777777
DAE,117773.0,6754.695000000001
DAE,117928.0,3737.0988888888887
DAE,118369.0,1884.9597222222221
DAE,119214.0,6825.792222222222
DAE,119223.0,7810.1275000000005
DAE,119323.0,7607.746805555555
DAE,119664.0,5469.288333333333
DAE,119959.0,6873.21
DAE,120326.0,5649.261388888889
DAE,120597.0,5379.092777777778
DAE,120599.0,6427.126388888889
DAE,120846.0,6409.825
DAE,120994.0,14226.534722222223
DAE,121103.0,12346.817222222222
DAE,121166.0,13150.883055555554
DAE,121447.0,5819.0704166666665
DAE,121660.0,7810.075555555555
DAE,121757.0,12346.818611111112
DAE,121812.0,11552.711666666666
DAE,121837.0,5980.228749999999
DAE,121941.0,7810.4141666666665
DAE,122317.0,13195.320277777779
DAE,122476.0,4308.714722222222
DAE,122811.0,7810.1675000000005
DAE,122815.0,7810.084861111111
DAE,123595.0,6477.024444444444
DAE,124125.0,3851.9175
DAE,124389.0,4709.930833333333
DAE,124746.0,7137.476388888888
DAE,124904.0,5470.355555555555
DAE,125540.0,4496.101944444444
DAE,125559.0,7810.0093518518515
DAE,125586.0,4187.643055555555
DAE,127130.0,5841.134166666667
DAE,127340.0,3644.768
DAE,127801.0,6120.709444444444
DAE,127881.0,7810.310277777778
DAE,127894.0,6970.9222222222215
DAE,128032.0,7810.45
DAE,128291.0,13528.562777777777
DAE,128542.0,12346.836666666666
DAE,128550.0,8309.946944444444
DAE,128562.0,9409.92
DAE,128982.0,6164.329444444445
DAE,129223.0,6170.375138888889
DAE,129691.0,12346.815277777778
DAE,129800.0,2331.072777777778
DAE,129955.0,7810.11962962963
DAE,130043.0,5547.368888888889
DAE,130435.0,9901.436944444444
DAE,131728.0,5974.769166666667
DAE,131962.0,6210.833333333333
DAE,132017.0,9033.306388888888
DAE,132362.0,386.01416666666665
DAE,132477.0,14344.959444444445
DAE,132778.0,6865.644097222223
DAE,133393.0,9871.035277777779
DAE,133447.0,4420.434166666667
DAE,133505.0,7810.234166666666
DAE,134122.0,5990.513888888889
DAE,134435.0,6074.945000000001
DAE,135056.0,7068.738125
DAE,135739.0,5833.777083333333
DAE,136023.0,4960.310555555556
DAE,136044.0,5780.097222222222
DAE,136558.0,13998.234999999999
DAE,136973.0,11371.869166666667
DAE,137054.0,7810.428888888889
DAE,137090.0,12346.820555555554
DAE,137549.0,10649.130000000001
DAE,137727.0,6266.866388888889
DAE,137732.0,16209.034722222223
DAE,138095.0,7810.434722222222
DAE,138126.0,9729.256666666666
DAE,138373.0,7810.252083333334
DAE,138508.0,5607.899444444444
DAE,139108.0,6277.867499999999
DAE,139345.0,7810.348055555556
DAE,139499.0,5753.355277777778
DAE,139977.0,9869.246111111112
DAE,139992.0,7148.219166666667
DAE,140037.0,7810.290277777778
DAE,140398.0,5516.296388888889
DAE,140537.0,5253.688055555555
DAE,140773.0,6010.081111111111
DAE,140873.0,6716.39462962963
DAE,141233.0,7515.205
DAE,141576.0,5475.211111111112
DAE,141696.0,5394.391666666666
DAE,142525.0,6973.517777777777
DAE,142877.0,12397.967777777778
DAE,143098.0,8594.515833333333
DAE,143416.0,6117.741111111111
DAE,143838.0,2341.7875
DAE,143931.0,6068.2763888888885
DAE,144043.0,7810.325833333333
DAE,144399.0,4662.679305555555
DAE,144886.0,8915.435
DAE,145105.0,6245.173611111111
DAE,145218.0,3408.5066666666667
DAE,145220.0,5726.894722222222
DAE,145409.0,8187.8261111111115
DAE,145829.0,5243.080416666667
DAE,146070.0,12346.859999999999
DAE,146461.0,7810.037222222222
DAE,146462.0,10557.931666666667
DAE,146508.0,5253.661388888889
DAE,146800.0,12346.845833333333
DAE,146832.0,7810.124074074073
DAE,146847.0,12065.297222222223
DAE,147115.0,16701.934444444443
DAE,147711.0,5668.550277777777
DAE,147736.0,9746.334166666667
DAE,148105.0,3986.4488888888886
DAE,148273.0,7306.7155555555555
DAE,148285.0,5990.8475
DAE,148790.0,5373.978888888889
DAE,148840.0,6068.29361111111
DAE,149054.0,4964.3308333333325
DAE,149182.0,4462.5948148148145
DAE,149969.0,6573.091111111111
DAE,150040.0,13833.163333333334
DAE,150265.0,10525.469722222222
DAE,150326.0,7810.421944444444
DAE,150570.0,7810.27
DAE,150684.0,17130.967777777776
DAE,150872.0,13017.383055555554
DAE,151080.0,5432.506111111111
DAE,151449.0,11179.130000000001
DAE,152261.0,6498.915555555556
DAE,152274.0,12391.1
DAE,152722.0,3689.8591666666666
DAE,152941.0,9259.184722222222
DAE,153159.0,5725.433888888889
DAE,153228.0,12346.859722222223
DAE,153483.0,5598.937777777778
DAE,153854.0,3930.441388888889
DAE,153900.0,9219.852777777776
DAE,153948.0,12346.83861111111
DAE,154574.0,7810.286296296296
DAE,155034.0,12705.286944444444
DAE,155462.0,17126.46861111111
DAE,155545.0,8777.870694444446
DAE,155741.0,5683.729388888888
DAE,156027.0,3098.207222222222
DAE,156138.0,12502.960833333334
DAE,156412.0,6210.836111111112
DAE,157122.0,4619.260555555556
DAE,157200.0,4531.586666666667
DAE,157324.0,5389.208888888888
DAE,157580.0,7810.030555555555
DAE,157679.0,6765.668888888889
DAE,158096.0,5600.153888888889
DAE,158654.0,7810.203055555556
DAE,158677.0,4557.812222222222
DAE,158776.0,5155.092777777778
DAE,159253.0,6818.49037037037
DAE,159457.0,7809.882777777778
DAE,159509.0,5541.64388888889
DAE,159531.0,5493.986388888889
DAE,160952.0,7810.278518518519
DAE,161073.0,4986.626388888889
DAE,161414.0,3768.782222222222
DAE,161615.0,7075.861666666667
DAE,162121.0,4153.286111111111
DAE,162328.0,7409.284166666666
DAE,162512.0,6828.945000000001
DAE,162523.0,6432.083888888888
DAE,162556.0,6750.548888888889
DAE,162647.0,7138.543888888889
DAE,162824.0,6437.437222222222
DAE,163545.0,10045.148055555555
DAE,163613.0,5543.109444444444
DAE,163879.0,13391.546944444444
DAE,164453.0,12346.8575
DAE,164483.0,7810.160555555555
DAE,164617.0,7810.089583333333
DAE,164856.0,7126.913055555556
DAE,164940.0,13014.111666666666
DAE,165131.0,14768.368055555557
DAE,165810.0,6472.925486111111
DAE,165910.0,5609.506944444444
DAE,166098.0,7071.669722222223
DAE,167025.0,4600.105833333333
DAE,167113.0,5643.1224999999995
DAE,167115.0,7810.182222222223
DAE,167707.0,13342.521666666667
DAE,168139.0,10997.739166666666
DAE,168214.0,5434.675
DAE,169135.0,7270.560833333334
DAE,169935.0,6042.564583333333
DAE,170215.0,7810.290277777778
DAE,170285.0,7287.884444444444
DAE,170302.0,7810.2716666666665
DAE,170475.0,11228.242638888889
DAE,170618.0,16515.668055555558
DAE,170863.0,5024.037222222222
DAE,171513.0,10161.054722222221
DAE,171698.0,6852.042222222222
DAE,172186.0,5262.481944444445
DAE,172417.0,15482.509722222223
DAE,172513.0,6452.079444444445
DAE,172801.0,5753.131388888889
DAE,172997.0,6442.585
DAE,173216.0,12148.109999999999
DAE,173333.0,14487.701388888889
DAE,173374.0,14794.03611111111
DAE,173495.0,9083.802777777777
DAE,173842.0,8859.102222222222
DAE,173894.0,5630.739722222223
DAE,173913.0,5784.39
DAE,173996.0,9121.510277777777
DAE,174834.0,7318.196388888889
DAE,175050.0,12346.817777777778
DAE,175061.0,7810.380833333333
DAE,175381.0,4871.417222222222
DAE,175971.0,5000.638981481482
DAE,175983.0,5253.723888888889
DAE,177293.0,6068.454027777778
DAE,178607.0,2557.925277777778
DAE,178658.0,5239.7138888888885
DAE,179762.0,6030.139930555556
DAE,180150.0,7810.235833333334
DAE,181170.0,16261.52638888889
DAE,181501.0,1888.0402777777776
DAE,182293.0,11223.151666666667
DAE,182422.0,6366.586944444444
DAE,182427.0,7909.405833333333
DAE,182937.0,5256.331481481481
DAE,183450.0,5818.113888888888
DAE,183822.0,16210.334722222224
DAE,184094.0,4491.41
DAE,184182.0,10244.210833333334
DAE,184482.0,7505.719444444445
DAE,184600.0,11100.054722222223
DAE,184867.0,6498.049166666667
DAE,185005.0,10051.503055555555
DAE,185129.0,2585.659444444444
DAE,185377.0,7077.3597222222215
DAE,185625.0,11858.0625
DAE,185911.0,14791.734999999999
DAE,185959.0,11140.423888888889
DAE,185977.0,4999.416944444444
DAE,186019.0,4076.380277777778
DAE,186121.0,7809.879166666667
DAE,186275.0,6240.762777777778
DAE,186478.0,6423.101203703704
DAE,188066.0,15482.667777777777
DAE,188233.0,16964.234722222223
DAE,188291.0,7606.664444444445
DAE,188376.0,10081.826111111111
DAE,188543.0,4996.25138888889
DAE,188663.0,9551.907777777778
DAE,188914.0,7822.2531944444445
DAE,189072.0,17487.10166666667
DAE,189083.0,11067.016666666666
DAE,189365.0,3922.7863888888887
DAE,189874.0,11746.907222222222
DAE,190072.0,3083.1813888888887
DAE,190087.0,6122.018055555555
DAE,190115.0,7849.0055555555555
DAE,190663.0,6290.755833333333
DAE,191363.0,7438.6016666666665
DAE,191401.0,5991.019722222222
DAE,191856.0,7081.925277777777
DAE,191951.0,10506.709444444445
DAE,192008.0,10352.587083333334
DAE,192222.0,8750.570277777779
DAE,192302.0,4350.994166666666
DAE,192569.0,6023.666018518518
DAE,192702.0,6216.119166666666
DAE,192987.0,4952.4575
DAE,193353.0,6197.303333333333
DAE,193423.0,10069.541666666666
DAE,193525.0,2217.4791666666665
DAE,193577.0,15529.90111111111
DAE,193792.0,5153.558888888889
DAE,193885.0,6852.050833333333
DAE,194268.0,6803.105
DAE,194631.0,12346.825277777778
DAE,194738.0,7810.441666666667
DAE,194854.0,12030.136111111111
DAE,194927.0,5963.172777777777
DAE,195059.0,5457.322499999999
DAE,195211.0,3498.1222222222223
DAE,195267.0,7810.112222222222
DAE,195574.0,4601.109166666666
DAE,195815.0,4240.796111111111
DAE,196017.0,4236.527777777777
DAE,196172.0,13735.827222222222
DAE,196283.0,6161.226111111111
DAE,196795.0,11009.27611111111
DAE,197084.0,7810.175833333333
DAE,197104.0,7156.400486111111
DAE,197198.0,4240.751111111112
DAE,197489.0,4957.684722222222
DAE,197731.0,2976.4502777777775
DAE,197987.0,5477.712500000001
DAE,198214.0,12346.827222222222
DAE,198232.0,3377.4225
DAE,198344.0,9228.233888888888
DAE,198571.0,7810.209166666667
DAE,199002.0,7810.227037037038
DAE,199256.0,11022.694444444443
DAE,199414.0,4907.373333333334
DAE,199468.0,3472.5508333333332
DAE,199721.0,13743.207499999999
DAE,200145.0,3617.775833333333
DAE,200158.0,6201.506111111111
DAE,200173.0,5649.261111111112
DAE,200226.0,5402.218333333333
DAE,200384.0,15206.934444444445
DAE,200411.0,6161.17
DAE,201049.0,7083.328055555556
DAE,201101.0,16605.167777777777
DAE,201280.0,12679.77361111111
DAE,201968.0,4968.5344444444445
DAE,201991.0,5426.2058333333325
DAE,202314.0,7810.081666666667
DAE,202317.0,11013.770555555555
DAE,202498.0,5651.392777777777
DAE,202581.0,6428.8613888888885
DAE,202817.0,15252.601111111111
DAE,202983.0,5834.245277777778
DAE,203000.0,12275.386666666665
DAE,203276.0,5252.615555555556
DAE,203639.0,7606.766527777778
DAE,203814.0,10467.949166666665
DAE,203914.0,7096.563055555555
DAE,204035.0,7138.572777777777
DAE,204052.0,16258.734722222223
DAE,204255.0,5221.370555555555
DAE,204629.0,7810.099027777778
DAE,205186.0,6277.574722222223
DAE,205759.0,1587.0741666666665
DAE,205835.0,7810.10611111111
DAE,206424.0,4506.853611111112
DAE,206433.0,7810.110555555555
DAE,206759.0,13597.390833333333
DAE,206862.0,6098.040277777778
DAE,206942.0,7810.158425925925
DAE,206953.0,5415.16861111111
DAE,207575.0,8860.949444444444
DAE,208219.0,7857.866388888889
DAE,208979.0,17243.634444444444
DAE,208986.0,2103.0369444444445
DAE,209320.0,16239.00138888889
DAE,209396.0,3060.050277777778
DAE,209588.0,6469.498333333334
DAE,209639.0,9369.75513888889
DAE,209960.0,7810.090138888889
DAE,210114.0,7810.098888888889
DAE,210422.0,11819.143611111112
DAE,210592.0,7810.139444444444
DAE,211091.0,10532.071111111112
DAE,211308.0,2465.1158333333333
