,app,node_id,rack_id,mttf_appNode,mttf_appRack,mttf_app
54,RM,85220.0,23060.0,2763.2990972222224,3859.2805555555556,9314.031076842599
55,none,220444.0,11444.0,779.0928703703703,779.0928703703703,9568.60980145351
56,WPS,24185.0,13335.0,435.14944444444444,435.14944444444444,13023.56342013889
57,none,173419.0,6246.0,435.3538888888889,2763.2275,9568.60980145351
58,RM,227267.0,25400.0,3123.3293750000003,3123.3293750000003,9314.031076842599
59,RM,227267.0,25400.0,3123.3293750000003,3123.3293750000003,9314.031076842599
60,none,32945.0,7653.0,459.3355555555556,5518.731388888888,9568.60980145351
61,none,80855.0,118.0,8192.365555555554,8192.365555555554,9568.60980145351
62,RM,234074.0,9774.0,462.0941666666667,2585.0528333333336,9314.031076842599
63,WPS,226391.0,24832.0,483.16027777777776,483.16027777777776,13023.56342013889
64,none,110172.0,10937.0,5088.094999999999,7359.497792792793,9568.60980145351
65,RM,124327.0,27370.0,897.3299999999999,897.3299999999999,9314.031076842599
66,WSM,11025.0,22790.0,522.5186111111111,13258.905324074074,12462.022295980883
67,RM,85220.0,23060.0,2763.2990972222224,3859.2805555555556,9314.031076842599
68,RM,7165.0,23039.0,531.3294444444444,531.3294444444444,9314.031076842599
69,RM,75607.0,25664.0,2415.44625,2415.44625,9314.031076842599
70,RM,195453.0,24464.0,540.0091666666666,540.0091666666666,9314.031076842599
71,SS,108175.0,5346.0,555.2836111111112,555.2836111111112,7231.455180279618
72,RM,1874.0,4458.0,557.0133333333334,557.0133333333334,9314.031076842599
73,RM,122794.0,7228.0,561.7636111111111,561.7636111111111,9314.031076842599
74,RM,107265.0,9774.0,573.2563888888889,2585.0528333333336,9314.031076842599
75,WSM,145168.0,8538.0,576.088611111111,9410.811,12462.022295980883
76,none,198513.0,840.0,8422.869629629631,10638.321362433862,9568.60980145351
77,NAS,205709.0,9788.0,6654.338611111111,6654.338611111111,11613.12221349353
78,NAS,61219.0,24430.0,602.2752777777779,6809.809583333334,11613.12221349353
79,none,113207.0,27340.0,4740.079548611111,4740.079548611111,9568.60980145351
80,WSM,15810.0,22258.0,611.6902777777777,12705.757341269842,12462.022295980883
81,RM,228114.0,18725.0,1352.010277777778,1352.010277777778,9314.031076842599
82,none,69787.0,27153.0,5467.117361111112,5621.522416666667,9568.60980145351
83,none,198513.0,840.0,8422.869629629631,10638.321362433862,9568.60980145351
84,none,89412.0,11665.0,627.2800000000001,627.2800000000001,9568.60980145351
85,none,67149.0,28494.0,2755.249814814815,2755.249814814815,9568.60980145351
86,WSM,2710.0,5469.0,642.5533333333333,11397.990324074073,12462.022295980883
87,none,110172.0,10937.0,5088.094999999999,7359.497792792793,9568.60980145351
88,none,1567.0,15371.0,3396.8722777777775,3396.8722777777775,9568.60980145351
89,RM,107574.0,1991.0,699.3027777777777,699.3027777777777,9314.031076842599
90,WSM,53146.0,6765.0,10310.104814814817,13036.291378600823,12462.022295980883
91,RM,12447.0,18999.0,706.6097222222222,503.1141666666666,9314.031076842599
92,WSM,185572.0,6765.0,5646.845092592593,13036.291378600823,12462.022295980883
93,RM,69296.0,14673.0,715.1119444444445,1884.5340277777777,9314.031076842599
94,WSM,107194.0,20379.0,9004.921975308642,11232.345544444444,12462.022295980883
95,WSM,80500.0,15483.0,721.6869444444444,12296.372722222222,12462.022295980883
96,none,215107.0,6681.0,723.088888888889,723.088888888889,9568.60980145351
97,NAS,183002.0,2422.0,837.0023611111111,837.0023611111111,11613.12221349353
98,none,88268.0,11527.0,1947.0515740740739,4864.79873015873,9568.60980145351
99,none,88268.0,11527.0,1947.0515740740739,4864.79873015873,9568.60980145351
100,RM,236835.0,1891.0,771.0394444444445,1761.0411805555557,9314.031076842599
101,RM,124327.0,27370.0,897.3299999999999,897.3299999999999,9314.031076842599
102,none,196804.0,3965.0,1116.447962962963,1116.447962962963,9568.60980145351
103,none,133895.0,6407.0,780.2984722222222,780.2984722222222,9568.60980145351
104,WSM,121785.0,16976.0,780.4505555555555,13419.024611111112,12462.022295980883
105,none,133895.0,6407.0,780.2984722222222,780.2984722222222,9568.60980145351
106,none,196804.0,3965.0,1116.447962962963,1116.447962962963,9568.60980145351
107,WSM,128097.0,14713.0,9809.035555555556,12989.482205882354,12462.022295980883
108,none,123812.0,26959.0,3651.2880555555557,3651.2880555555557,9568.60980145351
109,none,187346.0,4894.0,795.1286111111111,795.1286111111111,9568.60980145351
110,NAS,39372.0,7343.0,795.3619444444445,10656.582569444445,11613.12221349353
111,WSM,40771.0,1719.0,8775.558958333333,12412.103931623931,12462.022295980883
112,none,145836.0,7428.0,840.4848611111111,840.4848611111111,9568.60980145351
113,RM,90751.0,8411.0,8396.20265873016,8199.068576388889,9314.031076842599
114,SS,191829.0,25870.0,819.1486111111111,819.1486111111111,7231.455180279618
115,RM,75217.0,6977.0,1059.0473148148149,2951.1093055555557,9314.031076842599
116,WSM,59748.0,11298.0,846.5352777777778,9763.070288888888,12462.022295980883
117,none,145836.0,7428.0,840.4848611111111,840.4848611111111,9568.60980145351
118,WPS,176870.0,24147.0,3015.1685185185183,3015.1685185185183,13023.56342013889
119,none,220444.0,11444.0,779.0928703703703,779.0928703703703,9568.60980145351
120,none,55341.0,18469.0,867.34,867.34,9568.60980145351
121,WSM,129290.0,11298.0,880.7030555555556,9763.070288888888,12462.022295980883
122,NAS,194823.0,9973.0,9772.374652777778,9353.741,11613.12221349353
123,RM,152670.0,14874.0,908.8425000000001,908.8425000000001,9314.031076842599
124,RM,204822.0,15024.0,915.2525,2539.280277777778,9314.031076842599
125,RM,155457.0,12348.0,916.7633333333334,2003.448472222222,9314.031076842599
126,NAS,183002.0,2422.0,837.0023611111111,837.0023611111111,11613.12221349353
127,RM,75217.0,6977.0,1059.0473148148149,2951.1093055555557,9314.031076842599
128,none,226306.0,7522.0,5002.037261904762,5002.037261904762,9568.60980145351
129,RM,181536.0,7649.0,952.6052777777778,7356.938749999999,9314.031076842599
130,WSM,115979.0,6062.0,952.6902777777777,13452.400194444443,12462.022295980883
131,none,219754.0,22209.0,960.4277777777777,8633.272083333333,9568.60980145351
132,none,124140.0,26332.0,7091.1466666666665,9281.250555555556,9568.60980145351
133,none,166990.0,6224.0,5586.163055555555,5586.163055555555,9568.60980145351
134,none,10639.0,19980.0,963.4672222222222,963.4672222222222,9568.60980145351
135,WSM,117999.0,489.0,8527.529722222222,12265.384393939394,12462.022295980883
136,none,161883.0,15814.0,4904.0199999999995,6111.829232804233,9568.60980145351
137,none,52765.0,18843.0,6261.630925925926,9618.896805555556,9568.60980145351
138,none,127189.0,3520.0,987.3438888888888,987.3438888888888,9568.60980145351
139,RM,157516.0,22677.0,987.4152777777778,987.4152777777778,9314.031076842599
140,WSM,57834.0,1362.0,991.6191666666667,7420.474861111112,12462.022295980883
141,none,52905.0,21586.0,995.4300000000001,995.4300000000001,9568.60980145351
142,RM,85220.0,23060.0,2763.2990972222224,3859.2805555555556,9314.031076842599
143,RM,134949.0,17911.0,1835.039351851852,1835.039351851852,9314.031076842599
144,none,220444.0,11444.0,779.0928703703703,779.0928703703703,9568.60980145351
145,RM,236072.0,26186.0,3623.336064814815,4542.767380952381,9314.031076842599
146,none,118990.0,14536.0,3339.2998611111116,3339.2998611111116,9568.60980145351
147,WPS,51613.0,11007.0,5935.081388888889,5935.081388888889,13023.56342013889
148,WPS,181549.0,17834.0,1059.326111111111,1059.326111111111,13023.56342013889
149,none,105561.0,7391.0,7554.625069444444,10596.573958333332,9568.60980145351
150,RM,100041.0,20131.0,3486.7703632478633,3486.7703632478633,9314.031076842599
151,SS,26671.0,4648.0,1083.3158333333333,1083.3158333333333,7231.455180279618
152,RM,177967.0,21824.0,1083.3347222222224,4917.293819444445,9314.031076842599
153,WSM,52242.0,23795.0,12238.282722222222,13081.969325396827,12462.022295980883
154,RM,213155.0,22990.0,3079.8606666666665,3079.8606666666665,9314.031076842599
155,RM,203132.0,13242.0,4275.260763888889,5335.327083333334,9314.031076842599
156,WSM,38024.0,9547.0,1108.538611111111,11013.019401709402,12462.022295980883
157,WSM,6922.0,3998.0,10497.631759259259,13274.718555555557,12462.022295980883
158,DAE,67245.0,2471.0,1131.2205555555556,758.6173611111111,7433.625021965953
159,DAE,2711.0,26156.0,1131.2205555555556,3231.276527777778,7433.625021965953
160,none,219008.0,2544.0,3987.330138888889,3063.3479861111114,9568.60980145351
161,none,63040.0,10243.0,2883.4023611111106,7912.968666666666,9568.60980145351
162,WPS,169307.0,8032.0,1131.4116666666666,1131.4116666666666,13023.56342013889
163,WSM,3140.0,468.0,1153.0352777777778,10844.940722222222,12462.022295980883
164,WSM,88258.0,11298.0,5637.499305555556,9763.070288888888,12462.022295980883
165,WSM,136609.0,7831.0,1166.505,14215.255265151516,12462.022295980883
166,WSM,13785.0,8538.0,1176.9519444444445,9410.811,12462.022295980883
167,none,176880.0,28342.0,1179.325,4697.412521367522,9568.60980145351
168,WSM,16409.0,14352.0,1182.4275,2069.4034722222223,12462.022295980883
169,RM,190651.0,6025.0,1203.1274999999998,1203.1274999999998,9314.031076842599
170,RM,134949.0,17911.0,1835.039351851852,1835.039351851852,9314.031076842599
171,RM,213155.0,22990.0,3079.8606666666665,3079.8606666666665,9314.031076842599
172,none,143481.0,11184.0,1227.3330555555556,1227.3330555555556,9568.60980145351
173,WSM,201538.0,3434.0,1228.2052777777778,8268.05487654321,12462.022295980883
174,none,8374.0,10511.0,1250.111111111111,1250.111111111111,9568.60980145351
175,NAS,45889.0,15828.0,8802.41701388889,8802.41701388889,11613.12221349353
176,none,229321.0,15620.0,4483.187098765432,4483.187098765432,9568.60980145351
177,RM,213155.0,22990.0,3079.8606666666665,3079.8606666666665,9314.031076842599
178,RM,215263.0,21824.0,4703.325972222222,4917.293819444445,9314.031076842599
179,RM,177417.0,21933.0,1251.3869444444442,1251.3869444444442,9314.031076842599
180,WSM,1945.0,9159.0,1270.1241666666667,11395.601666666666,12462.022295980883
181,WSM,16244.0,23551.0,1271.026111111111,11205.173024691358,12462.022295980883
182,RM,213673.0,10495.0,5495.104675925926,5754.382828282828,9314.031076842599
183,none,51555.0,13993.0,1281.1841666666667,1636.0154166666666,9568.60980145351
184,none,186589.0,2544.0,2139.3658333333333,3063.3479861111114,9568.60980145351
185,WPS,113828.0,848.0,1323.4947222222222,1323.4947222222222,13023.56342013889
186,WSM,231050.0,12527.0,8052.549861111112,13120.478672839507,12462.022295980883
187,WPS,50923.0,13823.0,1347.1730555555555,1347.1730555555555,13023.56342013889
188,WSM,87296.0,24360.0,11255.046574074075,14499.402796296295,12462.022295980883
189,RM,111635.0,27468.0,3634.2841666666673,3634.2841666666673,9314.031076842599
190,WPS,176870.0,24147.0,3015.1685185185183,3015.1685185185183,13023.56342013889
191,RM,82603.0,15024.0,3351.294166666667,2539.280277777778,9314.031076842599
192,none,88441.0,10706.0,1371.288611111111,4707.170416666667,9568.60980145351
193,WSM,185572.0,6765.0,5646.845092592593,13036.291378600823,12462.022295980883
194,none,234124.0,25055.0,1375.7594444444444,1375.7594444444444,9568.60980145351
195,RM,75217.0,6977.0,1059.0473148148149,2951.1093055555557,9314.031076842599
196,none,52765.0,18843.0,6261.630925925926,9618.896805555556,9568.60980145351
197,WPS,93920.0,18244.0,1395.3375,3019.652916666667,13023.56342013889
198,RM,121440.0,3118.0,1412.3577777777778,10294.107351851853,9314.031076842599
199,RM,182944.0,1181.0,8007.3443055555545,8070.380520833332,9314.031076842599
200,RM,119295.0,23382.0,1419.3149999999998,1419.3149999999998,9314.031076842599
201,WSM,36381.0,9229.0,9524.471851851851,11019.213611111112,12462.022295980883
202,WSM,163966.0,11801.0,5358.165277777778,13255.599175925925,12462.022295980883
203,none,33430.0,20554.0,1491.025,1491.025,9568.60980145351
204,none,67149.0,28494.0,2755.249814814815,2755.249814814815,9568.60980145351
205,none,231999.0,22731.0,2924.2146944444444,3442.272738095238,9568.60980145351
206,none,231999.0,22731.0,2924.2146944444444,3442.272738095238,9568.60980145351
207,WSM,54945.0,9668.0,1450.0230555555556,11181.822222222223,12462.022295980883
208,none,43232.0,6876.0,7383.309246031747,7383.309246031747,9568.60980145351
209,RM,213155.0,22990.0,3079.8606666666665,3079.8606666666665,9314.031076842599
210,none,237321.0,26332.0,11033.333666666667,9281.250555555556,9568.60980145351
211,none,231999.0,22731.0,2924.2146944444444,3442.272738095238,9568.60980145351
212,none,231999.0,22731.0,2924.2146944444444,3442.272738095238,9568.60980145351
213,none,213463.0,20590.0,1481.4469444444444,1481.4469444444444,9568.60980145351
214,RM,55713.0,20053.0,4227.331180555556,4227.331180555556,9314.031076842599
215,WSM,205372.0,26019.0,4852.103055555555,10918.253999999999,12462.022295980883
216,RM,185991.0,10495.0,6065.516611111111,5754.382828282828,9314.031076842599
217,RM,213155.0,22990.0,3079.8606666666665,3079.8606666666665,9314.031076842599
218,none,107465.0,1236.0,1630.2605555555556,1630.2605555555556,9568.60980145351
219,RM,95185.0,17440.0,3195.263333333333,3195.263333333333,9314.031076842599
220,SS,61572.0,26639.0,1515.3894444444445,1515.3894444444445,7231.455180279618
221,none,33430.0,20554.0,1491.025,1491.025,9568.60980145351
222,WSM,117210.0,5649.0,7993.037638888889,12387.650699588477,12462.022295980883
223,WSM,30287.0,14327.0,1563.2116666666666,8107.614222222223,12462.022295980883
224,RM,217337.0,11966.0,3351.3444444444444,2259.3364814814813,9314.031076842599
225,none,191247.0,23891.0,1569.7705555555556,1569.7705555555556,9568.60980145351
226,WSM,36238.0,16701.0,8395.899583333334,13573.357967836257,12462.022295980883
227,DAE,15536.0,15526.0,4965.759097222222,5739.429694444445,7433.625021965953
228,DAE,205759.0,1560.0,1587.0741666666665,1587.0741666666665,7433.625021965953
229,RM,22477.0,3557.0,4669.064611111111,4914.463958333333,9314.031076842599
230,DAE,219251.0,7333.0,3555.361875,3742.5714999999996,7433.625021965953
231,WSM,235638.0,26743.0,1588.7166666666667,1588.7166666666667,12462.022295980883
232,WSM,69377.0,9925.0,1597.8505555555557,1597.8505555555557,12462.022295980883
233,DAE,96542.0,15430.0,1600.125,4674.161,7433.625021965953
234,WSM,98632.0,11811.0,8052.489861111111,9015.923333333334,12462.022295980883
235,RM,63098.0,24953.0,5443.065833333333,5443.065833333333,9314.031076842599
236,none,179455.0,27656.0,1611.0202777777777,5367.258611111111,9568.60980145351
237,WPS,214854.0,16005.0,1611.173888888889,1611.173888888889,13023.56342013889
238,none,70056.0,8374.0,1611.2263888888888,1611.2263888888888,9568.60980145351
239,none,226854.0,9387.0,1611.2647222222222,3331.2661111111115,9568.60980145351
240,none,231999.0,22731.0,2924.2146944444444,3442.272738095238,9568.60980145351
241,RM,131704.0,19176.0,7262.466944444444,8592.408611111112,9314.031076842599
242,none,200341.0,15140.0,1625.9208333333333,9479.87763888889,9568.60980145351
243,RM,140313.0,17273.0,9015.361111111111,6582.520555555556,9314.031076842599
244,WSM,228192.0,20701.0,1631.6022222222223,12410.166565656567,12462.022295980883
245,WPS,29182.0,23128.0,1635.0219444444444,1635.0219444444444,13023.56342013889
246,RM,100041.0,20131.0,3486.7703632478633,3486.7703632478633,9314.031076842599
247,SS,89384.0,633.0,1931.1649074074073,1931.1649074074073,7231.455180279618
248,none,37869.0,28062.0,8777.043541666666,15142.220169983417,9568.60980145351
249,none,155437.0,8544.0,1917.2468749999998,15703.68001082251,9568.60980145351
250,none,2395.0,26040.0,4420.483842592593,8806.708428030302,9568.60980145351
251,none,202178.0,26040.0,6005.081354166667,8806.708428030302,9568.60980145351
252,none,44843.0,26040.0,7244.312333333332,8806.708428030302,9568.60980145351
253,none,171909.0,26040.0,10599.950972222223,8806.708428030302,9568.60980145351
254,WSM,226399.0,17313.0,1642.5994444444443,13074.12651234568,12462.022295980883
255,DAE,229575.0,25746.0,1651.0188888888888,1651.0188888888888,7433.625021965953
256,none,84859.0,21665.0,1659.025,8728.800666666666,9568.60980145351
257,WSM,208554.0,23655.0,11017.926574074074,13735.751906130268,12462.022295980883
258,RM,128883.0,1891.0,2091.0417592592594,1761.0411805555557,9314.031076842599
259,none,130344.0,8535.0,1659.1361111111112,1659.1361111111112,9568.60980145351
260,RM,236072.0,26186.0,3623.336064814815,4542.767380952381,9314.031076842599
261,none,161687.0,12875.0,1659.403611111111,1659.403611111111,9568.60980145351
262,WSM,107634.0,21740.0,1670.4422222222224,8188.906540404041,12462.022295980883
263,WSM,107634.0,21740.0,1670.4422222222224,8188.906540404041,12462.022295980883
264,WSM,107634.0,21740.0,1670.4422222222224,8188.906540404041,12462.022295980883
265,DAE,86877.0,10930.0,1671.2780555555555,6999.811324786324,7433.625021965953
266,WSM,107634.0,21740.0,1670.4422222222224,8188.906540404041,12462.022295980883
267,WSM,107634.0,21740.0,1670.4422222222224,8188.906540404041,12462.022295980883
268,RM,82940.0,3052.0,1683.1447222222223,5560.852142857143,9314.031076842599
269,RM,221125.0,5030.0,4115.339444444445,4115.339444444445,9314.031076842599
270,none,1419.0,2055.0,1688.5269444444446,5118.404097222223,9568.60980145351
271,WSM,204497.0,11680.0,7575.502777777778,11198.069756944444,12462.022295980883
272,DAE,152722.0,7851.0,3689.8591666666666,3689.8591666666666,7433.625021965953
273,DAE,181501.0,17753.0,1888.0402777777776,5835.588541666667,7433.625021965953
274,WSM,209057.0,16163.0,1703.8438888888888,11425.151944444446,12462.022295980883
275,DAE,86024.0,3734.0,4757.125416666667,4431.692222222223,7433.625021965953
276,none,177766.0,5927.0,4962.383090277778,6067.395981481482,9568.60980145351
277,RM,94324.0,1166.0,1707.0919444444444,1707.0919444444444,9314.031076842599
278,RM,105517.0,17524.0,2355.208472222222,2355.208472222222,9314.031076842599
279,none,120340.0,6161.0,7113.212222222222,7113.212222222222,9568.60980145351
280,WSM,206672.0,168.0,8197.81763888889,13346.592692743763,12462.022295980883
281,WSM,64774.0,16591.0,8370.715833333334,13086.745925925927,12462.022295980883
282,RM,26480.0,17273.0,1716.8394444444446,6582.520555555556,9314.031076842599
283,WSM,6485.0,14636.0,1720.0375,11091.333095238095,12462.022295980883
284,WSM,211426.0,21670.0,8631.601527777777,12819.921703703703,12462.022295980883
285,DAE,185129.0,10293.0,2585.659444444444,2585.659444444444,7433.625021965953
286,none,66510.0,15814.0,5780.051416666667,6111.829232804233,9568.60980145351
287,RM,221158.0,25766.0,4630.304166666667,5188.711481481482,9314.031076842599
288,RM,128883.0,1891.0,2091.0417592592594,1761.0411805555557,9314.031076842599
289,RM,65276.0,7216.0,1731.2355555555555,1731.2355555555555,9314.031076842599
290,none,155437.0,8544.0,1917.2468749999998,15703.68001082251,9568.60980145351
291,none,202178.0,26040.0,6005.081354166667,8806.708428030302,9568.60980145351
292,RM,175601.0,23839.0,1739.1841666666667,3039.713333333333,9314.031076842599
293,none,207208.0,24382.0,1740.208888888889,2521.0750000000003,9568.60980145351
294,WSM,225840.0,4312.0,1742.03375,10796.223784722222,12462.022295980883
295,WSM,225840.0,4312.0,1742.03375,10796.223784722222,12462.022295980883
296,none,107465.0,1236.0,1630.2605555555556,1630.2605555555556,9568.60980145351
297,DB,18217.0,28195.0,1747.9350000000002,1747.9350000000002,8076.001524090462
298,RM,22396.0,965.0,1753.5105555555556,1753.5105555555556,9314.031076842599
299,DAE,77166.0,13448.0,3740.5538194444443,5912.389351851853,7433.625021965953
300,DAE,64622.0,15403.0,1764.2852777777778,1764.2852777777778,7433.625021965953
301,RM,111891.0,17656.0,1779.0711111111111,1779.0711111111111,9314.031076842599
302,none,2395.0,26040.0,4420.483842592593,8806.708428030302,9568.60980145351
303,RM,55713.0,20053.0,4227.331180555556,4227.331180555556,9314.031076842599
304,none,196804.0,3965.0,1116.447962962963,1116.447962962963,9568.60980145351
305,WSM,206288.0,2507.0,1790.2644444444445,10208.56625,12462.022295980883
306,RM,182094.0,8151.0,1792.5947222222223,1792.5947222222223,9314.031076842599
307,RM,100041.0,20131.0,3486.7703632478633,3486.7703632478633,9314.031076842599
308,none,91396.0,26040.0,6784.481851851851,8806.708428030302,9568.60980145351
309,DAE,127340.0,6501.0,3644.768,4055.613888888889,7433.625021965953
310,DAE,223291.0,6661.0,3549.6522916666668,6001.62053030303,7433.625021965953
311,RM,100041.0,20131.0,3486.7703632478633,3486.7703632478633,9314.031076842599
312,none,101865.0,2172.0,1827.1630555555557,5583.281805555556,9568.60980145351
313,none,83468.0,26777.0,1827.171111111111,11694.87451388889,9568.60980145351
314,WPS,67220.0,20205.0,1827.1794444444445,1827.1794444444445,13023.56342013889
315,RM,55713.0,20053.0,4227.331180555556,4227.331180555556,9314.031076842599
316,RM,175664.0,14751.0,1829.2522222222221,5221.945555555555,9314.031076842599
317,none,1099.0,19613.0,7058.568888888889,7058.568888888889,9568.60980145351
318,DAE,36210.0,19083.0,4467.7225,4467.7225,7433.625021965953
319,DAE,56251.0,6862.0,1849.8477777777778,5436.214027777778,7433.625021965953
320,NAS,102745.0,21909.0,9380.110499999999,10868.64262345679,11613.12221349353
321,RM,238434.0,16215.0,8454.617936507935,8454.617936507935,9314.031076842599
322,WPS,32951.0,23102.0,1851.3291666666667,1851.3291666666667,13023.56342013889
323,RM,196762.0,18110.0,1851.3783333333333,1851.3783333333333,9314.031076842599
324,WSM,180980.0,21173.0,1858.606388888889,4890.2257407407415,12462.022295980883
325,none,221724.0,10937.0,1875.0269444444446,7359.497792792793,9568.60980145351
326,RM,100041.0,20131.0,3486.7703632478633,3486.7703632478633,9314.031076842599
327,none,171909.0,26040.0,10599.950972222223,8806.708428030302,9568.60980145351
328,DAE,118369.0,15430.0,1884.9597222222221,4674.161,7433.625021965953
329,none,77690.0,24028.0,1888.35,1888.35,9568.60980145351
330,none,58304.0,8540.0,6645.15699074074,9072.76514957265,9568.60980145351
331,WSM,69527.0,8094.0,4870.473611111111,12330.294938271605,12462.022295980883
332,WSM,7773.0,9064.0,7826.699583333334,10988.63587164751,12462.022295980883
333,DAE,127340.0,6501.0,3644.768,4055.613888888889,7433.625021965953
334,none,119815.0,14103.0,1896.941388888889,1896.941388888889,9568.60980145351
335,WSM,34480.0,20217.0,1899.1077777777778,1899.1077777777778,12462.022295980883
336,SS,89384.0,633.0,1931.1649074074073,1931.1649074074073,7231.455180279618
337,none,57623.0,10243.0,11266.012870370372,7912.968666666666,9568.60980145351
338,WSM,108592.0,11758.0,1911.0230555555556,10037.688948412699,12462.022295980883
339,WSM,58902.0,23560.0,1913.7888888888888,12151.447534722221,12462.022295980883
340,WSM,220999.0,17035.0,1918.4558333333334,12478.228972222223,12462.022295980883
341,WSM,87824.0,3434.0,1922.3780555555556,8268.05487654321,12462.022295980883
342,none,58304.0,8540.0,6645.15699074074,9072.76514957265,9568.60980145351
343,none,41721.0,6615.0,4803.188819444445,5643.214978632478,9568.60980145351
344,SS,144700.0,10407.0,4195.121666666667,3849.1203472222223,7231.455180279618
345,WSM,37290.0,9256.0,3155.229583333333,11061.286722222223,12462.022295980883
346,WSM,190837.0,22834.0,1942.756111111111,12843.687996031746,12462.022295980883
347,WSM,140692.0,20312.0,1946.2108333333333,6822.170987654321,12462.022295980883
348,DB,197048.0,8794.0,1947.0494444444444,1947.0494444444444,8076.001524090462
349,none,64121.0,6562.0,1947.0797222222222,1947.0797222222222,9568.60980145351
350,WSM,168136.0,13572.0,1947.1766666666667,10596.743287037038,12462.022295980883
351,SS,49423.0,9934.0,1947.3441666666665,1947.3441666666665,7231.455180279618
352,none,2074.0,4648.0,1966.425,1966.425,9568.60980145351
353,none,229321.0,15620.0,4483.187098765432,4483.187098765432,9568.60980145351
