_id,disk_id,failure_time,model_x,model_y,app,node_id,rack_id,machine_room_id
{'$oid': '6266c2eb718b63c8dff986eb'},19903.0,1541168075000,MC2,C2,none,198406.0,14178.0,582.0
{'$oid': '6266c2eb718b63c8dff986ec'},23096.0,1541182954000,MC2,C2,DAE,230417.0,21424.0,185.0
{'$oid': '6266c2eb718b63c8dff986ed'},4203.0,1541185333000,MB2,B2,NAS,19894.0,25928.0,560.0
{'$oid': '6266c2eb718b63c8dff986ee'},19070.0,1541191779000,MC2,C2,WSM,189528.0,18552.0,26.0
{'$oid': '6266c2eb718b63c8dff986ef'},49096.0,1541214431000,MC1,C1,WSM,58446.0,14455.0,430.0
{'$oid': '6266c2eb718b63c8dff986f0'},22515.0,1541214484000,MA1,A3,none,122929.0,27114.0,176.0
{'$oid': '6266c2eb718b63c8dff986f1'},18405.0,1541215537000,MA1,A3,SS,100992.0,2005.0,379.0
{'$oid': '6266c2eb718b63c8dff986f2'},20294.0,1541215757000,MA1,A3,RM,110457.0,958.0,220.0
{'$oid': '6266c2eb718b63c8dff986f3'},96665.0,1541253592000,MC1,C1,WSM,115797.0,10952.0,611.0
{'$oid': '6266c2eb718b63c8dff986f4'},124018.0,1541259550000,MC1,C1,WSM,147380.0,168.0,52.0
{'$oid': '6266c2eb718b63c8dff986f5'},3908.0,1541272673000,MC2,C2,WSM,39615.0,21765.0,546.0
{'$oid': '6266c2eb718b63c8dff986f6'},62412.0,1541285296000,MC1,C1,RM,74679.0,17481.0,279.0
{'$oid': '6266c2eb718b63c8dff986f7'},52269.0,1541299499000,MC1,C1,WSM,62211.0,16534.0,591.0
{'$oid': '6266c2eb718b63c8dff986f8'},179222.0,1541301343000,MC1,C1,RM,213435.0,27287.0,270.0
{'$oid': '6266c2eb718b63c8dff986f9'},5613.0,1541301912000,MA1,A3,none,32276.0,5927.0,379.0
{'$oid': '6266c2eb718b63c8dff986fa'},16674.0,1541318601000,MC2,C2,none,165840.0,28164.0,12.0
{'$oid': '6266c2eb718b63c8dff986fb'},28586.0,1541322523000,MB1,B3,none,153509.0,22302.0,261.0
{'$oid': '6266c2eb718b63c8dff986fc'},25077.0,1541322529000,MB1,B3,WSM,135396.0,186.0,411.0
{'$oid': '6266c2eb718b63c8dff986fd'},3572.0,1541324736000,MC2,C2,WSM,36078.0,1374.0,144.0
{'$oid': '6266c2eb718b63c8dff986fe'},107.0,1541324782000,MC2,C2,RM,1085.0,14980.0,501.0
{'$oid': '6266c2eb718b63c8dff986ff'},31651.0,1541339911000,MC1,C1,RM,37526.0,867.0,56.0
{'$oid': '6266c2eb718b63c8dff98700'},119417.0,1541344527000,MC1,C1,RM,141798.0,9798.0,413.0
{'$oid': '6266c2eb718b63c8dff98701'},21434.0,1541345282000,MC2,C2,WSM,213726.0,25416.0,144.0
{'$oid': '6266c2eb718b63c8dff98702'},146389.0,1541351156000,MC1,C1,NAS,174007.0,8880.0,310.0
{'$oid': '6266c2eb718b63c8dff98703'},23712.0,1541352474000,MC2,C2,RM,236915.0,20548.0,501.0
{'$oid': '6266c2eb718b63c8dff98704'},157988.0,1541357414000,MC1,C1,WSM,188508.0,16324.0,248.0
{'$oid': '6266c2eb718b63c8dff98705'},15670.0,1541362236000,MB2,B2,none,75407.0,23762.0,176.0
{'$oid': '6266c2eb718b63c8dff98706'},71903.0,1541377256000,MC1,C1,RM,86128.0,3633.0,502.0
{'$oid': '6266c2eb718b63c8dff98707'},2928.0,1541387265000,MA1,A3,RM,17021.0,13588.0,602.0
{'$oid': '6266c2eb718b63c8dff98708'},22968.0,1541387717000,MA1,A3,RM,125042.0,17596.0,92.0
{'$oid': '6266c2eb718b63c8dff98709'},10840.0,1541388986000,MC2,C2,WSM,108637.0,16318.0,26.0
{'$oid': '6266c2eb718b63c8dff9870a'},145005.0,1541389517000,MC1,C1,WSM,172292.0,20259.0,176.0
{'$oid': '6266c2eb718b63c8dff9870b'},57175.0,1541415854000,MC1,C1,DAE,68178.0,17960.0,475.0
{'$oid': '6266c2eb718b63c8dff9870c'},157770.0,1541415945000,MC1,C1,DAE,188291.0,17960.0,475.0
{'$oid': '6266c2eb718b63c8dff9870d'},170199.0,1541416572000,MC1,C1,DAE,203639.0,24857.0,475.0
{'$oid': '6266c2eb718b63c8dff9870e'},16328.0,1541438223000,MC2,C2,DAE,162328.0,18418.0,396.0
{'$oid': '6266c2eb718b63c8dff9870f'},169482.0,1541447438000,MC1,C1,WSM,202771.0,426.0,319.0
{'$oid': '6266c2eb718b63c8dff98710'},1159.0,1541473632000,MA1,A3,none,7041.0,2154.0,176.0
{'$oid': '6266c2eb718b63c8dff98711'},41350.0,1541473791000,MA1,A3,none,226306.0,7522.0,542.0
{'$oid': '6266c2eb718b63c8dff98712'},38772.0,1541474071000,MA1,A3,none,211941.0,27387.0,542.0
{'$oid': '6266c2eb718b63c8dff98713'},5619.0,1541474718000,MA1,A3,none,32276.0,5927.0,379.0
{'$oid': '6266c2eb718b63c8dff98714'},1857.0,1541495242000,MB1,B3,none,10342.0,11248.0,117.0
{'$oid': '6266c2eb718b63c8dff98715'},41143.0,1541495486000,MB1,B3,WSM,221930.0,23048.0,398.0
{'$oid': '6266c2eb718b63c8dff98716'},27257.0,1541520364000,MA2,A2,RM,54550.0,8324.0,455.0
{'$oid': '6266c2eb718b63c8dff98717'},19702.0,1541523884000,MC2,C2,WSM,196487.0,5590.0,79.0
{'$oid': '6266c2eb718b63c8dff98718'},95.0,1541525996000,MC2,C2,DAE,966.0,23270.0,450.0
{'$oid': '6266c2eb718b63c8dff98719'},165923.0,1541539709000,MC1,C1,DB,198494.0,23629.0,572.0
{'$oid': '6266c2eb718b63c8dff9871a'},19231.0,1541543766000,MC2,C2,DAE,191363.0,27860.0,396.0
{'$oid': '6266c2eb718b63c8dff9871b'},20571.0,1541547659000,MC2,C2,WSM,204943.0,17711.0,26.0
{'$oid': '6266c2eb718b63c8dff9871c'},10082.0,1541560389000,MA1,A3,RM,56640.0,6358.0,550.0
{'$oid': '6266c2eb718b63c8dff9871d'},12017.0,1541560672000,MA1,A3,none,66510.0,15814.0,486.0
{'$oid': '6266c2eb718b63c8dff9871e'},10497.0,1541560722000,MA2,A2,none,21333.0,21893.0,464.0
{'$oid': '6266c2eb718b63c8dff9871f'},102245.0,1541560798000,MA2,A2,RM,200529.0,20756.0,670.0
{'$oid': '6266c2eb718b63c8dff98720'},22832.0,1541560892000,MA1,A3,RM,124378.0,25362.0,408.0
{'$oid': '6266c2eb718b63c8dff98721'},7443.0,1541581812000,MB1,B3,none,41789.0,23738.0,145.0
{'$oid': '6266c2eb718b63c8dff98722'},17240.0,1541582074000,MB1,B3,WSM,95374.0,15666.0,538.0
{'$oid': '6266c2eb718b63c8dff98723'},11542.0,1541582339000,MB1,B3,none,62934.0,17832.0,489.0
{'$oid': '6266c2eb718b63c8dff98724'},8841.0,1541599630000,MC2,C2,RM,89019.0,9132.0,422.0
{'$oid': '6266c2eb718b63c8dff98725'},2183.0,1541615075000,MC2,C2,WSM,22013.0,15903.0,26.0
{'$oid': '6266c2eb718b63c8dff98726'},16000.0,1541615814000,MC2,C2,WSM,159336.0,4880.0,26.0
{'$oid': '6266c2eb718b63c8dff98727'},160978.0,1541618276000,MC1,C1,RM,192227.0,28528.0,584.0
{'$oid': '6266c2eb718b63c8dff98728'},15103.0,1541642972000,MC2,C2,WSM,150679.0,24160.0,126.0
{'$oid': '6266c2eb718b63c8dff98729'},16846.0,1541643149000,MC1,C1,none,19497.0,721.0,93.0
{'$oid': '6266c2eb718b63c8dff9872a'},20197.0,1541646050000,MA1,A3,none,110172.0,10937.0,65.0
{'$oid': '6266c2eb718b63c8dff9872b'},16131.0,1541646474000,MA1,A3,RM,88347.0,12378.0,602.0
{'$oid': '6266c2eb718b63c8dff9872c'},9807.0,1541646619000,MA1,A3,none,55108.0,16208.0,542.0
{'$oid': '6266c2eb718b63c8dff9872d'},167761.0,1541663823000,MC1,C1,RM,200530.0,20803.0,361.0
{'$oid': '6266c2eb718b63c8dff9872e'},94484.0,1541669294000,MC1,C1,WSM,113013.0,1219.0,350.0
{'$oid': '6266c2eb718b63c8dff9872f'},166259.0,1541686289000,MC1,C1,none,198733.0,18969.0,457.0
{'$oid': '6266c2eb718b63c8dff98730'},10063.0,1541732868000,MA1,A3,none,56400.0,11728.0,542.0
{'$oid': '6266c2eb718b63c8dff98731'},10081.0,1541733197000,MA1,A3,RM,56640.0,6358.0,550.0
{'$oid': '6266c2eb718b63c8dff98732'},12418.0,1541733785000,MB2,B2,RM,60997.0,23625.0,190.0
{'$oid': '6266c2eb718b63c8dff98733'},63445.0,1541735405000,MC1,C1,none,75918.0,893.0,331.0
{'$oid': '6266c2eb718b63c8dff98734'},100306.0,1541769748000,MC1,C1,WSM,120455.0,24008.0,319.0
{'$oid': '6266c2eb718b63c8dff98735'},18534.0,1541785390000,MC2,C2,DAE,184482.0,12555.0,187.0
{'$oid': '6266c2eb718b63c8dff98736'},15863.0,1541797691000,MC2,C2,WSM,158041.0,24804.0,445.0
{'$oid': '6266c2eb718b63c8dff98737'},188901.0,1541800090000,MC1,C1,none,224984.0,14173.0,639.0
{'$oid': '6266c2eb718b63c8dff98738'},18469.0,1541811971000,MC2,C2,WSM,183791.0,17585.0,445.0
{'$oid': '6266c2eb718b63c8dff98739'},5845.0,1541832362000,MC2,C2,WSM,58713.0,2349.0,26.0
{'$oid': '6266c2eb718b63c8dff9873a'},150618.0,1541861084000,MC1,C1,RM,179020.0,19840.0,171.0
{'$oid': '6266c2eb718b63c8dff9873b'},40584.0,1541899730000,MC1,C1,RM,48649.0,6778.0,501.0
{'$oid': '6266c2eb718b63c8dff9873c'},84257.0,1541905006000,MC1,C1,RM,100808.0,23917.0,501.0
{'$oid': '6266c2eb718b63c8dff9873d'},126728.0,1541913078000,MC1,C1,none,150455.0,7391.0,82.0
{'$oid': '6266c2eb718b63c8dff9873e'},6082.0,1541945293000,MC2,C2,DAE,61228.0,23534.0,386.0
{'$oid': '6266c2eb718b63c8dff9873f'},172592.0,1541966277000,MC1,C1,WSM,206175.0,4178.0,362.0
{'$oid': '6266c2eb718b63c8dff98740'},51291.0,1541966855000,MC1,C1,WSM,61058.0,20705.0,549.0
{'$oid': '6266c2eb718b63c8dff98741'},5893.0,1541993308000,MC2,C2,WSM,59176.0,13946.0,26.0
{'$oid': '6266c2eb718b63c8dff98742'},171741.0,1542000989000,MC1,C1,RM,205305.0,5976.0,413.0
{'$oid': '6266c2eb718b63c8dff98743'},38673.0,1542001678000,MB2,B2,DB,185733.0,22230.0,32.0
{'$oid': '6266c2eb718b63c8dff98744'},14456.0,1542005518000,MB2,B2,WSM,70538.0,24562.0,152.0
{'$oid': '6266c2eb718b63c8dff98745'},2451.0,1542037933000,MB2,B2,none,11589.0,18558.0,82.0
{'$oid': '6266c2eb718b63c8dff98746'},9358.0,1542068923000,MC1,C1,WSM,10725.0,21173.0,84.0
{'$oid': '6266c2eb718b63c8dff98747'},15733.0,1542090913000,MC1,C1,WSM,18166.0,15416.0,330.0
{'$oid': '6266c2eb718b63c8dff98748'},46333.0,1542102820000,MB2,B2,none,224578.0,7436.0,159.0
{'$oid': '6266c2eb718b63c8dff98749'},112615.0,1542103513000,MA2,A2,RM,221116.0,11031.0,448.0
{'$oid': '6266c2eb718b63c8dff9874a'},9996.0,1542111437000,MC2,C2,WSM,99970.0,5418.0,126.0
{'$oid': '6266c2eb718b63c8dff9874b'},1062.0,1542112226000,MB1,B3,WSM,6150.0,12243.0,261.0
{'$oid': '6266c2eb718b63c8dff9874c'},8908.0,1542123056000,MA2,A2,RM,18306.0,23045.0,104.0
{'$oid': '6266c2eb718b63c8dff9874d'},5635.0,1542124355000,MB1,B3,RM,32184.0,12576.0,466.0
{'$oid': '6266c2eb718b63c8dff9874e'},143024.0,1542147885000,MC1,C1,DAE,169935.0,6862.0,475.0
{'$oid': '6266c2eb718b63c8dff9874f'},176666.0,1542164476000,MC1,C1,none,210863.0,21665.0,150.0
{'$oid': '6266c2eb718b63c8dff98750'},16126.0,1542164877000,MA1,A3,RM,88347.0,12378.0,602.0
{'$oid': '6266c2eb718b63c8dff98751'},41465.0,1542164895000,MA1,A3,RM,226925.0,12378.0,534.0
{'$oid': '6266c2eb718b63c8dff98752'},81600.0,1542164935000,MC1,C1,DAE,97893.0,27240.0,104.0
{'$oid': '6266c2eb718b63c8dff98753'},33605.0,1542165126000,MA1,A3,RM,185068.0,20852.0,455.0
{'$oid': '6266c2eb718b63c8dff98754'},14847.0,1542165201000,MA1,A3,RM,82008.0,20299.0,455.0
{'$oid': '6266c2eb718b63c8dff98755'},802.0,1542165213000,MA1,A3,none,5021.0,14359.0,639.0
{'$oid': '6266c2eb718b63c8dff98756'},70204.0,1542165476000,MA2,A2,SS,137479.0,22907.0,411.0
{'$oid': '6266c2eb718b63c8dff98757'},42298.0,1542165562000,MA2,A2,RM,83558.0,20378.0,621.0
{'$oid': '6266c2eb718b63c8dff98758'},23361.0,1542165947000,MA1,A3,none,127445.0,2005.0,379.0
{'$oid': '6266c2eb718b63c8dff98759'},12577.0,1542166152000,MA1,A3,none,69661.0,24757.0,220.0
{'$oid': '6266c2eb718b63c8dff9875a'},120296.0,1542168296000,MC1,C1,RM,142874.0,25278.0,67.0
{'$oid': '6266c2eb718b63c8dff9875b'},8030.0,1542173723000,MC2,C2,WSM,80631.0,20298.0,285.0
{'$oid': '6266c2eb718b63c8dff9875c'},40834.0,1542186848000,MB1,B3,WSM,220298.0,22156.0,229.0
{'$oid': '6266c2eb718b63c8dff9875d'},5932.0,1542186972000,MB1,B3,WSM,33541.0,12316.0,591.0
{'$oid': '6266c2eb718b63c8dff9875e'},32335.0,1542187344000,MB1,B3,WSM,173079.0,24047.0,239.0
{'$oid': '6266c2eb718b63c8dff9875f'},5698.0,1542187510000,MB1,B3,none,32307.0,5307.0,261.0
{'$oid': '6266c2eb718b63c8dff98760'},140900.0,1542187875000,MC1,C1,none,167708.0,26063.0,527.0
{'$oid': '6266c2eb718b63c8dff98761'},23776.0,1542214465000,MC2,C2,WSM,237680.0,5297.0,546.0
{'$oid': '6266c2eb718b63c8dff98762'},86043.0,1542224085000,MC1,C1,NAS,102898.0,17383.0,362.0
{'$oid': '6266c2eb718b63c8dff98763'},114265.0,1542225256000,MA2,A2,none,224486.0,579.0,478.0
{'$oid': '6266c2eb718b63c8dff98764'},933.0,1542239937000,MC2,C2,WSM,9293.0,640.0,26.0
{'$oid': '6266c2eb718b63c8dff98765'},31669.0,1542251744000,MA1,A3,RM,173291.0,8057.0,478.0
{'$oid': '6266c2eb718b63c8dff98766'},55783.0,1542258163000,MC1,C1,RM,66469.0,867.0,56.0
{'$oid': '6266c2eb718b63c8dff98767'},39325.0,1542273567000,MB1,B3,WSM,211799.0,19258.0,239.0
{'$oid': '6266c2eb718b63c8dff98768'},12196.0,1542276656000,MC2,C2,WSM,121696.0,3822.0,79.0
{'$oid': '6266c2eb718b63c8dff98769'},22370.0,1542276702000,MC2,C2,WSM,223391.0,24288.0,26.0
{'$oid': '6266c2eb718b63c8dff9876a'},45580.0,1542277731000,MB2,B2,WS,221084.0,17635.0,42.0
{'$oid': '6266c2eb718b63c8dff9876b'},106997.0,1542304290000,MA2,A2,RM,210091.0,22274.0,390.0
{'$oid': '6266c2eb718b63c8dff9876c'},89509.0,1542313057000,MC1,C1,RM,107049.0,867.0,56.0
{'$oid': '6266c2eb718b63c8dff9876d'},13667.0,1542321703000,MC2,C2,WSM,136387.0,640.0,26.0
{'$oid': '6266c2eb718b63c8dff9876e'},36595.0,1542337799000,MA1,A3,none,201252.0,21939.0,542.0
{'$oid': '6266c2eb718b63c8dff9876f'},28725.0,1542337962000,MA1,A3,DB,157675.0,24178.0,176.0
{'$oid': '6266c2eb718b63c8dff98770'},79716.0,1542340141000,MC1,C1,RM,95663.0,25205.0,255.0
{'$oid': '6266c2eb718b63c8dff98771'},144030.0,1542351375000,MC1,C1,RM,171107.0,6778.0,501.0
{'$oid': '6266c2eb718b63c8dff98772'},163114.0,1542375454000,MC1,C1,none,194915.0,4276.0,440.0
{'$oid': '6266c2eb718b63c8dff98773'},16185.0,1542379335000,MC2,C2,WSM,161111.0,26245.0,26.0
{'$oid': '6266c2eb718b63c8dff98774'},15461.0,1542381136000,MC2,C2,WSM,154046.0,20523.0,26.0
{'$oid': '6266c2eb718b63c8dff98775'},18997.0,1542386880000,MA2,A2,SS,37805.0,24935.0,212.0
{'$oid': '6266c2eb718b63c8dff98776'},63389.0,1542386884000,MA2,A2,SS,124207.0,12764.0,212.0
{'$oid': '6266c2eb718b63c8dff98777'},45925.0,1542387081000,MA2,A2,RM,90277.0,8187.0,209.0
{'$oid': '6266c2eb718b63c8dff98778'},153515.0,1542388973000,MC1,C1,WSM,182638.0,11298.0,426.0
{'$oid': '6266c2eb718b63c8dff98779'},109883.0,1542391620000,MC1,C1,WS,131475.0,2113.0,229.0
{'$oid': '6266c2eb718b63c8dff9877a'},1757.0,1542397019000,MC2,C2,WSM,18014.0,11687.0,79.0
{'$oid': '6266c2eb718b63c8dff9877b'},23784.0,1542399488000,MC2,C2,WSM,237767.0,1374.0,144.0
{'$oid': '6266c2eb718b63c8dff9877c'},106615.0,1542409943000,MC1,C1,NAS,127957.0,9973.0,471.0
{'$oid': '6266c2eb718b63c8dff9877d'},7488.0,1542415093000,MC2,C2,WSM,75278.0,20201.0,126.0
{'$oid': '6266c2eb718b63c8dff9877e'},39896.0,1542416372000,MB2,B2,none,191423.0,5266.0,82.0
{'$oid': '6266c2eb718b63c8dff9877f'},6162.0,1542417496000,MC2,C2,RM,61984.0,28139.0,413.0
{'$oid': '6266c2eb718b63c8dff98780'},11727.0,1542417542000,MC2,C2,WSM,117177.0,13948.0,295.0
{'$oid': '6266c2eb718b63c8dff98781'},5944.0,1542419029000,MB2,B2,RM,28356.0,19095.0,56.0
{'$oid': '6266c2eb718b63c8dff98782'},21541.0,1542421341000,MC2,C2,DAE,214759.0,21970.0,187.0
{'$oid': '6266c2eb718b63c8dff98783'},57972.0,1542424559000,MA2,A2,none,114112.0,23115.0,150.0
{'$oid': '6266c2eb718b63c8dff98784'},97962.0,1542449106000,MC1,C1,WSM,117359.0,4029.0,47.0
{'$oid': '6266c2eb718b63c8dff98785'},16117.0,1542456128000,MC1,C1,none,18698.0,721.0,93.0
{'$oid': '6266c2eb718b63c8dff98786'},55768.0,1542461677000,MC1,C1,none,66437.0,10790.0,42.0
{'$oid': '6266c2eb718b63c8dff98787'},131365.0,1542469478000,MC1,C1,RM,156227.0,14672.0,314.0
{'$oid': '6266c2eb718b63c8dff98788'},32499.0,1542475917000,MC1,C1,NAS,38607.0,187.0,573.0
{'$oid': '6266c2eb718b63c8dff98789'},140126.0,1542478055000,MC1,C1,WSM,166878.0,18168.0,292.0
{'$oid': '6266c2eb718b63c8dff9878a'},104078.0,1542482757000,MC1,C1,RM,125018.0,9920.0,314.0
{'$oid': '6266c2eb718b63c8dff9878b'},88593.0,1542485124000,MC1,C1,RM,105988.0,7786.0,314.0
{'$oid': '6266c2eb718b63c8dff9878c'},86439.0,1542486813000,MC1,C1,RM,103374.0,20244.0,314.0
{'$oid': '6266c2eb718b63c8dff9878d'},57571.0,1542504091000,MC1,C1,RM,68567.0,26310.0,314.0
{'$oid': '6266c2eb718b63c8dff9878e'},57578.0,1542507560000,MC1,C1,RM,68567.0,26310.0,314.0
{'$oid': '6266c2eb718b63c8dff9878f'},154931.0,1542524404000,MC1,C1,RM,184502.0,15468.0,314.0
{'$oid': '6266c2eb718b63c8dff98790'},154932.0,1542524404000,MC1,C1,RM,184502.0,15468.0,314.0
{'$oid': '6266c2eb718b63c8dff98791'},154934.0,1542531774000,MC1,C1,RM,184502.0,15468.0,314.0
{'$oid': '6266c2eb718b63c8dff98792'},14149.0,1542532097000,MB1,B3,none,77170.0,11228.0,393.0
{'$oid': '6266c2eb718b63c8dff98793'},18503.0,1542532393000,MB2,B2,WSM,89190.0,7569.0,245.0
{'$oid': '6266c2eb718b63c8dff98794'},31299.0,1542532499000,MB1,B3,none,167793.0,8426.0,261.0
{'$oid': '6266c2eb718b63c8dff98795'},22291.0,1542532793000,MB1,B3,WSM,122155.0,21004.0,231.0
{'$oid': '6266c2eb718b63c8dff98796'},110172.0,1542540321000,MC1,C1,RM,131819.0,6408.0,314.0
{'$oid': '6266c2eb718b63c8dff98797'},47118.0,1542542137000,MC1,C1,RM,56193.0,9920.0,314.0
{'$oid': '6266c2eb718b63c8dff98798'},32065.0,1542545415000,MB1,B3,RM,172028.0,9400.0,56.0
{'$oid': '6266c2eb718b63c8dff98799'},80709.0,1542549005000,MC1,C1,RM,96972.0,5521.0,314.0
{'$oid': '6266c2eb718b63c8dff9879a'},44197.0,1542551563000,MC1,C1,RM,52939.0,4799.0,56.0
{'$oid': '6266c2eb718b63c8dff9879b'},45159.0,1542559783000,MB2,B2,none,218906.0,6807.0,257.0
{'$oid': '6266c2eb718b63c8dff9879c'},10315.0,1542574573000,MC2,C2,none,103282.0,22937.0,616.0
{'$oid': '6266c2eb718b63c8dff9879d'},21936.0,1542590163000,MC1,C1,none,25722.0,3428.0,477.0
{'$oid': '6266c2eb718b63c8dff9879e'},57743.0,1542593826000,MC1,C1,WSM,68707.0,2504.0,291.0
{'$oid': '6266c2eb718b63c8dff9879f'},2382.0,1542597590000,MA1,A3,RM,13783.0,23067.0,235.0
{'$oid': '6266c2eb718b63c8dff987a0'},73570.0,1542609560000,MC1,C1,WSM,88171.0,7022.0,52.0
{'$oid': '6266c2eb718b63c8dff987a1'},107725.0,1542620037000,MC1,C1,none,129193.0,8393.0,93.0
{'$oid': '6266c2eb718b63c8dff987a2'},8142.0,1542623559000,MC2,C2,WSM,81844.0,13599.0,79.0
{'$oid': '6266c2eb718b63c8dff987a3'},63440.0,1542624033000,MA2,A2,RM,124359.0,5991.0,565.0
{'$oid': '6266c2eb718b63c8dff987a4'},119480.0,1542640809000,MC1,C1,none,141833.0,14910.0,314.0
{'$oid': '6266c2eb718b63c8dff987a5'},176672.0,1542642583000,MC1,C1,none,210863.0,21665.0,150.0
{'$oid': '6266c2eb718b63c8dff987a6'},9116.0,1542648079000,MC2,C2,WSM,91430.0,1180.0,546.0
{'$oid': '6266c2eb718b63c8dff987a7'},30879.0,1542668084000,MB2,B2,none,150532.0,13937.0,257.0
{'$oid': '6266c2eb718b63c8dff987a8'},119473.0,1542674791000,MC1,C1,none,141833.0,14910.0,314.0
{'$oid': '6266c2eb718b63c8dff987a9'},36594.0,1542683351000,MA1,A3,none,201252.0,21939.0,542.0
{'$oid': '6266c2eb718b63c8dff987aa'},119478.0,1542686488000,MC1,C1,none,141833.0,14910.0,314.0
{'$oid': '6266c2eb718b63c8dff987ab'},217.0,1542711640000,MB2,B2,WSM,1230.0,10463.0,231.0
{'$oid': '6266c2eb718b63c8dff987ac'},37862.0,1542725845000,MB1,B3,none,204823.0,5659.0,259.0
{'$oid': '6266c2eb718b63c8dff987ad'},4383.0,1542729237000,MC1,C1,WSM,4984.0,9438.0,245.0
{'$oid': '6266c2eb718b63c8dff987ae'},143556.0,1542735706000,MC1,C1,none,170517.0,8393.0,93.0
{'$oid': '6266c2eb718b63c8dff987af'},80584.0,1542741653000,MC1,C1,WSM,96717.0,27990.0,179.0
{'$oid': '6266c2eb718b63c8dff987b0'},23497.0,1542759398000,MC2,C2,DAE,234576.0,17116.0,5.0
{'$oid': '6266c2eb718b63c8dff987b1'},36591.0,1542769755000,MA1,A3,none,201252.0,21939.0,542.0
{'$oid': '6266c2eb718b63c8dff987b2'},38770.0,1542769842000,MA1,A3,none,211941.0,27387.0,542.0
{'$oid': '6266c2eb718b63c8dff987b3'},19902.0,1542770350000,MA1,A3,RM,108832.0,13269.0,448.0
{'$oid': '6266c2eb718b63c8dff987b4'},971.0,1542773672000,MC1,C1,DAE,1076.0,7199.0,475.0
{'$oid': '6266c2eb718b63c8dff987b5'},13682.0,1542792090000,MB1,B3,WSM,74509.0,2791.0,549.0
{'$oid': '6266c2eb718b63c8dff987b6'},85394.0,1542794049000,MA2,A2,RM,166968.0,3721.0,205.0
{'$oid': '6266c2eb718b63c8dff987b7'},132620.0,1542807519000,MC1,C1,WSM,157620.0,21670.0,539.0
{'$oid': '6266c2eb718b63c8dff987b8'},22798.0,1542817145000,MB2,B2,none,112000.0,26387.0,24.0
{'$oid': '6266c2eb718b63c8dff987b9'},105774.0,1542823936000,MC1,C1,WSM,127188.0,5968.0,169.0
{'$oid': '6266c2eb718b63c8dff987ba'},180745.0,1542826691000,MC1,C1,RM,215143.0,20408.0,501.0
{'$oid': '6266c2eb718b63c8dff987bb'},6569.0,1542844183000,MB1,B3,WSM,37332.0,22814.0,398.0
{'$oid': '6266c2eb718b63c8dff987bc'},600.0,1542855633000,MA1,A3,none,3354.0,10937.0,65.0
{'$oid': '6266c2eb718b63c8dff987bd'},37241.0,1542856329000,MA1,A3,none,205068.0,14703.0,632.0
{'$oid': '6266c2eb718b63c8dff987be'},17917.0,1542869289000,MC1,C1,RM,20562.0,16205.0,279.0
{'$oid': '6266c2eb718b63c8dff987bf'},189073.0,1542876246000,MC1,C1,none,225182.0,16449.0,395.0
{'$oid': '6266c2eb718b63c8dff987c0'},42077.0,1542877791000,MB1,B3,WSM,226872.0,1822.0,261.0
{'$oid': '6266c2eb718b63c8dff987c1'},81808.0,1542880331000,MC1,C1,DAE,98124.0,23747.0,475.0
{'$oid': '6266c2eb718b63c8dff987c2'},1001.0,1542880333000,MC1,C1,DAE,1105.0,20157.0,475.0
{'$oid': '6266c2eb718b63c8dff987c3'},104477.0,1542880334000,MC1,C1,DAE,125559.0,20670.0,475.0
{'$oid': '6266c2eb718b63c8dff987c4'},154643.0,1542880336000,MC1,C1,none,184137.0,17525.0,527.0
{'$oid': '6266c2eb718b63c8dff987c5'},188406.0,1542880340000,MC1,C1,none,224270.0,18306.0,527.0
{'$oid': '6266c2eb718b63c8dff987c6'},81815.0,1542880355000,MC1,C1,DAE,98124.0,23747.0,475.0
{'$oid': '6266c2eb718b63c8dff987c7'},156188.0,1542880365000,MC1,C1,DAE,186121.0,6862.0,475.0
{'$oid': '6266c2eb718b63c8dff987c8'},11634.0,1542880367000,MC1,C1,DAE,13254.0,26055.0,475.0
{'$oid': '6266c2eb718b63c8dff987c9'},13273.0,1542880371000,MC2,C2,WSM,132152.0,13690.0,26.0
{'$oid': '6266c2eb718b63c8dff987ca'},2772.0,1542880372000,MC2,C2,WSM,28007.0,25224.0,26.0
{'$oid': '6266c2eb718b63c8dff987cb'},101.0,1542880376000,MC2,C2,WSM,1020.0,23439.0,26.0
{'$oid': '6266c2eb718b63c8dff987cc'},134214.0,1542880378000,MC1,C1,DAE,159457.0,10412.0,475.0
{'$oid': '6266c2eb718b63c8dff987cd'},4398.0,1542880388000,MC2,C2,DAE,44489.0,15960.0,5.0
{'$oid': '6266c2eb718b63c8dff987ce'},22490.0,1542880390000,MC2,C2,WSM,224474.0,25286.0,26.0
{'$oid': '6266c2eb718b63c8dff987cf'},172764.0,1542880394000,MC1,C1,DAE,206433.0,4981.0,475.0
{'$oid': '6266c2eb718b63c8dff987d0'},123664.0,1542880401000,MC1,C1,DAE,146832.0,24287.0,475.0
{'$oid': '6266c2eb718b63c8dff987d1'},175122.0,1542880412000,MC1,C1,none,209105.0,24478.0,477.0
{'$oid': '6266c2eb718b63c8dff987d2'},17559.0,1542880423000,MC2,C2,WSM,174599.0,13479.0,26.0
{'$oid': '6266c2eb718b63c8dff987d3'},72375.0,1542880426000,MC1,C1,RM,86672.0,19840.0,171.0
{'$oid': '6266c2eb718b63c8dff987d4'},93330.0,1542880428000,MC1,C1,DAE,111487.0,6452.0,475.0
