_id,disk_id,failure_time,model_x,model_y,app,node_id,rack_id,machine_room_id
{'$oid': '6266c2e8718b63c8dff976fb'},33722.0,1514920532000,MA2,A2,RM,66688.0,11488.0,455.0
{'$oid': '6266c2e8718b63c8dff976fc'},58337.0,1514933116000,MA2,A2,RM,114833.0,9859.0,455.0
{'$oid': '6266c2e8718b63c8dff976fd'},26378.0,1514949824000,MA1,A3,none,145735.0,6860.0,127.0
{'$oid': '6266c2e8718b63c8dff976fe'},39876.0,1514950167000,MA1,A3,RM,217964.0,17596.0,92.0
{'$oid': '6266c2e8718b63c8dff976ff'},199348.0,1514955783000,MC1,C1,NAS,237451.0,22765.0,137.0
{'$oid': '6266c2e8718b63c8dff97700'},74564.0,1514983472000,MA2,A2,RM,146055.0,2321.0,455.0
{'$oid': '6266c2e8718b63c8dff97701'},7020.0,1515028397000,MC1,C1,none,8129.0,20453.0,530.0
{'$oid': '6266c2e8718b63c8dff97702'},10507.0,1515035954000,MA1,A3,RM,59138.0,11966.0,535.0
{'$oid': '6266c2e8718b63c8dff97703'},17065.0,1515036779000,MC1,C1,WSM,19699.0,22206.0,637.0
{'$oid': '6266c2e8718b63c8dff97704'},14398.0,1515047447000,MC1,C1,none,16385.0,12533.0,598.0
{'$oid': '6266c2e8718b63c8dff97705'},8970.0,1515106236000,MA2,A2,RM,18412.0,16840.0,455.0
{'$oid': '6266c2e8718b63c8dff97706'},28353.0,1515118251000,MB2,B2,none,138118.0,20245.0,70.0
{'$oid': '6266c2e8718b63c8dff97707'},22058.0,1515121219000,MA1,A3,none,120201.0,9594.0,542.0
{'$oid': '6266c2e8718b63c8dff97708'},41792.0,1515121277000,MA1,A3,none,229321.0,15620.0,486.0
{'$oid': '6266c2e8718b63c8dff97709'},120019.0,1515127847000,MA2,A2,RM,236302.0,8395.0,455.0
{'$oid': '6266c2e8718b63c8dff9770a'},165949.0,1515207854000,MC1,C1,none,198513.0,840.0,228.0
{'$oid': '6266c2e8718b63c8dff9770b'},20611.0,1515207854000,MC1,C1,none,24069.0,18843.0,228.0
{'$oid': '6266c2e8718b63c8dff9770c'},88935.0,1515209307000,MC1,C1,RM,106337.0,27623.0,530.0
{'$oid': '6266c2e8718b63c8dff9770d'},28468.0,1515380459000,MA1,A3,none,156736.0,25785.0,598.0
{'$oid': '6266c2e8718b63c8dff9770e'},168477.0,1515438157000,MC1,C1,WSM,201524.0,25582.0,64.0
{'$oid': '6266c2e8718b63c8dff9770f'},31397.0,1515454634000,MC1,C1,WSM,37168.0,6654.0,540.0
{'$oid': '6266c2e8718b63c8dff97710'},98530.0,1515456168000,MC1,C1,WSM,118085.0,17435.0,345.0
{'$oid': '6266c2e8718b63c8dff97711'},3466.0,1515467171000,MA1,A3,RM,20973.0,9984.0,209.0
{'$oid': '6266c2e8718b63c8dff97712'},19073.0,1515467183000,MA1,A3,RM,105114.0,3005.0,408.0
{'$oid': '6266c2e8718b63c8dff97713'},11055.0,1515467710000,MA1,A3,RM,62538.0,16584.0,289.0
{'$oid': '6266c2e8718b63c8dff97714'},28641.0,1515467987000,MA1,A3,RM,157439.0,2803.0,145.0
{'$oid': '6266c2e8718b63c8dff97715'},34146.0,1515503565000,MC1,C1,WSM,40771.0,1719.0,391.0
{'$oid': '6266c2e8718b63c8dff97716'},22382.0,1515553314000,MA1,A3,none,121861.0,22858.0,542.0
{'$oid': '6266c2e8718b63c8dff97717'},26015.0,1515553334000,MA1,A3,none,143575.0,1435.0,100.0
{'$oid': '6266c2e8718b63c8dff97718'},93967.0,1515554428000,MA2,A2,RM,184358.0,6030.0,105.0
{'$oid': '6266c2e8718b63c8dff97719'},28643.0,1515727201000,MA1,A3,RM,157439.0,2803.0,145.0
{'$oid': '6266c2e8718b63c8dff9771a'},20953.0,1515727937000,MC1,C1,WSM,24623.0,17182.0,661.0
{'$oid': '6266c2e8718b63c8dff9771b'},9349.0,1515764046000,MB2,B2,DB,45425.0,22875.0,490.0
{'$oid': '6266c2e8718b63c8dff9771c'},102689.0,1515812582000,MC1,C1,none,123400.0,22299.0,232.0
{'$oid': '6266c2e8718b63c8dff9771d'},81608.0,1515813593000,MC1,C1,DAE,97893.0,27240.0,104.0
{'$oid': '6266c2e8718b63c8dff9771e'},88283.0,1515813835000,MC1,C1,none,105544.0,7653.0,391.0
{'$oid': '6266c2e8718b63c8dff9771f'},22795.0,1515814210000,MA1,A3,RM,124264.0,3443.0,408.0
{'$oid': '6266c2e8718b63c8dff97720'},54275.0,1515843427000,MC1,C1,RM,64587.0,18999.0,171.0
{'$oid': '6266c2e8718b63c8dff97721'},114525.0,1515895584000,MC1,C1,WSM,136451.0,15407.0,638.0
{'$oid': '6266c2e8718b63c8dff97722'},20702.0,1515900270000,MA2,A2,none,40882.0,13456.0,145.0
{'$oid': '6266c2e8718b63c8dff97723'},3408.0,1515985615000,MA1,A3,DB,20591.0,9572.0,336.0
{'$oid': '6266c2e8718b63c8dff97724'},22825.0,1515986367000,MA1,A3,RM,124327.0,27370.0,550.0
{'$oid': '6266c2e8718b63c8dff97725'},17747.0,1515986965000,MA1,A3,RM,97509.0,17596.0,92.0
{'$oid': '6266c2e8718b63c8dff97726'},11808.0,1516050454000,MB1,B3,RM,64510.0,10312.0,394.0
{'$oid': '6266c2e8718b63c8dff97727'},42497.0,1516072726000,MB1,B3,RM,229185.0,25312.0,466.0
{'$oid': '6266c2e8718b63c8dff97728'},15978.0,1516073358000,MA1,A3,none,87571.0,24757.0,220.0
{'$oid': '6266c2e8718b63c8dff97729'},187045.0,1516103109000,MC1,C1,none,222485.0,8433.0,421.0
{'$oid': '6266c2e8718b63c8dff9772a'},110727.0,1516154451000,MC1,C1,DAE,132362.0,2471.0,575.0
{'$oid': '6266c2e8718b63c8dff9772b'},4556.0,1516158016000,MA1,A3,RM,27068.0,17407.0,448.0
{'$oid': '6266c2e8718b63c8dff9772c'},49854.0,1516158259000,MC1,C1,WPS,59536.0,12137.0,566.0
{'$oid': '6266c2e8718b63c8dff9772d'},38530.0,1516159766000,MA1,A3,RM,210908.0,17596.0,92.0
{'$oid': '6266c2e8718b63c8dff9772e'},174292.0,1516164306000,MC1,C1,WSM,208207.0,16976.0,573.0
{'$oid': '6266c2e8718b63c8dff9772f'},19638.0,1516241574000,MB1,B3,RM,108897.0,12040.0,256.0
{'$oid': '6266c2e8718b63c8dff97730'},35731.0,1516244942000,MB1,B3,WPS,192398.0,21428.0,191.0
{'$oid': '6266c2e8718b63c8dff97731'},15394.0,1516245570000,MA1,A3,RM,85220.0,23060.0,503.0
{'$oid': '6266c2e8718b63c8dff97732'},40899.0,1516331109000,MB1,B3,none,220444.0,11444.0,660.0
{'$oid': '6266c2e8718b63c8dff97733'},20675.0,1516331338000,MC1,C1,WPS,24185.0,13335.0,142.0
{'$oid': '6266c2e8718b63c8dff97734'},145876.0,1516332074000,MC1,C1,none,173419.0,6246.0,107.0
{'$oid': '6266c2e8718b63c8dff97735'},115594.0,1516332289000,MA2,A2,RM,227267.0,25400.0,104.0
{'$oid': '6266c2e8718b63c8dff97736'},115597.0,1516332292000,MA2,A2,RM,227267.0,25400.0,104.0
{'$oid': '6266c2e8718b63c8dff97737'},27780.0,1516418408000,MC1,C1,none,32945.0,7653.0,391.0
{'$oid': '6266c2e8718b63c8dff97738'},67476.0,1516418635000,MC1,C1,none,80855.0,118.0,391.0
{'$oid': '6266c2e8718b63c8dff97739'},118852.0,1516428339000,MA2,A2,RM,234074.0,9774.0,455.0
{'$oid': '6266c2e8718b63c8dff9773a'},190143.0,1516504177000,MC1,C1,WPS,226391.0,24832.0,7.0
{'$oid': '6266c2e8718b63c8dff9773b'},20195.0,1516590026000,MA1,A3,none,110172.0,10937.0,65.0
{'$oid': '6266c2e8718b63c8dff9773c'},22822.0,1516591180000,MA1,A3,RM,124327.0,27370.0,550.0
{'$oid': '6266c2e8718b63c8dff9773d'},9578.0,1516645867000,MC1,C1,WSM,11025.0,22790.0,540.0
{'$oid': '6266c2e8718b63c8dff9773e'},15382.0,1516677568000,MA1,A3,RM,85220.0,23060.0,503.0
{'$oid': '6266c2e8718b63c8dff9773f'},3417.0,1516677586000,MA2,A2,RM,7165.0,23039.0,408.0
{'$oid': '6266c2e8718b63c8dff97740'},38085.0,1516678156000,MA2,A2,RM,75607.0,25664.0,670.0
{'$oid': '6266c2e8718b63c8dff97741'},36332.0,1516708833000,MB1,B3,RM,195453.0,24464.0,279.0
{'$oid': '6266c2e8718b63c8dff97742'},54998.0,1516763821000,MA2,A2,SS,108175.0,5346.0,458.0
{'$oid': '6266c2e8718b63c8dff97743'},1073.0,1516770048000,MA2,A2,RM,1874.0,4458.0,455.0
{'$oid': '6266c2e8718b63c8dff97744'},62645.0,1516787149000,MA2,A2,RM,122794.0,7228.0,105.0
{'$oid': '6266c2e8718b63c8dff97745'},54424.0,1516828523000,MA2,A2,RM,107265.0,9774.0,455.0
{'$oid': '6266c2e8718b63c8dff97746'},122301.0,1516838719000,MC1,C1,WSM,145168.0,8538.0,262.0
{'$oid': '6266c2e8718b63c8dff97747'},165954.0,1516849692000,MC1,C1,none,198513.0,840.0,228.0
{'$oid': '6266c2e8718b63c8dff97748'},172083.0,1516850517000,MC1,C1,NAS,205709.0,9788.0,268.0
{'$oid': '6266c2e8718b63c8dff97749'},51498.0,1516932991000,MC1,C1,NAS,61219.0,24430.0,538.0
{'$oid': '6266c2e8718b63c8dff9774a'},20789.0,1516936633000,MA1,A3,none,113207.0,27340.0,632.0
{'$oid': '6266c2e8718b63c8dff9774b'},13908.0,1516966885000,MC1,C1,WSM,15810.0,22258.0,573.0
{'$oid': '6266c2e8718b63c8dff9774c'},115999.0,1517004027000,MA2,A2,RM,228114.0,18725.0,455.0
{'$oid': '6266c2e8718b63c8dff9774d'},12588.0,1517022071000,MA1,A3,none,69787.0,27153.0,542.0
{'$oid': '6266c2e8718b63c8dff9774e'},165944.0,1517022494000,MC1,C1,none,198513.0,840.0,228.0
{'$oid': '6266c2e8718b63c8dff9774f'},16321.0,1517023008000,MA1,A3,none,89412.0,11665.0,300.0
{'$oid': '6266c2e8718b63c8dff97750'},12126.0,1517023214000,MA1,A3,none,67149.0,28494.0,145.0
{'$oid': '6266c2e8718b63c8dff97751'},2392.0,1517077992000,MC1,C1,WSM,2710.0,5469.0,305.0
{'$oid': '6266c2e8718b63c8dff97752'},20200.0,1517108418000,MA1,A3,none,110172.0,10937.0,65.0
{'$oid': '6266c2e8718b63c8dff97753'},1437.0,1517108574000,MC1,C1,none,1567.0,15371.0,232.0
{'$oid': '6266c2e8718b63c8dff97754'},54610.0,1517282290000,MA2,A2,RM,107574.0,1991.0,621.0
{'$oid': '6266c2e8718b63c8dff97755'},44327.0,1517290268000,MC1,C1,WSM,53146.0,6765.0,573.0
{'$oid': '6266c2e8718b63c8dff97756'},10798.0,1517308595000,MC1,C1,RM,12447.0,18999.0,171.0
{'$oid': '6266c2e8718b63c8dff97757'},155721.0,1517317275000,MC1,C1,WSM,185572.0,6765.0,573.0
{'$oid': '6266c2e8718b63c8dff97758'},14203.0,1517339203000,MB2,B2,RM,69296.0,14673.0,501.0
{'$oid': '6266c2e8718b63c8dff97759'},89657.0,1517344274000,MC1,C1,WSM,107194.0,20379.0,391.0
{'$oid': '6266c2e8718b63c8dff9775a'},67198.0,1517362873000,MC1,C1,WSM,80500.0,15483.0,632.0
{'$oid': '6266c2e8718b63c8dff9775b'},109744.0,1517367920000,MA2,A2,none,215107.0,6681.0,620.0
{'$oid': '6266c2e8718b63c8dff9775c'},153789.0,1517452375000,MC1,C1,NAS,183002.0,2422.0,561.0
{'$oid': '6266c2e8718b63c8dff9775d'},16096.0,1517454042000,MA1,A3,none,88268.0,11527.0,542.0
{'$oid': '6266c2e8718b63c8dff9775e'},16087.0,1517540448000,MA1,A3,none,88268.0,11527.0,542.0
{'$oid': '6266c2e8718b63c8dff9775f'},42994.0,1517540542000,MA1,A3,RM,236835.0,1891.0,669.0
{'$oid': '6266c2e8718b63c8dff97760'},22826.0,1517541579000,MA1,A3,RM,124327.0,27370.0,550.0
{'$oid': '6266c2e8718b63c8dff97761'},164547.0,1517545514000,MC1,C1,none,196804.0,3965.0,489.0
{'$oid': '6266c2e8718b63c8dff97762'},112185.0,1517549423000,MC1,C1,none,133895.0,6407.0,489.0
{'$oid': '6266c2e8718b63c8dff97763'},101308.0,1517574422000,MC1,C1,WSM,121785.0,16976.0,573.0
{'$oid': '6266c2e8718b63c8dff97764'},112180.0,1517598326000,MC1,C1,none,133895.0,6407.0,489.0
{'$oid': '6266c2e8718b63c8dff97765'},164548.0,1517617225000,MC1,C1,none,196804.0,3965.0,489.0
{'$oid': '6266c2e8718b63c8dff97766'},106723.0,1517619114000,MC1,C1,WSM,128097.0,14713.0,452.0
{'$oid': '6266c2e8718b63c8dff97767'},103008.0,1517626964000,MC1,C1,none,123812.0,26959.0,232.0
{'$oid': '6266c2e8718b63c8dff97768'},33958.0,1517627263000,MA1,A3,none,187346.0,4894.0,592.0
{'$oid': '6266c2e8718b63c8dff97769'},33068.0,1517628103000,MC1,C1,NAS,39372.0,7343.0,268.0
{'$oid': '6266c2e8718b63c8dff9776a'},34132.0,1517665878000,MC1,C1,WSM,40771.0,1719.0,391.0
{'$oid': '6266c2e8718b63c8dff9776b'},122875.0,1517710522000,MC1,C1,none,145836.0,7428.0,489.0
{'$oid': '6266c2e8718b63c8dff9776c'},16491.0,1517713331000,MA1,A3,RM,90751.0,8411.0,669.0
{'$oid': '6266c2e8718b63c8dff9776d'},97698.0,1517713735000,MA2,A2,SS,191829.0,25870.0,229.0
{'$oid': '6266c2e8718b63c8dff9776e'},13595.0,1517799620000,MA1,A3,RM,75217.0,6977.0,150.0
{'$oid': '6266c2e8718b63c8dff9776f'},50079.0,1517812327000,MC1,C1,WSM,59748.0,11298.0,426.0
{'$oid': '6266c2e8718b63c8dff97770'},122876.0,1517870569000,MC1,C1,none,145836.0,7428.0,489.0
{'$oid': '6266c2e8718b63c8dff97771'},32942.0,1517886276000,MB1,B3,WPS,176870.0,24147.0,91.0
{'$oid': '6266c2e8718b63c8dff97772'},40896.0,1517886296000,MB1,B3,none,220444.0,11444.0,660.0
{'$oid': '6266c2e8718b63c8dff97773'},46270.0,1517887224000,MC1,C1,none,55341.0,18469.0,571.0
{'$oid': '6266c2e8718b63c8dff97774'},107829.0,1517935331000,MC1,C1,WSM,129290.0,11298.0,426.0
{'$oid': '6266c2e8718b63c8dff97775'},163048.0,1518010391000,MC1,C1,NAS,194823.0,9973.0,471.0
{'$oid': '6266c2e8718b63c8dff97776'},77980.0,1518036633000,MA2,A2,RM,152670.0,14874.0,455.0
{'$oid': '6266c2e8718b63c8dff97777'},37208.0,1518059709000,MA1,A3,RM,204822.0,15024.0,73.0
{'$oid': '6266c2e8718b63c8dff97778'},79428.0,1518065148000,MA2,A2,RM,155457.0,12348.0,550.0
{'$oid': '6266c2e8718b63c8dff97779'},153797.0,1518103642000,MC1,C1,NAS,183002.0,2422.0,561.0
{'$oid': '6266c2e8718b63c8dff9777a'},13597.0,1518145454000,MA1,A3,RM,75217.0,6977.0,150.0
{'$oid': '6266c2e8718b63c8dff9777b'},41352.0,1518145979000,MA1,A3,none,226306.0,7522.0,542.0
{'$oid': '6266c2e8718b63c8dff9777c'},152664.0,1518194179000,MC1,C1,RM,181536.0,7649.0,501.0
{'$oid': '6266c2e8718b63c8dff9777d'},96811.0,1518194485000,MC1,C1,WSM,115979.0,6062.0,540.0
{'$oid': '6266c2e8718b63c8dff9777e'},185031.0,1518222340000,MC1,C1,none,219754.0,22209.0,605.0
{'$oid': '6266c2e8718b63c8dff9777f'},103388.0,1518232135000,MC1,C1,none,124140.0,26332.0,228.0
{'$oid': '6266c2e8718b63c8dff97780'},140280.0,1518232200000,MC1,C1,none,166990.0,6224.0,382.0
{'$oid': '6266c2e8718b63c8dff97781'},2230.0,1518233282000,MB2,B2,none,10639.0,19980.0,292.0
{'$oid': '6266c2e8718b63c8dff97782'},98461.0,1518252330000,MC1,C1,WSM,117999.0,489.0,194.0
{'$oid': '6266c2e8718b63c8dff97783'},29436.0,1518318067000,MA1,A3,none,161883.0,15814.0,486.0
{'$oid': '6266c2e8718b63c8dff97784'},44042.0,1518318535000,MC1,C1,none,52765.0,18843.0,228.0
{'$oid': '6266c2e8718b63c8dff97785'},105783.0,1518319238000,MC1,C1,none,127189.0,3520.0,328.0
{'$oid': '6266c2e8718b63c8dff97786'},80502.0,1518319495000,MA2,A2,RM,157516.0,22677.0,145.0
{'$oid': '6266c2e8718b63c8dff97787'},48576.0,1518334629000,MC1,C1,WSM,57834.0,1362.0,63.0
{'$oid': '6266c2e8718b63c8dff97788'},44152.0,1518348348000,MC1,C1,none,52905.0,21586.0,489.0
{'$oid': '6266c2e8718b63c8dff97789'},15384.0,1518405607000,MA1,A3,RM,85220.0,23060.0,503.0
{'$oid': '6266c2e8718b63c8dff9778a'},24566.0,1518490942000,MA1,A3,RM,134949.0,17911.0,669.0
{'$oid': '6266c2e8718b63c8dff9778b'},40898.0,1518491198000,MB1,B3,none,220444.0,11444.0,660.0
{'$oid': '6266c2e8718b63c8dff9778c'},42887.0,1518491222000,MA1,A3,RM,236072.0,26186.0,209.0
{'$oid': '6266c2e8718b63c8dff9778d'},21730.0,1518492469000,MA1,A3,none,118990.0,14536.0,176.0
{'$oid': '6266c2e8718b63c8dff9778e'},43071.0,1518577405000,MC1,C1,WPS,51613.0,11007.0,128.0
{'$oid': '6266c2e8718b63c8dff9778f'},152672.0,1518578374000,MC1,C1,WPS,181549.0,17834.0,322.0
{'$oid': '6266c2e8718b63c8dff97790'},88297.0,1518649696000,MC1,C1,none,105561.0,7391.0,82.0
{'$oid': '6266c2e8718b63c8dff97791'},18196.0,1518663745000,MA1,A3,RM,100041.0,20131.0,669.0
{'$oid': '6266c2e8718b63c8dff97792'},13217.0,1518664737000,MA2,A2,SS,26671.0,4648.0,464.0
{'$oid': '6266c2e8718b63c8dff97793'},32534.0,1518664805000,MA1,A3,RM,177967.0,21824.0,503.0
{'$oid': '6266c2e8718b63c8dff97794'},43609.0,1518729775000,MC1,C1,WSM,52242.0,23795.0,540.0
{'$oid': '6266c2e8718b63c8dff97795'},39033.0,1518750141000,MA1,A3,RM,213155.0,22990.0,408.0
{'$oid': '6266c2e8718b63c8dff97796'},36888.0,1518750142000,MA1,A3,RM,203132.0,13242.0,408.0
{'$oid': '6266c2e8718b63c8dff97797'},32118.0,1518755539000,MC1,C1,WSM,38024.0,9547.0,268.0
{'$oid': '6266c2e8718b63c8dff97798'},6135.0,1518811604000,MC1,C1,WSM,6922.0,3998.0,560.0
{'$oid': '6266c2e8718b63c8dff97799'},56530.0,1518837194000,MC1,C1,DAE,67245.0,2471.0,575.0
{'$oid': '6266c2e8718b63c8dff9779a'},2414.0,1518837194000,MC1,C1,DAE,2711.0,26156.0,251.0
{'$oid': '6266c2e8718b63c8dff9779b'},184381.0,1518837611000,MC1,C1,none,219008.0,2544.0,391.0
{'$oid': '6266c2e8718b63c8dff9779c'},53054.0,1518837835000,MC1,C1,none,63040.0,10243.0,391.0
{'$oid': '6266c2e8718b63c8dff9779d'},142549.0,1518837882000,MC1,C1,WPS,169307.0,8032.0,192.0
{'$oid': '6266c2e8718b63c8dff9779e'},2731.0,1518915727000,MC1,C1,WSM,3140.0,468.0,63.0
{'$oid': '6266c2e8718b63c8dff9779f'},73684.0,1518955040000,MC1,C1,WSM,88258.0,11298.0,426.0
{'$oid': '6266c2e8718b63c8dff977a0'},114689.0,1518964218000,MC1,C1,WSM,136609.0,7831.0,64.0
{'$oid': '6266c2e8718b63c8dff977a1'},12057.0,1519001827000,MC1,C1,WSM,13785.0,8538.0,262.0
{'$oid': '6266c2e8718b63c8dff977a2'},32960.0,1519010370000,MB1,B3,none,176880.0,28342.0,393.0
{'$oid': '6266c2e8718b63c8dff977a3'},14419.0,1519021539000,MC1,C1,WSM,16409.0,14352.0,345.0
{'$oid': '6266c2e8718b63c8dff977a4'},34604.0,1519096059000,MA1,A3,RM,190651.0,6025.0,646.0
{'$oid': '6266c2e8718b63c8dff977a5'},24562.0,1519182139000,MA1,A3,RM,134949.0,17911.0,669.0
{'$oid': '6266c2e8718b63c8dff977a6'},39022.0,1519182139000,MA1,A3,RM,213155.0,22990.0,408.0
{'$oid': '6266c2e8718b63c8dff977a7'},25986.0,1519183199000,MA1,A3,none,143481.0,11184.0,550.0
{'$oid': '6266c2e8718b63c8dff977a8'},42035.0,1519186339000,MB2,B2,WSM,201538.0,3434.0,504.0
{'$oid': '6266c2e8718b63c8dff977a9'},1513.0,1519265200000,MB1,B3,none,8374.0,10511.0,145.0
{'$oid': '6266c2e8718b63c8dff977aa'},38175.0,1519266046000,MC1,C1,NAS,45889.0,15828.0,538.0
{'$oid': '6266c2e8718b63c8dff977ab'},41797.0,1519268481000,MA1,A3,none,229321.0,15620.0,486.0
{'$oid': '6266c2e8718b63c8dff977ac'},39031.0,1519268540000,MA1,A3,RM,213155.0,22990.0,408.0
{'$oid': '6266c2e8718b63c8dff977ad'},39390.0,1519269610000,MA1,A3,RM,215263.0,21824.0,503.0
{'$oid': '6266c2e8718b63c8dff977ae'},32407.0,1519269793000,MA1,A3,RM,177417.0,21933.0,669.0
{'$oid': '6266c2e8718b63c8dff977af'},1775.0,1519337247000,MC1,C1,WSM,1945.0,9159.0,350.0
{'$oid': '6266c2e8718b63c8dff977b0'},14289.0,1519340494000,MC1,C1,WSM,16244.0,23551.0,391.0
{'$oid': '6266c2e8718b63c8dff977b1'},39137.0,1519354941000,MA1,A3,RM,213673.0,10495.0,669.0
{'$oid': '6266c2e8718b63c8dff977b2'},10577.0,1519377063000,MB2,B2,none,51555.0,13993.0,157.0
{'$oid': '6266c2e8718b63c8dff977b3'},156553.0,1519442411000,MC1,C1,none,186589.0,2544.0,391.0
{'$oid': '6266c2e8718b63c8dff977b4'},95002.0,1519529381000,MC1,C1,WPS,113828.0,848.0,141.0
{'$oid': '6266c2e8718b63c8dff977b5'},193967.0,1519569712000,MC1,C1,WSM,231050.0,12527.0,540.0
{'$oid': '6266c2e8718b63c8dff977b6'},9367.0,1519614623000,MB1,B3,WPS,50923.0,13823.0,482.0
{'$oid': '6266c2e8718b63c8dff977b7'},72827.0,1519614950000,MC1,C1,WSM,87296.0,24360.0,151.0
{'$oid': '6266c2e8718b63c8dff977b8'},20502.0,1519665625000,MA1,A3,RM,111635.0,27468.0,550.0
{'$oid': '6266c2e8718b63c8dff977b9'},32943.0,1519700625000,MB1,B3,WPS,176870.0,24147.0,91.0
{'$oid': '6266c2e8718b63c8dff977ba'},14908.0,1519701291000,MA1,A3,RM,82603.0,15024.0,408.0
{'$oid': '6266c2e8718b63c8dff977bb'},45054.0,1519701439000,MA2,A2,none,88441.0,10706.0,176.0
{'$oid': '6266c2e8718b63c8dff977bc'},155711.0,1519714244000,MC1,C1,WSM,185572.0,6765.0,573.0
{'$oid': '6266c2e8718b63c8dff977bd'},196658.0,1519717534000,MC1,C1,none,234124.0,25055.0,489.0
{'$oid': '6266c2e8718b63c8dff977be'},13599.0,1519787037000,MA1,A3,RM,75217.0,6977.0,150.0
{'$oid': '6266c2e8718b63c8dff977bf'},44043.0,1519787304000,MC1,C1,none,52765.0,18843.0,228.0
{'$oid': '6266c2e8718b63c8dff977c0'},78347.0,1519788015000,MC1,C1,WPS,93920.0,18244.0,377.0
{'$oid': '6266c2e8718b63c8dff977c1'},24745.0,1519849288000,MB2,B2,RM,121440.0,3118.0,513.0
{'$oid': '6266c2e8718b63c8dff977c2'},33374.0,1519873577000,MA1,A3,RM,182944.0,1181.0,289.0
{'$oid': '6266c2e8718b63c8dff977c3'},21795.0,1519874334000,MA1,A3,RM,119295.0,23382.0,217.0
{'$oid': '6266c2e8718b63c8dff977c4'},30607.0,1519893672000,MC1,C1,WSM,36381.0,9229.0,357.0
{'$oid': '6266c2e8718b63c8dff977c5'},137786.0,1519959699000,MC1,C1,WSM,163966.0,11801.0,232.0
{'$oid': '6266c2e8718b63c8dff977c6'},5894.0,1519959720000,MA1,A3,none,33430.0,20554.0,542.0
{'$oid': '6266c2e8718b63c8dff977c7'},12125.0,1519961070000,MA1,A3,none,67149.0,28494.0,145.0
{'$oid': '6266c2e8718b63c8dff977c8'},42293.0,1519961091000,MA1,A3,none,231999.0,22731.0,145.0
{'$oid': '6266c2e8718b63c8dff977c9'},42303.0,1519961096000,MA1,A3,none,231999.0,22731.0,145.0
{'$oid': '6266c2e8718b63c8dff977ca'},45870.0,1519984883000,MC1,C1,WSM,54945.0,9668.0,524.0
{'$oid': '6266c2e8718b63c8dff977cb'},36204.0,1520046244000,MC1,C1,none,43232.0,6876.0,232.0
{'$oid': '6266c2e8718b63c8dff977cc'},39021.0,1520046399000,MA1,A3,RM,213155.0,22990.0,408.0
{'$oid': '6266c2e8718b63c8dff977cd'},199230.0,1520047437000,MC1,C1,none,237321.0,26332.0,228.0
{'$oid': '6266c2e8718b63c8dff977ce'},42302.0,1520047492000,MA1,A3,none,231999.0,22731.0,145.0
{'$oid': '6266c2e8718b63c8dff977cf'},42306.0,1520047509000,MA1,A3,none,231999.0,22731.0,145.0
{'$oid': '6266c2e8718b63c8dff977d0'},179257.0,1520098009000,MC1,C1,none,213463.0,20590.0,242.0
{'$oid': '6266c2e8718b63c8dff977d1'},9900.0,1520133460000,MA1,A3,RM,55713.0,20053.0,621.0
{'$oid': '6266c2e8718b63c8dff977d2'},171814.0,1520199129000,MC1,C1,WSM,205372.0,26019.0,345.0
{'$oid': '6266c2e8718b63c8dff977d3'},33761.0,1520218955000,MA1,A3,RM,185991.0,10495.0,669.0
{'$oid': '6266c2e8718b63c8dff977d4'},39034.0,1520219202000,MA1,A3,RM,213155.0,22990.0,408.0
{'$oid': '6266c2e8718b63c8dff977d5'},89907.0,1520219455000,MC1,C1,none,107465.0,1236.0,489.0
{'$oid': '6266c2e8718b63c8dff977d6'},48339.0,1520219941000,MA2,A2,RM,95185.0,17440.0,171.0
{'$oid': '6266c2e8718b63c8dff977d7'},30904.0,1520220202000,MA2,A2,SS,61572.0,26639.0,658.0
{'$oid': '6266c2e8718b63c8dff977d8'},5896.0,1520305260000,MA1,A3,none,33430.0,20554.0,542.0
{'$oid': '6266c2e8718b63c8dff977d9'},97859.0,1520324563000,MC1,C1,WSM,117210.0,5649.0,176.0
{'$oid': '6266c2e8718b63c8dff977da'},25841.0,1520392362000,MC1,C1,WSM,30287.0,14327.0,496.0
{'$oid': '6266c2e8718b63c8dff977db'},39799.0,1520392847000,MA1,A3,RM,217337.0,11966.0,535.0
{'$oid': '6266c2e8718b63c8dff977dc'},35600.0,1520415974000,MB1,B3,none,191247.0,23891.0,466.0
{'$oid': '6266c2e8718b63c8dff977dd'},30464.0,1520441227000,MC1,C1,WSM,36238.0,16701.0,442.0
{'$oid': '6266c2e8718b63c8dff977de'},13659.0,1520460709000,MC1,C1,DAE,15536.0,15526.0,475.0
{'$oid': '6266c2e8718b63c8dff977df'},172180.0,1520478267000,MC1,C1,DAE,205759.0,1560.0,251.0
{'$oid': '6266c2e8718b63c8dff977e0'},3831.0,1520479630000,MA1,A3,RM,22477.0,3557.0,136.0
{'$oid': '6266c2e8718b63c8dff977e1'},184606.0,1520479764000,MC1,C1,DAE,219251.0,7333.0,435.0
{'$oid': '6266c2e8718b63c8dff977e2'},48566.0,1520484180000,MB2,B2,WSM,235638.0,26743.0,598.0
{'$oid': '6266c2e8718b63c8dff977e3'},14215.0,1520517062000,MB2,B2,WSM,69377.0,9925.0,549.0
{'$oid': '6266c2e8718b63c8dff977e4'},80437.0,1520525250000,MC1,C1,DAE,96542.0,15430.0,475.0
