,Unnamed: 0,timestamp,app,n_b_written,r_sectors,w_r_d,disk_id,cum_sum,AFR_SSDs,mttf_SDDs,MTTFMes_SSDs,MTTFDia_SSDs
117,1061,2018-04-29,WSM,480723188091.4973,13.730751498386352,234.7688450899032,1.0,10.0,0.001721555597638,5088421.2,6970.4400000000005,212017.55
118,1070,2018-04-30,WSM,482589092496.9942,13.80288211123329,236.05851033045892,0.0,10.0,0.0017069361349845,5132002.199999999,7030.139999999999,213833.425
119,1079,2018-05-01,WSM,480795763567.8009,13.599907224863736,233.46370593692023,0.0,10.0,0.0016924705745185,5175865.466666666,7090.226666666666,215661.06111111108
120,1088,2018-05-02,WSM,482569015116.8855,13.60748361880676,235.5017243361306,0.0,10.0,0.0016782481327158,5219728.733333333,7150.313333333333,217488.69722222225
121,1097,2018-05-03,WSM,482599702580.6457,13.674853052435546,234.99365652098004,0.0,10.0,0.0016642627316098,5263592.0,7210.4,219316.3333333333
122,1106,2018-05-04,WSM,485249001607.2289,13.680653353341798,236.65358420870368,0.0,10.0,0.0016505084941585,5307455.266666666,7270.486666666666,221143.9694444444
123,1115,2018-05-05,WSM,485501088609.2322,13.65474545035706,237.0267795438839,0.0,10.0,0.0016369797360097,5351318.533333333,7330.573333333333,222971.60555555555
124,1124,2018-05-06,WSM,486739027323.57056,13.668056762235738,238.1003764842166,0.0,10.0,0.0016236709576681,5395181.799999999,7390.659999999998,224799.2416666666
125,1133,2018-05-07,WSM,488472652803.7531,13.425966052726617,237.76405441194171,0.0,10.0,0.0016105768370418,5439045.066666667,7450.746666666668,226626.87777777785
126,1142,2018-05-08,WSM,487706418481.603,13.637157967348816,238.1290526557829,0.0,10.0,0.0015976922223455,5482908.333333333,7510.833333333334,228454.5138888889
127,1151,2018-05-09,WSM,489101574338.28894,13.675311203319502,238.7543798985708,0.0,10.0,0.0015850121253427,5526771.6,7570.919999999999,230282.15
128,1160,2018-05-10,WSM,489623174433.4786,13.682618198550555,238.9871735879443,0.0,10.0,0.0015725317149069,5570634.866666666,7631.006666666666,232109.7861111111
129,1169,2018-05-11,WSM,490647803287.4582,13.581222657149436,239.5289817532953,0.0,10.0,0.0015602463108842,5614498.133333333,7691.093333333333,233937.4222222222
130,1178,2018-05-12,WSM,491685720220.044,13.546129069366156,240.1437363395836,0.0,10.0,0.0015481513782417,5658361.399999999,7751.179999999999,235765.0583333333
131,1187,2018-05-13,WSM,492417361730.45245,13.68498505403541,240.5042538514601,0.0,10.0,0.001536242521486,5702224.666666665,7811.266666666665,237592.6944444444
132,1196,2018-05-14,WSM,492819203032.4788,13.811524400858817,240.85434921371785,0.0,10.0,0.0015245154793373,5746087.933333333,7871.353333333333,239420.33055555556
133,1205,2018-05-15,WSM,494274292132.0477,13.588813520349506,241.42578753736493,0.0,10.0,0.0015129661196453,5789951.2,7931.44,241247.96666666665
134,1214,2018-05-16,WSM,494813580654.7934,13.6240930553956,241.45773350224576,1.0,11.0,0.0016517494779887,5303467.696969697,7265.024242424243,220977.82070707076
135,1223,2018-05-17,WSM,496141607009.6044,13.705845127143022,242.408295938327,0.0,11.0,0.0016395139420787,5343046.969696971,7319.242424242425,222626.95707070708
136,1232,2018-05-18,WSM,496971004286.1807,13.61469689104228,242.73945896060448,0.0,11.0,0.0016273693943596,5382920.454545455,7373.863636363637,224288.3522727273
137,1241,2018-05-19,WSM,498290516841.79456,13.475044614587532,243.49375395774567,0.0,11.0,0.0016154034429305,5422793.93939394,7428.484848484849,225949.7474747475
138,1250,2018-05-20,WSM,498797002515.265,13.602879355024475,243.64843075151165,0.0,11.0,0.0016036121769237,5462667.424242423,7483.106060606059,227611.14267676763
139,1259,2018-05-21,WSM,499973097565.66486,13.45568083261058,244.47233304423244,1.0,12.0,0.0017367183259965,5043995.833333334,6909.583333333334,210166.4930555556
140,1268,2018-05-22,WSM,500886403477.9605,13.562099798096336,244.9904234452521,1.0,13.0,0.0018680129132379,4689475.076923077,6423.938461538462,195394.7948717949
141,1277,2018-05-23,WSM,501919327157.5441,13.610807074140215,245.4169595022755,1.0,14.0,0.0019974477057093,4385596.666666668,6007.666666666668,182733.19444444447
142,1286,2018-05-24,WSM,503077463119.42615,13.669093009820912,246.20925530071065,12.0,26.0,0.0036834412786263,2378210.8461538465,3257.8230769230777,99092.1185897436
143,1295,2018-05-25,WSM,503288007758.4837,13.691053632121664,246.26810300132496,0.0,26.0,0.0036599385318015,2393482.82051282,3278.7435897435894,99728.45085470084
144,1304,2018-05-26,WSM,504250022073.8479,13.700582233239176,246.64610595492016,0.0,26.0,0.0036343445560547,2410338.333333333,3301.833333333333,100430.76388888888
145,1313,2018-05-27,WSM,506599714875.4736,13.46082815494512,247.4465416110111,0.0,26.0,0.0036091060521932,2427193.846153846,3324.9230769230767,101133.07692307692
146,1322,2018-05-28,WSM,506044939669.9424,13.561370178468623,247.7014968336212,0.0,26.0,0.0035842156656263,2444049.3589743585,3348.0128205128203,101835.38995726495
147,1331,2018-05-29,WSM,506684009838.5389,13.57638728989178,248.06711950264796,0.0,26.0,0.003559666243259,2460904.8717948715,3371.102564102564,102537.70299145298
148,1340,2018-05-30,WSM,507919199625.0961,13.589666877624992,248.60698463839825,0.0,26.0,0.0035354508266382,2477760.384615385,3394.192307692308,103240.01602564105
149,1349,2018-05-31,WSM,509191129153.9651,13.638807175405203,249.41714252754224,1.0,27.0,0.0036466227471224,2402222.7160493825,3290.716049382716,100092.61316872427
150,1358,2018-06-01,WSM,509848383528.2996,13.625582867998387,249.6528121581947,0.0,27.0,0.003622349898876,2418319.666666667,3312.766666666667,100763.31944444444
151,1367,2018-06-02,WSM,509479538648.332,13.553529174121314,249.38702602874127,1.0,28.0,0.0037314675995335,2347601.785714286,3215.8928571428573,97816.74107142858
152,1376,2018-06-03,WSM,510375580710.02014,13.675742717046438,249.82993942890107,0.0,28.0,0.0037069617329751,2363121.238095238,3237.152380952381,98463.38492063493
153,1385,2018-06-04,WSM,511540016536.7158,13.549032035031113,250.4768955980641,0.0,28.0,0.0036825738268371,2378771.047619047,3258.590476190476,99115.46031746033
154,1394,2018-06-05,WSM,512491893089.2948,13.566373728029602,251.54833487511564,0.0,28.0,0.0036585047168578,2394420.857142857,3280.0285714285715,99767.53571428572
155,1403,2018-06-06,WSM,514453458652.6672,13.665765402979924,251.97031582580684,0.0,28.0,0.0036347481927224,2410070.666666667,3301.4666666666667,100419.61111111112
156,1412,2018-06-07,WSM,515450818671.6275,13.67562280651286,252.4787986882228,0.0,28.0,0.0036112982043822,2425720.4761904767,3322.9047619047624,101071.68650793652
157,1421,2018-06-08,WSM,515854558069.216,13.710769053384066,252.1725469848957,0.0,28.0,0.0035881488569182,2441370.285714286,3344.342857142857,101723.76190476192
158,1430,2018-06-09,WSM,516941696120.35,13.7154138805626,253.4152640073784,0.0,28.0,0.0035652944056003,2457020.095238095,3365.7809523809524,102375.83730158732
159,1439,2018-06-10,WSM,518155438426.6254,13.69171029166427,253.86780187539551,0.0,28.0,0.0035427292511345,2472669.904761905,3387.219047619048,103027.91269841268
160,1448,2018-06-11,WSM,518110863183.1349,13.605784217514287,252.98083472839576,0.0,28.0,0.0035204479350896,2488319.714285714,3408.657142857143,103679.98809523808
161,1457,2018-06-12,WSM,520027454105.0981,13.58083074444828,254.83362098722816,0.0,28.0,0.0034984451354953,2503969.523809524,3430.095238095238,104332.06349206348
162,1466,2018-06-13,WSM,520823002601.5165,13.71746141442064,255.32440681870537,0.0,28.0,0.003476715662604,2519619.333333333,3451.533333333333,104984.13888888888
163,1475,2018-06-14,WSM,521780751845.6792,13.705631939250992,255.7322096300984,0.0,28.0,0.0034552544548102,2535269.142857143,3472.971428571429,105636.2142857143
164,1484,2018-06-15,WSM,522385163820.8344,13.74607752653438,256.11196354407014,0.0,28.0,0.0034340565747193,2550918.952380953,3494.409523809524,106288.28968253967
165,1493,2018-06-16,WSM,522884292647.1196,13.629939428901068,256.5993077588693,0.0,28.0,0.0034131172053613,2566568.7619047617,3515.8476190476185,106940.36507936506
166,1502,2018-06-17,WSM,524086448499.60986,13.725430364442396,256.76832287408604,1.0,29.0,0.0035135899196316,2493176.551724138,3415.3103448275865,103882.35632183908
167,1511,2018-06-18,WSM,525307638359.67896,13.638743153646583,257.35208993946384,0.0,29.0,0.003492617663412,2508147.4252873566,3435.818390804598,104506.14272030653
168,1520,2018-06-19,WSM,525437975145.495,13.71873015873016,257.5082828282828,0.0,29.0,0.0034717037851879,2523256.7471264363,3456.5160919540226,105135.69779693484
169,1529,2018-06-20,WSM,527017861984.29785,13.602635667836797,258.4383380330321,0.0,29.0,0.0034510388817047,2538366.068965517,3477.213793103448,105765.2528735632
170,1538,2018-06-21,WSM,528151837416.46814,13.763633215996308,259.2329620866755,0.0,29.0,0.0034306185332922,2553475.390804598,3497.911494252874,106394.80795019158
171,1547,2018-06-22,WSM,529084412976.2942,13.74337404932012,259.583026042867,0.0,29.0,0.0034104384242729,2568584.712643678,3518.6091954022986,107024.36302681992
172,1556,2018-06-23,WSM,529722684513.318,13.728104499942456,259.8358269075843,0.0,29.0,0.0033904943399204,2583694.0344827585,3539.306896551724,107653.91810344828
173,1565,2018-06-24,WSM,531012609615.4547,13.760251456254686,260.5805986504412,0.0,29.0,0.0033707821635255,2598803.3563218387,3560.004597701149,108283.47318007662
174,1574,2018-06-25,WSM,531353305620.6048,13.564366691603844,260.70603130755063,0.0,29.0,0.0033512978735629,2613912.67816092,3580.7022988505746,108913.028256705
175,1583,2018-06-26,WSM,532434138985.8442,13.584015212631094,261.28886711997234,0.0,29.0,0.0033320375409562,2629021.9999999995,3601.4,109542.58333333331
176,1592,2018-06-27,WSM,534739290682.7778,13.576415202663911,262.53990125157884,0.0,29.0,0.0033129973264365,2644131.32183908,3622.0977011494247,110172.13840996168
177,1601,2018-06-28,WSM,535685714115.50885,13.468654829627075,263.07998620927424,1.0,30.0,0.0034077656668871,2570599.288888889,3521.3688888888887,107108.3037037037
178,1610,2018-06-29,WSM,536310565552.0336,13.730744931365228,263.417264947447,1.0,31.0,0.0035016576395438,2501672.3225806453,3426.9483870967747,104236.34677419356
179,1619,2018-06-30,WSM,537142342046.2657,13.7454482798231,263.8493481132617,0.0,31.0,0.003482178795528,2515666.344086021,3446.1182795698924,104819.43100358422
180,1628,2018-07-01,WSM,538025031415.4815,13.769358915441176,264.30129825367646,0.0,31.0,0.0034627252827039,2529799.3010752685,3465.4784946236555,105408.30421146953
