,0
0,54.0
1,580.0
2,603.0
3,747.0
4,796.0
5,902.0
6,928.0
7,1251.0
8,1851.0
9,2070.0
10,2208.0
11,2381.0
12,2524.0
13,2532.0
14,2555.0
15,2719.0
16,2740.0
17,2767.0
18,2936.0
19,3245.0
20,3452.0
21,3477.0
22,3509.0
23,3537.0
24,3560.0
25,3677.0
26,4060.0
27,4144.0
28,4444.0
29,4585.0
30,4586.0
31,4646.0
32,4680.0
33,4752.0
34,4758.0
35,4768.0
36,4837.0
37,4925.0
38,4949.0
39,5058.0
40,5065.0
41,5114.0
42,5503.0
43,5667.0
44,5721.0
45,5850.0
46,5860.0
47,6098.0
48,6235.0
49,6265.0
50,6312.0
51,6437.0
52,6472.0
53,6562.0
54,6777.0
55,6820.0
56,6823.0
57,6863.0
58,6905.0
59,6989.0
60,7192.0
61,7193.0
62,7340.0
63,7386.0
64,7628.0
65,7680.0
66,7698.0
67,7966.0
68,8012.0
69,8035.0
70,8069.0
71,8094.0
72,8095.0
73,8095.0
74,8095.0
75,8095.0
76,8095.0
77,8095.0
78,8095.0
79,8096.0
80,8096.0
81,8096.0
82,8096.0
83,8096.0
84,8106.0
85,8168.0
86,8214.0
87,8261.0
88,8421.0
89,8428.0
90,8452.0
91,8457.0
92,8473.0
93,8484.0
94,8661.0
95,8736.0
96,8802.0
97,8843.0
98,8848.0
99,8855.0
100,8941.0
101,8946.0
102,8968.0
103,8984.0
104,9167.0
105,9212.0
106,9239.0
107,9257.0
108,9282.0
109,9381.0
110,9436.0
111,9447.0
112,9553.0
113,9699.0
114,9751.0
115,9772.0
116,9772.0
117,9772.0
118,9772.0
119,9772.0
120,9772.0
121,9772.0
122,9772.0
123,9772.0
124,9772.0
125,9772.0
126,9772.0
127,9786.0
128,9821.0
129,9822.0
130,9977.0
131,9982.0
132,10012.0
133,10054.0
134,10123.0
135,10173.0
136,10192.0
137,10230.0
138,10254.0
139,10353.0
140,10415.0
141,10430.0
142,10531.0
143,10553.0
144,10589.0
145,10705.0
146,10718.0
147,10733.0
148,10742.0
149,10773.0
150,10801.0
151,10805.0
152,10820.0
153,10851.0
154,10872.0
155,10875.0
156,10881.0
157,10889.0
158,11075.0
159,11084.0
160,11115.0
161,11138.0
162,11196.0
163,11212.0
164,11480.0
165,11580.0
166,11704.0
167,11734.0
168,11742.0
169,11775.0
170,11842.0
171,11849.0
172,11852.0
173,11945.0
174,11970.0
175,11980.0
176,11992.0
177,12009.0
178,12021.0
179,12086.0
180,12091.0
181,12103.0
182,12122.0
183,12158.0
184,12211.0
185,12280.0
186,12280.0
187,12280.0
188,12280.0
189,12280.0
190,12280.0
191,12280.0
192,12280.0
193,12280.0
194,12280.0
195,12280.0
196,12280.0
197,12280.0
198,12280.0
199,12280.0
200,12280.0
201,12280.0
202,12280.0
203,12280.0
204,12280.0
205,12280.0
206,12280.0
207,12280.0
208,12280.0
209,12280.0
210,12280.0
211,12280.0
212,12280.0
213,12280.0
214,12280.0
215,12280.0
216,12280.0
217,12280.0
218,12280.0
219,12280.0
220,12280.0
221,12280.0
222,12280.0
223,12280.0
224,12280.0
225,12280.0
226,12280.0
227,12280.0
228,12280.0
229,12280.0
230,12280.0
231,12280.0
232,12280.0
233,12280.0
234,12280.0
235,12280.0
236,12280.0
237,12280.0
238,12280.0
239,12280.0
240,12280.0
241,12280.0
242,12280.0
243,12280.0
244,12280.0
245,12280.0
246,12280.0
247,12280.0
248,12280.0
249,12280.0
250,12280.0
251,12280.0
252,12280.0
253,12280.0
254,12280.0
255,12280.0
256,12280.0
257,12280.0
258,12280.0
259,12280.0
260,12280.0
261,12280.0
262,12280.0
263,12280.0
264,12280.0
265,12280.0
266,12304.0
267,12333.0
268,12347.0
269,12347.0
270,12347.0
271,12347.0
272,12347.0
273,12347.0
274,12347.0
275,12347.0
276,12347.0
277,12347.0
278,12347.0
279,12347.0
280,12347.0
281,12347.0
282,12347.0
283,12347.0
284,12424.0
285,12466.0
286,12466.0
287,12466.0
288,12635.0
289,12664.0
290,12671.0
