,0
0,154.0
1,388.0
2,412.0
3,436.0
4,443.0
5,484.0
6,586.0
7,868.0
8,1060.0
9,1060.0
10,1132.0
11,1324.0
12,1348.0
13,1372.0
14,1396.0
15,1612.0
16,1636.0
17,1828.0
18,1852.0
19,2020.0
20,2068.0
21,2068.0
22,2105.0
23,2116.0
24,2140.0
25,2236.0
26,2243.0
27,2243.0
28,2284.0
29,2332.0
30,2550.0
31,2550.0
32,2560.0
33,2596.0
34,2716.0
35,2788.0
36,3196.0
37,3244.0
38,3388.0
39,3700.0
40,3735.0
41,3895.0
42,4252.0
43,4285.0
44,4421.0
45,4644.0
46,4932.0
47,5812.0
48,6783.0
49,6808.0
50,7292.0
51,7292.0
52,7312.0
53,7811.0
54,7973.0
55,7974.0
56,8170.0
57,8170.0
58,8170.0
59,8170.0
60,8171.0
61,8174.0
62,8274.0
63,8275.0
64,8337.0
65,8525.0
66,8616.0
67,8741.0
68,8944.0
69,9030.0
70,9099.0
71,9112.0
72,10163.0
73,10302.0
74,10372.0
75,10390.0
76,10421.0
77,10421.0
78,10468.0
79,10486.0
80,10552.0
81,10624.0
82,10628.0
83,10637.0
84,10639.0
85,10685.0
86,10685.0
87,10690.0
88,10690.0
89,10690.0
90,10690.0
91,10690.0
92,10690.0
93,10690.0
94,10690.0
95,10690.0
96,10690.0
97,10690.0
98,10693.0
99,10706.0
100,10714.0
101,10714.0
102,10781.0
103,10793.0
104,10802.0
105,10807.0
106,10812.0
107,10829.0
108,10872.0
109,10926.0
110,10957.0
111,10964.0
112,10974.0
113,10986.0
114,11002.0
115,11016.0
116,11031.0
117,11088.0
118,11099.0
119,11105.0
120,11130.0
121,11168.0
122,11178.0
123,11182.0
124,11242.0
125,11253.0
126,11306.0
127,11318.0
128,11360.0
129,11367.0
130,11421.0
131,11426.0
132,11430.0
133,11477.0
134,11478.0
135,11483.0
136,11534.0
137,11534.0
138,11552.0
139,11582.0
140,11598.0
141,11629.0
142,11675.0
143,11713.0
144,11798.0
145,11840.0
146,11850.0
147,11853.0
148,11894.0
149,11906.0
150,11938.0
151,11946.0
152,11957.0
153,11985.0
154,12033.0
155,12062.0
156,12069.0
157,12080.0
158,12135.0
159,12149.0
160,12160.0
161,12176.0
162,12182.0
163,12214.0
164,12229.0
165,12269.0
166,12274.0
167,12280.0
168,12296.0
169,12298.0
170,12305.0
171,12311.0
172,12321.0
173,12347.0
174,12358.0
175,12374.0
176,12461.0
177,12509.0
178,12509.0
179,12511.0
180,12534.0
181,12567.0
182,12575.0
183,12596.0
184,12599.0
185,12616.0
186,12654.0
187,12656.0
188,12659.0
189,12670.0
190,12680.0
191,12699.0
192,12743.0
193,12777.0
194,12800.0
195,12845.0
196,12857.0
197,12859.0
198,12871.0
199,12872.0
200,12884.0
201,12920.0
202,12944.0
203,12950.0
204,12955.0
205,12955.0
206,12965.0
207,12965.0
208,12967.0
209,12968.0
210,12969.0
211,12969.0
212,12980.0
213,12990.0
214,12999.0
215,13000.0
216,13022.0
217,13064.0
218,13094.0
219,13095.0
220,13112.0
221,13120.0
222,13131.0
223,13155.0
224,13166.0
225,13167.0
226,13212.0
227,13237.0
228,13243.0
229,13253.0
230,13258.0
231,13259.0
232,13301.0
233,13325.0
234,13327.0
235,13350.0
236,13351.0
237,13360.0
238,13363.0
239,13363.0
240,13372.0
241,13390.0
242,13397.0
243,13399.0
244,13403.0
245,13421.0
246,13422.0
247,13426.0
248,13439.0
249,13444.0
250,13456.0
251,13457.0
252,13500.0
253,13502.0
254,13519.0
255,13528.0
256,13542.0
257,13544.0
258,13560.0
259,13575.0
260,13578.0
261,13582.0
262,13586.0
263,13588.0
264,13588.0
265,13592.0
266,13611.0
267,13623.0
268,13623.0
269,13628.0
270,13643.0
271,13660.0
272,13665.0
273,13683.0
274,13705.0
275,13716.0
276,13717.0
277,13781.0
278,13789.0
279,13801.0
280,13812.0
281,13838.0
282,13841.0
283,13861.0
284,13872.0
285,13876.0
286,13880.0
287,13981.0
288,13990.0
289,13995.0
290,14043.0
291,14044.0
292,14045.0
293,14048.0
294,14093.0
295,14097.0
296,14107.0
297,14114.0
298,14117.0
299,14117.0
300,14117.0
301,14158.0
302,14163.0
303,14182.0
304,14212.0
305,14228.0
306,14230.0
307,14231.0
308,14233.0
309,14278.0
310,14293.0
311,14298.0
312,14339.0
313,14345.0
314,14349.0
315,14357.0
316,14362.0
317,14398.0
318,14400.0
319,14402.0
320,14402.0
321,14405.0
322,14407.0
323,14408.0
324,14429.0
325,14454.0
326,14456.0
327,14518.0
328,14527.0
329,14574.0
330,14575.0
331,14623.0
332,14660.0
333,14669.0
334,14689.0
335,14695.0
336,14717.0
337,14718.0
338,14723.0
339,14732.0
340,14734.0
341,14739.0
342,14740.0
343,14740.0
344,14780.0
345,14787.0
346,14802.0
347,14822.0
348,14823.0
349,14843.0
350,14859.0
351,14861.0
352,14861.0
353,14864.0
354,14884.0
355,14888.0
356,14905.0
357,14911.0
358,14912.0
359,14913.0
360,14921.0
361,14923.0
362,14925.0
363,14933.0
364,14960.0
365,14981.0
366,14986.0
367,15004.0
368,15019.0
369,15027.0
370,15031.0
371,15069.0
372,15089.0
373,15090.0
374,15096.0
375,15118.0
376,15126.0
377,15130.0
378,15147.0
379,15148.0
380,15153.0
381,15182.0
382,15190.0
383,15223.0
384,15234.0
385,15237.0
386,15243.0
387,15258.0
388,15293.0
389,15317.0
390,15331.0
391,15340.0
392,15349.0
393,15365.0
394,15419.0
395,15422.0
396,15439.0
397,15461.0
398,15473.0
399,15483.0
400,15485.0
401,15490.0
402,15529.0
403,15548.0
404,15598.0
405,15630.0
406,15653.0
407,15661.0
408,15686.0
