,disk_id,timestamp,r_sectors,u_errors,n_b_written,n_b_read,app
259,19015.0,77760.0,100.0,100.0,,,DAE
260,19015.0,77760.0,100.0,100.0,100.0,100.0,DAE
261,19015.0,77760.0,100.0,100.0,99.0,99.0,DAE
262,19015.0,77760.0,100.0,100.0,99.0,99.0,DAE
263,19015.0,79200.0,100.0,100.0,99.0,99.0,DAE
264,19015.0,79200.0,100.0,100.0,99.0,99.0,DAE
265,19015.0,79200.0,94.0,100.0,,,DAE
266,19015.0,79200.0,100.0,100.0,,,DAE
267,19015.0,79200.0,100.0,100.0,100.0,100.0,DAE
268,19015.0,80640.0,100.0,100.0,,,DAE
269,19015.0,80640.0,100.0,100.0,100.0,100.0,DAE
270,19015.0,80640.0,100.0,100.0,99.0,99.0,DAE
271,19015.0,80640.0,94.0,100.0,,,DAE
272,19015.0,80640.0,100.0,100.0,99.0,99.0,DAE
273,19015.0,82080.0,100.0,100.0,99.0,99.0,DAE
274,19015.0,82080.0,100.0,100.0,,,DAE
275,19015.0,82080.0,94.0,100.0,,,DAE
276,19015.0,82080.0,100.0,100.0,99.0,99.0,DAE
277,19015.0,82080.0,100.0,100.0,100.0,100.0,DAE
278,19015.0,83520.0,100.0,100.0,,,DAE
279,19015.0,83520.0,94.0,100.0,,,DAE
280,19015.0,83520.0,100.0,100.0,99.0,99.0,DAE
281,19015.0,83520.0,100.0,100.0,99.0,99.0,DAE
282,19015.0,83520.0,100.0,100.0,100.0,100.0,DAE
283,19015.0,84960.0,100.0,100.0,99.0,99.0,DAE
284,19015.0,84960.0,100.0,100.0,,,DAE
285,19015.0,84960.0,100.0,100.0,100.0,100.0,DAE
286,19015.0,84960.0,100.0,100.0,99.0,99.0,DAE
287,19015.0,84960.0,94.0,100.0,,,DAE
288,19015.0,86400.0,100.0,100.0,99.0,99.0,DAE
289,19015.0,86400.0,94.0,100.0,,,DAE
290,19015.0,86400.0,100.0,100.0,100.0,100.0,DAE
291,19015.0,86400.0,100.0,100.0,99.0,99.0,DAE
292,19015.0,86400.0,100.0,100.0,,,DAE
293,19015.0,87840.0,94.0,100.0,,,DAE
294,19015.0,87840.0,100.0,100.0,99.0,99.0,DAE
295,19015.0,87840.0,100.0,100.0,100.0,100.0,DAE
296,19015.0,87840.0,100.0,100.0,,,DAE
297,19015.0,87840.0,100.0,100.0,99.0,99.0,DAE
298,19015.0,89280.0,100.0,100.0,99.0,99.0,DAE
299,19015.0,89280.0,100.0,100.0,100.0,100.0,DAE
300,19015.0,89280.0,100.0,100.0,99.0,99.0,DAE
301,19015.0,89280.0,94.0,100.0,,,DAE
302,19015.0,89280.0,100.0,100.0,,,DAE
303,19015.0,90720.0,94.0,100.0,,,DAE
304,19015.0,90720.0,100.0,100.0,,,DAE
305,19015.0,90720.0,100.0,100.0,100.0,100.0,DAE
306,19015.0,90720.0,100.0,100.0,99.0,99.0,DAE
307,19015.0,90720.0,100.0,100.0,99.0,99.0,DAE
308,19015.0,92160.0,100.0,100.0,99.0,99.0,DAE
309,19015.0,92160.0,100.0,100.0,,,DAE
310,19015.0,92160.0,100.0,100.0,99.0,99.0,DAE
311,19015.0,92160.0,100.0,100.0,100.0,100.0,DAE
312,19015.0,92160.0,94.0,100.0,,,DAE
313,19015.0,93600.0,100.0,100.0,99.0,99.0,DAE
314,19015.0,93600.0,100.0,100.0,,,DAE
315,19015.0,93600.0,94.0,100.0,,,DAE
316,19015.0,93600.0,100.0,100.0,99.0,99.0,DAE
317,19015.0,93600.0,100.0,100.0,100.0,100.0,DAE
318,19015.0,95040.0,100.0,100.0,,,DAE
319,19015.0,95040.0,100.0,100.0,99.0,99.0,DAE
320,19015.0,95040.0,100.0,100.0,99.0,99.0,DAE
321,19015.0,95040.0,94.0,100.0,,,DAE
322,19015.0,95040.0,100.0,100.0,100.0,100.0,DAE
323,19015.0,96480.0,100.0,100.0,100.0,100.0,DAE
324,19015.0,96480.0,100.0,100.0,99.0,99.0,DAE
325,19015.0,96480.0,100.0,100.0,99.0,99.0,DAE
326,19015.0,96480.0,100.0,100.0,,,DAE
327,19015.0,96480.0,94.0,100.0,,,DAE
328,19015.0,97920.0,100.0,100.0,99.0,99.0,DAE
329,19015.0,97920.0,100.0,100.0,99.0,99.0,DAE
330,19015.0,97920.0,100.0,100.0,100.0,100.0,DAE
331,19015.0,97920.0,94.0,100.0,,,DAE
332,19015.0,97920.0,100.0,100.0,,,DAE
333,19015.0,99360.0,100.0,100.0,99.0,99.0,DAE
334,19015.0,99360.0,100.0,100.0,100.0,100.0,DAE
335,19015.0,99360.0,100.0,100.0,99.0,99.0,DAE
336,19015.0,99360.0,94.0,100.0,,,DAE
337,19015.0,99360.0,100.0,100.0,,,DAE
338,19015.0,100800.0,100.0,100.0,99.0,99.0,DAE
339,19015.0,100800.0,94.0,100.0,,,DAE
340,19015.0,100800.0,100.0,100.0,100.0,100.0,DAE
341,19015.0,100800.0,100.0,100.0,99.0,99.0,DAE
342,19015.0,100800.0,100.0,100.0,,,DAE
343,19015.0,102240.0,100.0,100.0,100.0,100.0,DAE
344,19015.0,102240.0,100.0,100.0,,,DAE
345,19015.0,102240.0,100.0,100.0,99.0,99.0,DAE
346,19015.0,102240.0,94.0,100.0,,,DAE
347,19015.0,102240.0,100.0,100.0,99.0,99.0,DAE
348,19015.0,103680.0,100.0,100.0,99.0,99.0,DAE
349,19015.0,103680.0,100.0,100.0,100.0,100.0,DAE
350,19015.0,103680.0,94.0,100.0,,,DAE
351,19015.0,103680.0,100.0,100.0,,,DAE
352,19015.0,103680.0,100.0,100.0,99.0,99.0,DAE
353,19015.0,105120.0,100.0,100.0,100.0,100.0,DAE
354,19015.0,105120.0,100.0,100.0,99.0,99.0,DAE
355,19015.0,105120.0,94.0,100.0,,,DAE
356,19015.0,105120.0,100.0,100.0,99.0,99.0,DAE
357,19015.0,105120.0,100.0,100.0,,,DAE
358,19015.0,106560.0,100.0,100.0,99.0,99.0,DAE
359,19015.0,106560.0,100.0,100.0,99.0,99.0,DAE
360,19015.0,106560.0,100.0,100.0,100.0,100.0,DAE
361,19015.0,106560.0,94.0,100.0,,,DAE
362,19015.0,106560.0,100.0,100.0,,,DAE
363,19015.0,108000.0,94.0,100.0,,,DAE
364,19015.0,108000.0,100.0,100.0,100.0,100.0,DAE
365,19015.0,108000.0,100.0,100.0,99.0,99.0,DAE
366,19015.0,108000.0,100.0,100.0,,,DAE
367,19015.0,108000.0,100.0,100.0,99.0,99.0,DAE
368,19015.0,109440.0,100.0,100.0,99.0,99.0,DAE
369,19015.0,109440.0,100.0,100.0,99.0,99.0,DAE
370,19015.0,109440.0,94.0,100.0,,,DAE
371,19015.0,109440.0,100.0,100.0,,,DAE
372,19015.0,109440.0,100.0,100.0,100.0,100.0,DAE
373,19015.0,110880.0,100.0,100.0,100.0,100.0,DAE
374,19015.0,110880.0,100.0,100.0,99.0,99.0,DAE
375,19015.0,110880.0,100.0,100.0,99.0,99.0,DAE
376,19015.0,110880.0,100.0,100.0,,,DAE
377,19015.0,110880.0,94.0,100.0,,,DAE
378,19015.0,112320.0,100.0,100.0,99.0,99.0,DAE
379,19015.0,112320.0,100.0,100.0,99.0,99.0,DAE
380,19015.0,112320.0,100.0,100.0,100.0,100.0,DAE
381,19015.0,112320.0,100.0,100.0,,,DAE
382,19015.0,112320.0,94.0,100.0,,,DAE
383,19015.0,113760.0,94.0,100.0,,,DAE
384,19015.0,113760.0,100.0,100.0,99.0,99.0,DAE
385,19015.0,113760.0,100.0,100.0,100.0,100.0,DAE
386,19015.0,113760.0,100.0,100.0,99.0,99.0,DAE
387,19015.0,113760.0,100.0,100.0,,,DAE
388,19015.0,115200.0,100.0,100.0,,,DAE
389,19015.0,115200.0,94.0,100.0,,,DAE
390,19015.0,115200.0,100.0,100.0,99.0,99.0,DAE
391,19015.0,115200.0,100.0,100.0,99.0,99.0,DAE
392,19015.0,115200.0,100.0,100.0,100.0,100.0,DAE
393,19015.0,116640.0,100.0,100.0,99.0,99.0,DAE
394,19015.0,116640.0,94.0,100.0,,,DAE
395,19015.0,116640.0,100.0,100.0,100.0,100.0,DAE
396,19015.0,116640.0,100.0,100.0,,,DAE
397,19015.0,116640.0,100.0,100.0,99.0,99.0,DAE
398,19015.0,118080.0,100.0,100.0,100.0,100.0,DAE
399,19015.0,118080.0,100.0,100.0,99.0,99.0,DAE
400,19015.0,118080.0,94.0,100.0,,,DAE
401,19015.0,118080.0,100.0,100.0,99.0,99.0,DAE
402,19015.0,118080.0,100.0,100.0,,,DAE
403,19015.0,119520.0,100.0,100.0,99.0,99.0,DAE
404,19015.0,119520.0,100.0,100.0,100.0,100.0,DAE
405,19015.0,119520.0,94.0,100.0,,,DAE
406,19015.0,119520.0,100.0,100.0,,,DAE
407,19015.0,119520.0,100.0,100.0,99.0,99.0,DAE
408,19015.0,120960.0,100.0,100.0,100.0,100.0,DAE
409,19015.0,120960.0,94.0,100.0,,,DAE
410,19015.0,120960.0,100.0,100.0,99.0,99.0,DAE
411,19015.0,120960.0,100.0,100.0,,,DAE
412,19015.0,120960.0,100.0,100.0,99.0,99.0,DAE
413,19015.0,122400.0,94.0,100.0,,,DAE
414,19015.0,122400.0,100.0,100.0,99.0,99.0,DAE
415,19015.0,122400.0,100.0,100.0,,,DAE
416,19015.0,122400.0,100.0,100.0,100.0,100.0,DAE
417,19015.0,122400.0,100.0,100.0,99.0,99.0,DAE
418,19015.0,123840.0,100.0,100.0,,,DAE
419,19015.0,123840.0,100.0,100.0,99.0,99.0,DAE
420,19015.0,123840.0,100.0,100.0,99.0,99.0,DAE
421,19015.0,123840.0,94.0,100.0,,,DAE
422,19015.0,123840.0,100.0,100.0,100.0,100.0,DAE
423,19015.0,125280.0,100.0,100.0,99.0,99.0,DAE
424,19015.0,125280.0,100.0,100.0,,,DAE
425,19015.0,125280.0,100.0,100.0,100.0,100.0,DAE
426,19015.0,125280.0,100.0,100.0,99.0,99.0,DAE
427,19015.0,125280.0,94.0,100.0,,,DAE
428,19015.0,126720.0,100.0,100.0,100.0,100.0,DAE
429,19015.0,126720.0,100.0,100.0,99.0,99.0,DAE
430,19015.0,126720.0,100.0,100.0,,,DAE
431,19015.0,126720.0,94.0,100.0,,,DAE
432,19015.0,126720.0,100.0,100.0,99.0,99.0,DAE
433,19015.0,128160.0,100.0,100.0,100.0,100.0,DAE
434,19015.0,128160.0,100.0,100.0,,,DAE
435,19015.0,128160.0,100.0,100.0,99.0,99.0,DAE
436,19015.0,128160.0,100.0,100.0,99.0,99.0,DAE
437,19015.0,128160.0,94.0,100.0,,,DAE
438,19015.0,129600.0,100.0,100.0,,,DAE
439,19015.0,129600.0,100.0,100.0,100.0,100.0,DAE
440,19015.0,129600.0,100.0,100.0,99.0,99.0,DAE
441,19015.0,129600.0,100.0,100.0,99.0,99.0,DAE
442,19015.0,129600.0,94.0,100.0,,,DAE
443,19015.0,131040.0,100.0,100.0,99.0,99.0,DAE
444,19015.0,131040.0,100.0,100.0,100.0,100.0,DAE
445,19015.0,131040.0,100.0,100.0,,,DAE
446,19015.0,131040.0,94.0,100.0,,,DAE
447,19015.0,131040.0,100.0,100.0,99.0,99.0,DAE
448,19015.0,132480.0,100.0,100.0,100.0,100.0,DAE
449,19015.0,132480.0,94.0,100.0,,,DAE
450,19015.0,132480.0,100.0,100.0,,,DAE
451,19015.0,132480.0,100.0,100.0,99.0,99.0,DAE
452,19015.0,132480.0,100.0,100.0,99.0,99.0,DAE
453,19015.0,133920.0,100.0,100.0,,,DAE
454,19015.0,133920.0,100.0,100.0,99.0,99.0,DAE
455,19015.0,133920.0,94.0,100.0,,,DAE
456,19015.0,133920.0,100.0,100.0,99.0,99.0,DAE
457,19015.0,133920.0,100.0,100.0,100.0,100.0,DAE
458,19015.0,135360.0,94.0,100.0,,,DAE
459,19015.0,135360.0,100.0,100.0,99.0,99.0,DAE
460,19015.0,135360.0,100.0,100.0,99.0,99.0,DAE
461,19015.0,135360.0,100.0,100.0,,,DAE
462,19015.0,135360.0,100.0,100.0,100.0,100.0,DAE
463,19015.0,136800.0,100.0,100.0,99.0,99.0,DAE
464,19015.0,136800.0,100.0,100.0,99.0,99.0,DAE
465,19015.0,136800.0,100.0,100.0,,,DAE
466,19015.0,136800.0,100.0,100.0,100.0,100.0,DAE
467,19015.0,136800.0,94.0,100.0,,,DAE
