,disk_id,failure_time,model_y,app
536,28788.0,2018-07-31 20:22:25,B2,WSM
537,25800.0,2019-09-08 15:25:36,B2,none
538,28796.0,2018-06-02 17:07:40,B2,WSM
539,12372.0,2019-08-13 20:36:04,B2,none
540,42383.0,2019-01-12 11:35:44,B2,none
541,164.0,2018-09-20 15:21:40,B2,none
542,40848.0,2019-11-02 13:51:01,B2,none
543,44400.0,2018-03-09 03:10:26,B2,WPS
544,30063.0,2019-11-27 21:56:04,B2,DAE
545,39158.0,2019-04-23 08:03:09,B2,WSM
546,33839.0,2019-04-05 09:13:48,B2,RM
547,11442.0,2018-05-05 03:18:56,B2,SS
548,40019.0,2019-12-17 13:54:50,B2,none
549,15670.0,2018-11-04 20:10:36,B2,none
550,40420.0,2019-02-26 03:44:55,B2,WSM
551,24515.0,2018-05-24 19:32:59,B2,WSM
552,6442.0,2018-09-25 03:28:35,B2,SS
553,40112.0,2018-07-19 19:11:32,B2,none
554,34791.0,2019-03-24 13:16:49,B2,none
555,16895.0,2019-12-08 18:06:21,B2,RM
556,28784.0,2019-10-01 10:32:29,B2,NAS
557,4499.0,2018-07-01 08:07:50,B2,none
558,48237.0,2019-05-21 15:10:52,B2,WSM
559,4203.0,2018-11-02 19:02:13,B2,NAS
560,45137.0,2019-10-25 13:23:03,B2,DB
561,44805.0,2019-05-23 21:52:48,B2,RM
562,7765.0,2018-12-20 19:05:09,B2,WS
563,48404.0,2019-11-08 01:30:00,B2,WSM
564,40806.0,2018-08-04 08:16:21,B2,RM
565,217.0,2018-11-20 11:00:40,B2,WSM
566,12192.0,2019-08-16 20:10:04,B2,none
567,18217.0,2019-04-11 17:11:01,B2,WPS
568,22239.0,2018-08-27 18:16:35,B2,WS
569,21146.0,2019-02-08 23:06:33,B2,none
570,30879.0,2018-11-19 22:54:44,B2,none
571,44686.0,2019-06-20 04:26:44,B2,WPS
572,27814.0,2019-08-02 11:08:05,B2,RM
573,42023.0,2018-04-23 13:55:40,B2,none
574,19128.0,2019-01-01 05:05:50,B2,none
575,20783.0,2018-08-13 17:03:24,B2,RM
576,6285.0,2018-07-10 08:26:40,B2,RM
577,49039.0,2018-07-28 13:03:41,B2,RM
578,45159.0,2018-11-18 16:49:43,B2,none
579,1614.0,2019-05-26 01:28:26,B2,none
580,6960.0,2019-12-18 09:01:41,B2,RM
581,35409.0,2019-08-16 09:05:50,B2,none
582,11838.0,2018-10-31 08:35:25,B2,none
583,33335.0,2019-08-23 11:56:04,B2,none
584,36097.0,2019-06-13 10:12:31,B2,none
585,22793.0,2019-01-15 02:24:10,B2,WPS
586,35561.0,2019-03-31 19:42:36,B2,none
587,7785.0,2019-05-19 05:35:18,B2,none
588,37921.0,2018-12-21 15:38:03,B2,none
589,3489.0,2019-03-31 16:32:21,B2,none
590,29899.0,2018-12-22 22:31:45,B2,none
591,18042.0,2018-05-10 09:32:34,B2,none
592,38847.0,2019-11-29 01:27:17,B2,none
593,19659.0,2019-01-30 16:33:54,B2,none
594,6174.0,2019-05-16 11:29:12,B2,RM
595,6524.0,2019-04-10 16:36:36,B2,none
596,19146.0,2018-05-08 21:20:20,B2,none
597,37821.0,2018-08-01 20:47:18,B2,RM
598,14623.0,2018-05-03 16:50:26,B2,none
599,7283.0,2019-02-05 02:42:44,B2,none
600,35408.0,2019-08-13 07:48:06,B2,none
601,17844.0,2018-05-09 18:10:26,B2,none
602,24587.0,2018-12-22 00:35:25,B2,none
603,14366.0,2019-04-13 10:01:12,B2,WSM
